,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP
Jeff Skinner 2019,Jeff Skinner,2019,L,26.377,71,197,77.0,82.0,79.0,82,82,2.0
Jeff Skinner 2020,Jeff Skinner,2020,L,27.377,71,197,82.0,79.0,82.0,82,69,-12.25
Jeff Skinner 2021,Jeff Skinner,2021,L,28.379,71,197,79.0,82.0,82.0,69,77,-1.0
Jeff Skinner 2022,Jeff Skinner,2022,L,29.378,71,197,82.0,82.0,69.0,77,80,2.5
Jeff Skinner 2023,Jeff Skinner,2023,L,30.377,71,197,82.0,69.0,77.0,80,79,2.0
Zach Hyman 2021,Zach Hyman,2021,L,28.313,73,211,82.0,82.0,71.0,60,62,-11.75
Zach Hyman 2022,Zach Hyman,2022,L,29.312,73,211,82.0,71.0,60.0,62,76,7.25
Zach Hyman 2023,Zach Hyman,2023,L,30.312,73,211,71.0,60.0,62.0,76,79,11.75
Ryan Johansen 2018,Ryan Johansen,2018,C,25.17,75,218,82.0,82.0,80.0,82,79,-2.5
Ryan Johansen 2019,Ryan Johansen,2019,C,26.169,75,218,82.0,80.0,82.0,79,80,-0.75
Ryan Johansen 2020,Ryan Johansen,2020,C,27.168,75,218,80.0,82.0,79.0,80,80,-0.25
Ryan Johansen 2021,Ryan Johansen,2021,C,28.171,75,218,82.0,79.0,80.0,80,68,-12.25
Ryan Johansen 2022,Ryan Johansen,2022,C,29.17,75,218,79.0,80.0,80.0,68,79,2.25
Ryan Johansen 2023,Ryan Johansen,2023,C,30.169,75,218,80.0,80.0,68.0,79,55,-21.75
Tyler Seguin 2018,Tyler Seguin,2018,C,25.668,73,205,80.0,71.0,72.0,82,82,5.75
Tyler Seguin 2019,Tyler Seguin,2019,C,26.667,73,205,71.0,72.0,82.0,82,82,5.25
Tyler Seguin 2020,Tyler Seguin,2020,C,27.667,73,205,72.0,82.0,82.0,82,81,1.5
Mikael Granlund 2018,Mikael Granlund,2018,C,25.597,70,185,63.0,68.0,82.0,81,77,3.5
Mikael Granlund 2019,Mikael Granlund,2019,C,26.596,70,185,68.0,82.0,81.0,77,79,2.0
Mikael Granlund 2020,Mikael Granlund,2020,C,27.596,70,185,82.0,81.0,77.0,79,74,-5.75
Mikael Granlund 2021,Mikael Granlund,2021,C,28.598,70,185,81.0,77.0,79.0,74,73,-4.75
Mikael Granlund 2022,Mikael Granlund,2022,C,29.597,70,185,77.0,79.0,74.0,73,80,4.25
Mikael Granlund 2023,Mikael Granlund,2023,C,30.596,70,185,79.0,74.0,73.0,80,79,2.5
Nino Niederreiter 2018,Nino Niederreiter,2018,R,25.063,74,218,81.0,80.0,82.0,82,63,-18.25
Nino Niederreiter 2019,Nino Niederreiter,2019,R,26.062,74,218,80.0,82.0,82.0,63,82,5.25
Nino Niederreiter 2020,Nino Niederreiter,2020,R,27.062,74,218,82.0,82.0,63.0,82,79,1.75
Nino Niederreiter 2021,Nino Niederreiter,2021,R,28.064,74,218,82.0,63.0,82.0,79,82,5.5
Nino Niederreiter 2022,Nino Niederreiter,2022,R,29.063,74,218,63.0,82.0,79.0,82,75,-1.5
Nino Niederreiter 2023,Nino Niederreiter,2023,R,30.062,74,218,82.0,79.0,82.0,75,78,-1.5
Bryan Rust 2022,Bryan Rust,2022,R,29.392,71,192,69.0,72.0,64.0,82,60,-11.75
Bryan Rust 2023,Bryan Rust,2023,R,30.391,71,192,72.0,64.0,82.0,60,81,11.5
Brendan Gallagher 2021,Brendan Gallagher,2021,R,28.406,69,186,64.0,82.0,82.0,69,51,-23.25
Jesper Fast 2020,Jesper Fast,2020,R,27.831,73,191,79.0,68.0,71.0,66,81,10.0
Jesper Fast 2021,Jesper Fast,2021,R,28.833,73,191,68.0,71.0,66.0,81,67,-4.5
Jesper Fast 2022,Jesper Fast,2022,R,29.832,73,191,71.0,66.0,81.0,67,82,10.75
Jesper Fast 2023,Jesper Fast,2023,R,30.832,73,191,66.0,81.0,67.0,82,80,6.0
Ondrej Palat 2018,Ondrej Palat,2018,L,26.514,72,194,81.0,75.0,62.0,75,56,-17.25
Johnny Gaudreau 2019,Johnny Gaudreau,2019,L,25.134,69,165,80.0,79.0,72.0,80,82,4.25
Johnny Gaudreau 2020,Johnny Gaudreau,2020,L,26.134,69,165,79.0,72.0,80.0,82,82,3.75
Johnny Gaudreau 2021,Johnny Gaudreau,2021,L,27.136,69,165,72.0,80.0,82.0,82,82,3.0
Johnny Gaudreau 2022,Johnny Gaudreau,2022,L,28.135,69,165,80.0,82.0,82.0,82,82,0.5
Johnny Gaudreau 2023,Johnny Gaudreau,2023,L,29.134,69,165,82.0,82.0,82.0,82,80,-2.0
Sean Kuraly 2022,Sean Kuraly,2022,C,28.696,74,213,75.0,71.0,81.0,68,77,3.25
Sean Kuraly 2023,Sean Kuraly,2023,C,29.696,74,213,71.0,81.0,68.0,77,71,-3.25
Nick Cousins 2021,Nick Cousins,2021,C,27.201,71,192,60.0,71.0,81.0,76,74,2.0
Nick Cousins 2022,Nick Cousins,2022,C,28.201,71,192,71.0,81.0,76.0,74,68,-7.5
Nick Cousins 2023,Nick Cousins,2023,C,29.2,71,192,81.0,76.0,74.0,68,79,4.25
Blake Coleman 2022,Blake Coleman,2022,C,29.843,71,199,79.0,78.0,77.0,80,81,2.5
Blake Coleman 2023,Blake Coleman,2023,C,30.843,71,199,78.0,77.0,80.0,81,82,3.0
Boone Jenner 2020,Boone Jenner,2020,C,26.295,74,203,82.0,82.0,75.0,77,82,3.0
Boone Jenner 2021,Boone Jenner,2021,C,27.297,74,203,82.0,75.0,77.0,82,60,-19.0
Boone Jenner 2022,Boone Jenner,2022,C,28.296,74,203,75.0,77.0,82.0,60,59,-14.5
Brandon Saad 2018,Brandon Saad,2018,L,24.929,73,215,78.0,82.0,78.0,82,82,2.0
Brandon Saad 2019,Brandon Saad,2019,L,25.928,73,215,82.0,78.0,82.0,82,80,-1.0
Brandon Saad 2020,Brandon Saad,2020,L,26.927,73,215,78.0,82.0,82.0,80,68,-12.5
Brandon Saad 2021,Brandon Saad,2021,L,27.93,73,215,82.0,82.0,80.0,68,64,-14.0
Brandon Saad 2022,Brandon Saad,2022,L,28.929,73,215,82.0,80.0,68.0,64,78,4.5
Brandon Saad 2023,Brandon Saad,2023,L,29.928,73,215,80.0,68.0,64.0,78,71,-1.5
William Karlsson 2020,William Karlsson,2020,C,26.728,72,190,81.0,81.0,82.0,82,74,-7.5
William Karlsson 2021,William Karlsson,2021,C,27.73,72,190,81.0,82.0,82.0,74,82,2.25
William Karlsson 2022,William Karlsson,2022,C,28.729,72,190,82.0,82.0,74.0,82,67,-13.0
William Karlsson 2023,William Karlsson,2023,C,29.728,72,190,82.0,74.0,82.0,67,82,5.75
Nikita Kucherov 2019,Nikita Kucherov,2019,R,25.29,71,181,82.0,77.0,74.0,80,82,3.75
Nikita Kucherov 2020,Nikita Kucherov,2020,R,26.29,71,181,77.0,74.0,80.0,82,80,1.75
Ryan Nugent-Hopkins 2021,Ryan Nugent-Hopkins,2021,C,27.472,72,195,82.0,62.0,82.0,76,76,0.5
Ryan Nugent-Hopkins 2022,Ryan Nugent-Hopkins,2022,C,28.472,72,195,62.0,82.0,76.0,76,63,-11.0
Ryan Nugent-Hopkins 2023,Ryan Nugent-Hopkins,2023,C,29.471,72,195,82.0,76.0,76.0,63,82,7.75
Jonathan Huberdeau 2022,Jonathan Huberdeau,2022,C,28.327,73,200,82.0,82.0,81.0,80,80,-1.25
Jonathan Huberdeau 2023,Jonathan Huberdeau,2023,C,29.326,73,200,82.0,81.0,80.0,80,79,-1.75
Ryan Strome 2019,Ryan Strome,2019,C,25.225,73,191,81.0,71.0,69.0,82,81,5.25
Ryan Strome 2020,Ryan Strome,2020,C,26.224,73,191,71.0,69.0,82.0,81,82,6.25
Ryan Strome 2021,Ryan Strome,2021,C,27.226,73,191,69.0,82.0,81.0,82,82,3.5
Ryan Strome 2022,Ryan Strome,2022,C,28.225,73,191,82.0,81.0,82.0,82,74,-7.75
Ryan Strome 2023,Ryan Strome,2023,C,29.225,73,191,81.0,82.0,82.0,74,82,2.25
Mika Zibanejad 2022,Mika Zibanejad,2022,C,28.455,74,202,72.0,82.0,67.0,82,81,5.25
Mika Zibanejad 2023,Mika Zibanejad,2023,C,29.455,74,202,82.0,67.0,82.0,81,82,4.0
Mark Scheifele 2018,Mark Scheifele,2018,C,24.548,75,198,63.0,82.0,71.0,79,60,-13.75
Mark Scheifele 2019,Mark Scheifele,2019,C,25.548,75,198,82.0,71.0,79.0,60,82,9.0
Mark Scheifele 2020,Mark Scheifele,2020,C,26.547,75,198,71.0,79.0,60.0,82,83,10.0
Mark Scheifele 2021,Mark Scheifele,2021,C,27.549,75,198,79.0,60.0,82.0,83,82,6.0
Mark Scheifele 2022,Mark Scheifele,2022,C,28.548,75,198,60.0,82.0,83.0,82,67,-9.75
Mark Scheifele 2023,Mark Scheifele,2023,C,29.548,75,198,82.0,83.0,82.0,67,81,2.5
J.T. Miller 2020,J.T. Miller,2020,C,26.55,73,218,82.0,82.0,82.0,75,81,0.75
J.T. Miller 2021,J.T. Miller,2021,C,27.552,73,218,82.0,82.0,75.0,81,77,-3.0
J.T. Miller 2022,J.T. Miller,2022,C,28.551,73,218,82.0,75.0,81.0,77,80,1.25
J.T. Miller 2023,J.T. Miller,2023,C,29.55,73,218,75.0,81.0,77.0,80,81,2.75
Phillip Danault 2023,Phillip Danault,2023,C,29.6,73,200,81.0,83.0,77.0,79,82,2.0
Vladislav Namestnikov 2020,Vladislav Namestnikov,2020,C,26.856,72,179,80.0,74.0,81.0,78,76,-2.25
Vladislav Namestnikov 2021,Vladislav Namestnikov,2021,C,27.858,72,179,74.0,81.0,78.0,76,77,-0.25
Vladislav Namestnikov 2022,Vladislav Namestnikov,2022,C,28.858,72,179,81.0,78.0,76.0,77,75,-3.0
Vladislav Namestnikov 2023,Vladislav Namestnikov,2023,C,29.857,72,179,78.0,76.0,77.0,75,77,0.5
Rickard Rakell 2019,Rickard Rakell,2019,R,25.408,73,195,71.0,72.0,71.0,77,69,-3.75
Rickard Rakell 2020,Rickard Rakell,2020,R,26.407,73,195,72.0,71.0,77.0,69,76,3.75
Rickard Rakell 2021,Rickard Rakell,2021,R,27.409,73,195,71.0,77.0,69.0,76,76,2.75
Rickard Rakell 2022,Rickard Rakell,2022,R,28.409,73,195,77.0,69.0,76.0,76,70,-4.5
Rickard Rakell 2023,Rickard Rakell,2023,R,29.408,73,195,69.0,76.0,76.0,70,82,9.25
Jonathan Marchessault 2021,Jonathan Marchessault,2021,"C, R",29.764,69,183,75.0,77.0,82.0,77,80,2.25
Jonathan Marchessault 2022,Jonathan Marchessault,2022,"C, R",30.763,69,183,77.0,82.0,77.0,80,76,-3.0
Jonathan Marchessault 2023,Jonathan Marchessault,2023,"C, R",31.763,69,183,82.0,77.0,80.0,76,76,-2.75
Barclay Goodrow 2023,Barclay Goodrow,2023,C,29.594,74,204,82.0,82.0,80.0,79,82,1.25
Luke Glendening 2019,Luke Glendening,2019,C,29.427,71,190,82.0,81.0,74.0,69,78,1.5
Luke Glendening 2020,Luke Glendening,2020,C,30.427,71,190,81.0,74.0,69.0,78,70,-5.5
Luke Glendening 2021,Luke Glendening,2021,C,31.429,71,190,74.0,69.0,78.0,70,79,6.25
Luke Glendening 2022,Luke Glendening,2022,C,32.428,71,190,69.0,78.0,70.0,79,82,8.0
Luke Glendening 2023,Luke Glendening,2023,C,33.427,71,190,78.0,70.0,79.0,82,70,-7.25
Yanni Gourde 2022,Yanni Gourde,2022,C,29.797,69,174,82.0,80.0,82.0,82,74,-7.5
Yanni Gourde 2023,Yanni Gourde,2023,C,30.796,69,174,80.0,82.0,82.0,74,81,1.5
Alex Galchenyuk 2018,Alex Galchenyuk,2018,C,23.634,73,194,65.0,80.0,82.0,61,82,10.0
Alex Galchenyuk 2019,Alex Galchenyuk,2019,C,24.633,73,194,80.0,82.0,61.0,82,72,-4.25
Alex Galchenyuk 2020,Alex Galchenyuk,2020,C,25.632,73,194,82.0,61.0,82.0,72,69,-5.25
Tanner Pearson 2020,Tanner Pearson,2020,L,27.141,73,201,79.0,80.0,82.0,80,81,0.75
Tanner Pearson 2021,Tanner Pearson,2021,L,28.143,73,201,80.0,82.0,80.0,81,74,-6.75
Tanner Pearson 2022,Tanner Pearson,2022,L,29.142,73,201,82.0,80.0,81.0,74,68,-11.25
Zemgus Girgensons 2018,Zemgus Girgensons,2018,L,23.738,74,200,70.0,61.0,71.0,75,71,1.75
Zemgus Girgensons 2019,Zemgus Girgensons,2019,L,24.737,74,200,61.0,71.0,75.0,71,72,2.5
Zemgus Girgensons 2020,Zemgus Girgensons,2020,L,25.737,74,200,71.0,75.0,71.0,72,81,8.75
Tom Wilson 2018,Tom Wilson,2018,R,23.511,76,220,82.0,67.0,82.0,82,78,-0.25
Tom Wilson 2019,Tom Wilson,2019,R,24.51,76,220,67.0,82.0,82.0,78,63,-14.25
Tom Wilson 2020,Tom Wilson,2020,R,25.509,76,220,82.0,82.0,78.0,63,80,3.75
Tom Wilson 2021,Tom Wilson,2021,R,26.511,76,220,82.0,78.0,63.0,80,68,-7.75
Tom Wilson 2022,Tom Wilson,2022,R,27.511,76,220,78.0,63.0,80.0,68,78,5.75
Teuvo Teravainen 2020,Teuvo Teravainen,2020,L,25.055,71,191,78.0,81.0,82.0,82,80,-0.75
Filip Forsberg 2019,Filip Forsberg,2019,L,24.135,73,205,82.0,82.0,82.0,67,64,-14.25
Filip Forsberg 2020,Filip Forsberg,2020,L,25.134,73,205,82.0,82.0,67.0,64,74,0.25
Filip Forsberg 2021,Filip Forsberg,2021,L,26.136,73,205,82.0,67.0,64.0,74,57,-14.75
Radek Faksa 2021,Radek Faksa,2021,C,26.728,75,225,80.0,79.0,81.0,77,80,0.75
Radek Faksa 2022,Radek Faksa,2022,C,27.727,75,225,79.0,81.0,77.0,80,77,-2.25
Radek Faksa 2023,Radek Faksa,2023,C,28.726,75,225,81.0,77.0,80.0,77,81,2.25
Chandler Stephenson 2022,Chandler Stephenson,2022,C,27.445,72,209,67.0,64.0,76.0,74,79,8.75
Chandler Stephenson 2023,Chandler Stephenson,2023,C,28.444,72,209,64.0,76.0,74.0,79,81,7.75
Jimmy Vesey 2021,Jimmy Vesey,2021,L,27.352,75,202,80.0,79.0,81.0,75,73,-5.75
Jimmy Vesey 2022,Jimmy Vesey,2022,L,28.351,75,202,79.0,81.0,75.0,73,68,-9.0
Jimmy Vesey 2023,Jimmy Vesey,2023,L,29.351,75,202,81.0,75.0,73.0,68,81,6.75
Chris Tierney 2020,Chris Tierney,2020,C,25.252,73,191,79.0,80.0,82.0,81,83,2.5
Chris Tierney 2021,Chris Tierney,2021,C,26.254,73,191,80.0,82.0,81.0,83,80,-1.5
Chris Tierney 2022,Chris Tierney,2022,C,27.253,73,191,82.0,81.0,83.0,80,70,-11.5
Jordan Martinook 2020,Jordan Martinook,2020,L,27.185,72,196,81.0,77.0,81.0,82,53,-27.25
Colton Sissons 2022,Colton Sissons,2022,C,27.905,73,200,81.0,75.0,67.0,77,79,4.0
Colton Sissons 2023,Colton Sissons,2023,C,28.904,73,200,75.0,67.0,77.0,79,82,7.5
Andreas Athanasiou 2021,Andreas Athanasiou,2021,C,26.155,74,190,64.0,71.0,76.0,64,68,-0.75
Connor Brown 2021,Connor Brown,2021,R,26.714,72,181,82.0,82.0,82.0,83,82,-0.25
Connor Brown 2022,Connor Brown,2022,R,27.713,72,181,82.0,82.0,83.0,82,64,-18.25
Alexander Kerfoot 2022,Alexander Kerfoot,2022,C,27.141,71,186,79.0,78.0,76.0,82,82,3.25
Alexander Kerfoot 2023,Alexander Kerfoot,2023,C,28.14,71,186,78.0,76.0,82.0,82,82,2.5
Pavel Buchnevich 2022,Pavel Buchnevich,2022,L,26.459,73,196,74.0,64.0,80.0,79,73,-1.25
Pavel Buchnevich 2023,Pavel Buchnevich,2023,L,27.459,73,196,64.0,80.0,79.0,73,63,-11.0
Mattias Janmark 2022,Mattias Janmark,2022,C,28.814,73,205,81.0,81.0,73.0,82,67,-12.25
Mattias Janmark 2023,Mattias Janmark,2023,C,29.813,73,205,81.0,73.0,82.0,67,66,-9.75
Miles Wood 2021,Miles Wood,2021,L,25.052,74,195,60.0,76.0,63.0,80,80,10.25
Andrew Copp 2020,Andrew Copp,2020,C,25.233,73,199,77.0,64.0,82.0,69,74,1.0
Andrew Copp 2021,Andrew Copp,2021,C,26.235,73,199,64.0,82.0,69.0,74,80,7.75
Andrew Copp 2022,Andrew Copp,2022,C,27.234,73,199,82.0,69.0,74.0,80,72,-4.25
Andrew Copp 2023,Andrew Copp,2023,C,28.233,73,199,69.0,74.0,80.0,72,82,8.25
Jason Dickinson 2023,Jason Dickinson,2023,C,27.245,74,200,67.0,76.0,74.0,62,78,8.25
Ryan Hartman 2021,Ryan Hartman,2021,R,26.032,72,197,76.0,78.0,83.0,81,74,-5.5
Ryan Hartman 2022,Ryan Hartman,2022,R,27.032,72,197,78.0,83.0,81.0,74,82,3.0
Ryan Hartman 2023,Ryan Hartman,2023,R,28.031,72,197,83.0,81.0,74.0,82,59,-21.0
Adam Erne 2023,Adam Erne,2023,L,27.45,73,212,65.0,66.0,65.0,79,61,-7.75
J.T. Compher 2022,J.T. Compher,2022,L,26.484,72,190,69.0,66.0,79.0,70,70,-1.0
J.T. Compher 2023,J.T. Compher,2023,L,27.483,72,190,66.0,79.0,70.0,70,82,10.75
Artturi Lehkonen 2021,Artturi Lehkonen,2021,L,25.246,71,179,73.0,66.0,82.0,82,68,-7.75
Artturi Lehkonen 2022,Artturi Lehkonen,2022,L,26.246,71,179,66.0,82.0,82.0,68,74,-0.5
Artturi Lehkonen 2023,Artturi Lehkonen,2023,L,27.245,71,179,82.0,82.0,68.0,74,64,-12.5
Nathan MacKinnon 2018,Nathan MacKinnon,2018,C,22.084,72,200,82.0,64.0,72.0,82,74,-1.0
Nathan MacKinnon 2019,Nathan MacKinnon,2019,C,23.083,72,200,64.0,72.0,82.0,74,82,9.0
Nathan MacKinnon 2020,Nathan MacKinnon,2020,C,24.083,72,200,72.0,82.0,74.0,82,81,3.5
Nathan MacKinnon 2021,Nathan MacKinnon,2021,C,25.085,72,200,82.0,74.0,82.0,81,70,-9.75
Nathan MacKinnon 2022,Nathan MacKinnon,2022,C,26.084,72,200,74.0,82.0,81.0,70,65,-11.75
Nathan MacKinnon 2023,Nathan MacKinnon,2023,C,27.084,72,200,82.0,81.0,70.0,65,71,-3.5
Aleksander Barkov 2019,Aleksander Barkov,2019,C,23.081,75,215,71.0,66.0,61.0,79,82,12.75
Aleksander Barkov 2020,Aleksander Barkov,2020,C,24.08,75,215,66.0,61.0,79.0,82,77,5.0
Aleksander Barkov 2021,Aleksander Barkov,2021,C,25.082,75,215,61.0,79.0,82.0,77,73,-1.75
Aleksander Barkov 2022,Aleksander Barkov,2022,C,26.081,75,215,79.0,82.0,77.0,73,67,-10.75
Aleksander Barkov 2023,Aleksander Barkov,2023,C,27.081,75,215,82.0,77.0,73.0,67,68,-6.75
Elias Lindholm 2019,Elias Lindholm,2019,C,23.831,73,202,81.0,82.0,72.0,81,81,2.0
Elias Lindholm 2020,Elias Lindholm,2020,C,24.83,73,202,82.0,72.0,81.0,81,82,3.0
Elias Lindholm 2021,Elias Lindholm,2021,C,25.832,73,202,72.0,81.0,81.0,82,82,3.0
Elias Lindholm 2022,Elias Lindholm,2022,C,26.832,73,202,81.0,81.0,82.0,82,82,0.5
Elias Lindholm 2023,Elias Lindholm,2023,C,27.831,73,202,81.0,82.0,82.0,82,80,-1.75
Sean Monahan 2018,Sean Monahan,2018,C,22.971,74,196,75.0,81.0,81.0,82,74,-5.75
Sean Monahan 2019,Sean Monahan,2019,C,23.971,74,196,81.0,81.0,82.0,74,78,-1.5
Sean Monahan 2020,Sean Monahan,2020,C,24.97,74,196,81.0,82.0,74.0,78,82,3.25
Sean Monahan 2021,Sean Monahan,2021,C,25.972,74,196,82.0,74.0,78.0,82,73,-6.0
Sean Monahan 2022,Sean Monahan,2022,C,26.971,74,196,74.0,78.0,82.0,73,65,-11.75
Bo Horvat 2019,Bo Horvat,2019,C,23.491,72,215,68.0,82.0,81.0,64,82,8.25
Bo Horvat 2020,Bo Horvat,2020,C,24.491,72,215,82.0,81.0,64.0,82,81,3.75
Bo Horvat 2021,Bo Horvat,2021,C,25.493,72,215,81.0,64.0,82.0,81,82,5.0
Bo Horvat 2022,Bo Horvat,2022,C,26.492,72,215,64.0,82.0,81.0,82,70,-7.25
Bo Horvat 2023,Bo Horvat,2023,C,27.492,72,215,82.0,81.0,82.0,70,79,0.25
Max Domi 2022,Max Domi,2022,C,26.585,70,194,82.0,82.0,83.0,79,72,-9.5
Max Domi 2023,Max Domi,2023,C,27.585,70,194,82.0,83.0,79.0,72,80,1.0
Conor Sheary 2021,Conor Sheary,2021,L,28.316,69,179,61.0,79.0,78.0,74,77,4.0
Conor Sheary 2022,Conor Sheary,2022,L,29.315,69,179,79.0,78.0,74.0,77,71,-6.0
Conor Sheary 2023,Conor Sheary,2023,L,30.314,69,179,78.0,74.0,77.0,71,82,7.0
Garnet Hathaway 2023,Garnet Hathaway,2023,R,30.856,75,208,76.0,77.0,82.0,76,84,6.25
Pierre-Edouard Bellemare 2019,Pierre-Edouard Bellemare,2019,L,33.572,71,198,81.0,74.0,82.0,72,76,-1.25
Pierre-Edouard Bellemare 2020,Pierre-Edouard Bellemare,2020,L,34.572,71,198,74.0,82.0,72.0,76,81,5.0
Pierre-Edouard Bellemare 2021,Pierre-Edouard Bellemare,2021,L,35.574,71,198,82.0,72.0,76.0,81,77,-0.75
Pierre-Edouard Bellemare 2022,Pierre-Edouard Bellemare,2022,L,36.573,71,198,72.0,76.0,81.0,77,80,3.5
Pierre-Edouard Bellemare 2023,Pierre-Edouard Bellemare,2023,L,37.573,71,198,76.0,81.0,77.0,80,73,-5.5
Sam Reinhart 2020,Sam Reinhart,2020,C,23.902,74,193,79.0,79.0,82.0,82,81,0.5
Sam Reinhart 2021,Sam Reinhart,2021,C,24.904,74,193,79.0,82.0,82.0,81,79,-2.0
Sam Reinhart 2022,Sam Reinhart,2022,C,25.904,74,193,82.0,82.0,81.0,79,78,-3.0
Sam Reinhart 2023,Sam Reinhart,2023,C,26.903,74,193,82.0,81.0,79.0,78,82,2.0
Leon Draisaitl 2020,Leon Draisaitl,2020,C,23.929,74,208,72.0,82.0,78.0,82,83,4.5
Leon Draisaitl 2021,Leon Draisaitl,2021,C,24.932,74,208,82.0,78.0,82.0,83,82,0.75
Leon Draisaitl 2022,Leon Draisaitl,2022,C,25.931,74,208,78.0,82.0,83.0,82,80,-1.25
Leon Draisaitl 2023,Leon Draisaitl,2023,C,26.93,74,208,82.0,83.0,82.0,80,80,-1.75
Sam Bennett 2020,Sam Bennett,2020,C,23.281,73,195,77.0,81.0,82.0,71,61,-16.75
Sam Bennett 2021,Sam Bennett,2021,C,24.283,73,195,81.0,82.0,71.0,61,70,-3.75
Sam Bennett 2022,Sam Bennett,2022,C,25.282,73,195,82.0,71.0,61.0,70,71,0.0
Sam Bennett 2023,Sam Bennett,2023,C,26.281,73,195,71.0,61.0,70.0,71,63,-5.25
Nikolaj Ehlers 2020,Nikolaj Ehlers,2020,L,23.628,72,169,72.0,82.0,82.0,62,83,8.5
Nikolaj Ehlers 2021,Nikolaj Ehlers,2021,L,24.63,72,169,82.0,82.0,62.0,83,68,-9.25
Nikolaj Ehlers 2022,Nikolaj Ehlers,2022,L,25.63,72,169,82.0,62.0,83.0,68,62,-11.75
Kevin Fiala 2022,Kevin Fiala,2022,L,25.194,70,204,80.0,83.0,75.0,73,82,4.25
Kevin Fiala 2023,Kevin Fiala,2023,L,26.194,70,204,83.0,75.0,73.0,82,69,-9.25
Dylan Larkin 2020,Dylan Larkin,2020,C,23.171,73,198,80.0,80.0,82.0,76,83,3.5
Dylan Larkin 2021,Dylan Larkin,2021,C,24.173,73,198,80.0,82.0,76.0,83,64,-16.25
Dylan Larkin 2022,Dylan Larkin,2022,C,25.172,73,198,82.0,76.0,83.0,64,71,-5.25
Dylan Larkin 2023,Dylan Larkin,2023,C,26.172,73,198,76.0,83.0,64.0,71,80,6.5
Jared McCann 2022,Jared McCann,2022,L,25.337,73,191,68.0,78.0,77.0,62,74,2.75
Jared McCann 2023,Jared McCann,2023,L,26.336,73,191,78.0,77.0,62.0,74,79,6.25
David Pastrnak 2021,David Pastrnak,2021,R,24.354,73,195,75.0,82.0,66.0,82,70,-6.25
David Pastrnak 2022,David Pastrnak,2022,R,25.353,73,195,82.0,66.0,82.0,70,72,-3.0
David Pastrnak 2023,David Pastrnak,2023,R,26.353,73,195,66.0,82.0,70.0,72,82,9.5
Adrian Kempe 2022,Adrian Kempe,2022,"C, R",25.049,74,200,81.0,81.0,81.0,82,78,-3.25
Adrian Kempe 2023,Adrian Kempe,2023,"C, R",26.049,74,200,81.0,81.0,82.0,78,82,1.5
Warren Foegele 2023,Warren Foegele,2023,L,26.5,74,198,77.0,80.0,77.0,82,67,-12.0
Brayden Point 2021,Brayden Point,2021,C,24.554,71,180,68.0,82.0,79.0,77,82,5.5
Brayden Point 2022,Brayden Point,2022,C,25.553,71,180,82.0,79.0,77.0,82,66,-14.0
Brayden Point 2023,Brayden Point,2023,C,26.552,71,180,79.0,77.0,82.0,66,82,6.0
Danton Heinen 2022,Danton Heinen,2022,L,26.243,73,188,77.0,77.0,79.0,62,76,2.25
Danton Heinen 2023,Danton Heinen,2023,L,27.242,73,188,77.0,79.0,62.0,76,65,-8.5
Frank Vatrano 2023,Frank Vatrano,2023,R,28.551,71,197,81.0,81.0,82.0,71,81,2.25
Kyle Connor 2022,Kyle Connor,2022,L,24.811,74,179,76.0,82.0,83.0,82,79,-1.75
Kyle Connor 2023,Kyle Connor,2023,L,25.81,74,179,82.0,83.0,82.0,79,82,0.5
Pavel Zacha 2021,Pavel Zacha,2021,C,23.489,76,199,70.0,69.0,61.0,76,73,4.0
Pavel Zacha 2022,Pavel Zacha,2022,C,24.488,76,199,69.0,61.0,76.0,73,70,0.25
Pavel Zacha 2023,Pavel Zacha,2023,C,25.487,76,199,61.0,76.0,73.0,70,82,12.0
Connor McDavid 2021,Connor McDavid,2021,C,23.716,73,193,82.0,82.0,78.0,75,82,2.75
Connor McDavid 2022,Connor McDavid,2022,C,24.715,73,193,82.0,78.0,75.0,82,80,0.75
Connor McDavid 2023,Connor McDavid,2023,C,25.715,73,193,78.0,75.0,82.0,80,82,3.25
Jack Eichel 2020,Jack Eichel,2020,C,22.925,74,207,81.0,61.0,67.0,77,80,8.5
Jordan Greenway 2023,Jordan Greenway,2023,L,25.622,78,231,81.0,79.0,82.0,62,62,-14.0
Timo Meier 2022,Timo Meier,2022,R,24.981,73,220,81.0,78.0,82.0,79,77,-3.0
Timo Meier 2023,Timo Meier,2023,R,25.98,73,220,78.0,82.0,79.0,77,78,-1.0
Christian Fischer 2022,Christian Fischer,2022,R,24.463,74,212,79.0,71.0,66.0,76,53,-20.0
Travis Konecny 2021,Travis Konecny,2021,R,23.56,70,175,70.0,81.0,82.0,77,73,-4.5
Travis Konecny 2022,Travis Konecny,2022,R,24.559,70,175,81.0,82.0,77.0,73,79,0.75
Travis Konecny 2023,Travis Konecny,2023,R,25.559,70,175,82.0,77.0,73.0,79,60,-17.75
Brock Boeser 2022,Brock Boeser,2022,R,24.598,73,208,62.0,69.0,67.0,82,71,1.0
Brock Boeser 2023,Brock Boeser,2023,R,25.597,73,208,69.0,67.0,82.0,71,74,1.75
Mathew Barzal 2022,Mathew Barzal,2022,C,24.351,73,190,82.0,82.0,80.0,80,73,-8.0
