,Player,Position,Age,Height,Weight,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,GP,EV ATOI,PP A1/60,PK A1/60,EV A2/60
25,Alex Galchenyuk,C,28.6,73,194,0.9833472700000004,0.10392607,0.7088302400000002,1.34727146,0.1996593200000001,0.5910117400000005,71.04400000000001,12.244891769999999,1.0807494799999997,0.15315261000000002,0.41417546999999993
26,Alex Goligoski,D,37.2,71,173,0.8945265499999995,1.1978771900000005,0.12886017,0.57965929,0.06446677,0.3647711699999999,73.04889999999996,16.153509900000003,1.3952881100000005,0.13553266,0.4094715999999998
27,Alex Iafallo,L,28.8,72,200,2.1295583099999997,1.5996741800000007,0.57003657,2.857878169999996,0.1619645,0.8268988700000007,72.23720000000003,13.433375640000007,0.57552919,0.19813597000000005,0.5242002599999995
28,Alex Killorn,L,33.0,73,194,2.5287777399999993,1.8520931400000016,1.0692591900000004,1.4690243500000009,0.4263385500000002,0.8003926199999996,79.4374,13.10847136,0.9150904199999994,0.08734539999999998,0.53466985
29,Alex Newhook,C,21.7,70,190,1.5750402000000003,0.2857768900000001,0.6791570600000005,1.1742801899999995,0.38714392,0.5939077899999995,76.83890000000002,12.75450000999999,1.1461067299999999,0.6525197899999998,0.4197299899999997
30,Alex Ovechkin,L,37.0,75,238,4.5340160099999975,0.04324357,1.5015310699999995,2.568538579999999,0.2300582600000001,0.6883784199999993,72.41329999999998,15.205058530000006,1.099508570000001,0.13139367999999998,0.5105734300000002
31,Alex Pietrangelo,D,32.7,75,215,2.247398980000001,2.3243559700000045,0.40209014,0.5666552900000004,0.1157309599999999,0.4495680400000004,71.62389999999998,19.359909200000008,1.7598677200000008,0.44157256000000056,0.5649453000000003
32,Alex Steeves,C,22.8,72,196,0.17836882000000007,0.0861871499999999,0.67954066,,,0.4418765799999999,63.71060000000001,10.978287879999998,,,0.33956175999999993
33,Alex Tuch,R,26.4,76,219,2.9564129800000023,1.3189506000000006,0.95573445,1.8982966499999991,1.0340514000000005,0.7661839800000001,72.44259999999997,14.195532980000003,1.4622343300000005,0.07480915000000002,0.5048122999999998
34,Alex Turcotte,C,21.6,71,185,0.6324122900000001,0.32460799,0.6859168600000001,1.1795059200000002,0.35236861,0.5348339899999995,68.77900000000001,11.889859670000005,0.8924880499999994,0.56513806,0.3650076199999999
35,Alex Vlasic,D,21.3,78,199,0.2950756899999998,0.6945123099999999,0.12909366,0.6601853600000002,0.1883157900000001,0.28054760000000006,71.23669999999998,16.519079429999998,1.2732866799999998,0.07681146000000003,0.3656113300000002
36,Alex Wennberg,C,28.0,74,190,2.1664446900000014,1.7875722700000003,0.5005037799999998,1.29946727,0.0867674,0.5844612199999998,77.87280000000001,14.411107739999995,1.3098568799999992,0.1910314800000001,0.4332612800000005
37,Alexander Alexeyev,D,22.9,76,213,0.3292732000000001,1.1782962499999996,0.1100253399999999,,,0.23075207999999997,70.46989999999998,16.070808819999996,,,0.3166357499999999
38,Alexander Barabanov,L,28.3,70,195,2.186608260000001,0.0966169399999999,0.6285387400000003,1.18043636,0.4681434900000002,0.7257421899999997,69.15009999999998,15.106294410000016,1.1981369599999998,0.32990089,0.42635992999999955
39,Alexander Edler,D,36.4,76,210,0.30762125,1.7362999199999998,0.2476607699999999,0.95769152,0.04003217,0.4557910399999997,69.39220000000002,14.612354829999992,1.57834079,0.034264660000000016,0.4305076599999998
40,Alexander Holtz,R,20.7,72,195,1.5030050100000012,0.06378073,0.6264797399999998,1.378680859999999,0.33820408,0.5382870099999998,67.29529999999997,11.561667140000003,1.21502751,0.6418851200000006,0.3925704099999999
41,Alexander Kerfoot,C,28.1,71,186,0.5726196300000006,1.532336280000001,0.5046082799999995,1.12296394,0.4831918099999995,0.7000925699999998,78.14110000000002,12.857816670000012,1.0477715600000002,0.36640603,0.5184367300000006
42,Alexander Radulov,R,36.2,73,200,1.8427662199999997,0.26922355,0.6382650700000003,1.1334412599999997,0.2517575999999999,0.5844321799999999,73.80220000000003,11.528750969999999,1.4656587299999992,0.08746088000000006,0.36318722000000003
43,Alexander Romanov,D,22.7,73,215,0.3814490000000002,2.207612430000003,0.1304494799999999,0.6630312,0.02270068,0.34154832999999984,76.0782,17.75449977999999,1.2778364799999997,0.22937522999999974,0.36949585999999984
44,Alexander True,C,25.2,77,200,0.4845448099999997,0.94264225,0.6434128300000002,1.3444299200000005,,0.5591353900000001,67.99120000000005,11.208541069999997,0.8873325500000001,,0.35457583
45,Alexandre Carrier,D,26.0,71,174,0.8452110699999998,1.9414617000000003,0.22216002,0.4808832900000002,0.02327593,0.45301567000000015,74.61160000000001,16.619935889999987,1.2738381599999997,0.18057631000000007,0.45773884
46,Alexandre Texier,C,23.1,73,186,0.5382300700000002,1.5590905899999996,0.6321014099999999,1.07857371,0.7647186599999999,0.6610106100000006,66.6974,13.040998120000001,1.0027334900000002,0.4842564800000001,0.40955329999999995
47,Alexei Toropchenko,R,23.3,78,222,0.22652071000000007,0.5173869199999999,0.6808831499999998,1.2071985,0.3062874099999999,0.46253627,58.87709999999999,10.224329969999996,0.8538284000000003,0.20217918000000012,0.29927744000000006
48,Alexis Lafreni��re,L,21.0,73,195,1.2952282799999986,0.13383043,0.8184166700000004,1.3671888100000005,0.32788771,0.5472850099999995,78.91260000000001,13.319524729999989,0.6980266000000002,0.3069382200000001,0.5109012100000004
49,Aliaksei Protas,C,21.7,78,225,1.4244700099999994,0.2690747700000001,0.6395226699999997,1.1672114299999996,0.45941378,0.5716746100000004,61.624700000000004,11.901975160000001,1.0659623200000001,0.23644421999999998,0.3626755599999999
50,Anders Bjork,L,26.2,72,190,0.07866085999999997,0.5786799399999999,0.5365475200000002,1.2116539700000002,0.53772769,0.39624843,71.41590000000001,11.800517090000001,0.79817851,0.2713748699999999,0.29026554999999993
51,Anders Lee,L,32.2,75,235,2.510199440000002,0.04007733,0.9713954199999988,1.8484683499999992,0.28181517,0.5073019499999996,78.4445,14.10452041000001,0.9170093999999993,0.12335636000000001,0.3241238299999999
52,Andre Burakovsky,L,27.6,75,209,2.33632152,0.1351559499999999,1.1030254599999991,1.8441406199999983,0.4118331900000001,0.84231629,74.97590000000001,13.92655969999999,1.8123650599999983,0.3004704000000001,0.5798054300000001
53,Andreas Athanasiou,C,28.2,74,190,1.7104495300000009,0.5347353300000002,0.8854409300000001,1.228816859999999,0.3853204399999999,0.6380979799999997,65.48660000000002,12.797563699999998,0.9901514799999994,0.30654102,0.43259042999999975
54,Andreas Johnsson,L,27.9,70,195,1.20081386,0.2717397300000002,0.7401409300000001,1.2263214,0.4505412100000002,0.7854339700000001,70.2225,12.936815849999999,1.19991413,0.22898505999999993,0.51031388
55,Andrei Svechnikov,R,22.5,74,195,3.033843239999998,0.0724162699999999,1.1221631399999992,1.7136529399999998,0.27351228,0.90812293,70.00299999999999,14.590056319999995,1.3376517600000006,0.17458034,0.44680350000000013
56,Andrej Sekera,D,36.3,72,200,0.10603671,1.1911741400000002,0.1168383599999999,0.6436224100000003,0.10928905,0.26653507000000004,66.1391,13.414107100000003,1.2216979000000006,0.014694420000000007,0.29434242000000016
