,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Vernon Fiddler 2011,Vernon Fiddler,2011,"C, L",30.396,71,205,,79.0,78.0,76,71,,10.9243,10.8203,10.9042,12.489,1.606066666666667
Vernon Fiddler 2012,Vernon Fiddler,2012,"C, L",31.396,71,205,79.0,78.0,76.0,71,82,10.9243,10.8203,10.9042,12.489,11.8587,0.574250000000001
Vernon Fiddler 2013,Vernon Fiddler,2013,"C, L",32.398,71,205,78.0,76.0,71.0,82,78,10.8203,10.9042,12.489,11.8587,10.0268,-1.4912500000000009
Vernon Fiddler 2014,Vernon Fiddler,2014,"C, L",33.397,71,205,76.0,71.0,82.0,78,76,10.9042,12.489,11.8587,10.0268,11.0263,-0.2933749999999993
Vernon Fiddler 2015,Vernon Fiddler,2015,"C, L",34.397,71,205,71.0,82.0,78.0,76,80,12.489,11.8587,10.0268,11.0263,10.501,-0.8492000000000015
Vernon Fiddler 2016,Vernon Fiddler,2016,"C, L",35.396,71,205,82.0,78.0,76.0,80,82,11.8587,10.0268,11.0263,10.501,9.1736,-1.6796000000000006
Vernon Fiddler 2017,Vernon Fiddler,2017,"C, L",36.398,71,205,78.0,76.0,80.0,82,59,10.0268,11.0263,10.501,9.1736,9.7879,-0.3940249999999992
Boyd Gordon 2009,Boyd Gordon,2009,C,24.953,72,200,,,,67,63,,,,11.4361,9.7188,-1.7172999999999998
Boyd Gordon 2012,Boyd Gordon,2012,C,27.951,72,200,67.0,63.0,36.0,60,75,11.4361,9.7188,7.5148,10.7436,12.8887,3.035375
Boyd Gordon 2013,Boyd Gordon,2013,C,28.954,72,200,63.0,36.0,60.0,75,82,9.7188,7.5148,10.7436,12.8887,11.9889,1.7724249999999984
Boyd Gordon 2014,Boyd Gordon,2014,C,29.953,72,200,36.0,60.0,75.0,82,74,7.5148,10.7436,12.8887,11.9889,11.4468,0.662799999999999
Boyd Gordon 2015,Boyd Gordon,2015,C,30.952,72,200,60.0,75.0,82.0,74,68,10.7436,12.8887,11.9889,11.4468,10.425,-1.3419999999999987
Boyd Gordon 2016,Boyd Gordon,2016,C,31.952,72,200,75.0,82.0,74.0,68,65,12.8887,11.9889,11.4468,10.425,9.3372,-2.350150000000001
Jiri Hudler 2009,Jiri Hudler,2009,R,24.743,70,190,,,,81,82,,,,10.4475,10.6173,0.1698000000000004
Jiri Hudler 2012,Jiri Hudler,2012,R,27.741,70,190,81.0,82.0,,73,81,10.4475,10.6173,,11.3952,13.4121,2.5921000000000003
Jiri Hudler 2013,Jiri Hudler,2013,R,28.743,70,190,82.0,,73.0,81,71,10.6173,,11.3952,13.4121,14.2901,2.4818999999999996
Jiri Hudler 2014,Jiri Hudler,2014,R,29.742,70,190,,73.0,81.0,71,75,,11.3952,13.4121,14.2901,15.6342,2.601733333333332
Jiri Hudler 2015,Jiri Hudler,2015,R,30.741,70,190,73.0,81.0,71.0,75,78,11.3952,13.4121,14.2901,15.6342,14.9748,1.2919
Jiri Hudler 2016,Jiri Hudler,2016,R,31.741,70,190,81.0,71.0,75.0,78,72,13.4121,14.2901,15.6342,14.9748,13.165,-1.4128000000000007
Milan Michalek 2009,Milan Michalek,2009,L,23.817,74,225,,,,79,77,,,,14.1713,13.8169,-0.35440000000000005
Milan Michalek 2010,Milan Michalek,2010,L,24.817,74,225,,,79.0,77,66,,,14.1713,13.8169,13.5278,-0.4663000000000004
Milan Michalek 2011,Milan Michalek,2011,L,25.816,74,225,,79.0,77.0,66,66,,14.1713,13.8169,13.5278,13.7856,-0.05306666666666615
Milan Michalek 2012,Milan Michalek,2012,L,26.815,74,225,79.0,77.0,66.0,66,77,14.1713,13.8169,13.5278,13.7856,15.1498,1.3244000000000007
Milan Michalek 2015,Milan Michalek,2015,L,29.816,74,225,66.0,77.0,39.0,82,66,13.7856,15.1498,14.313,13.6041,12.6434,-1.5697250000000018
Milan Michalek 2016,Milan Michalek,2016,L,30.815,74,225,77.0,39.0,82.0,66,45,15.1498,14.313,13.6041,12.6434,12.2585,-1.6690750000000012
Colin McDonald 2014,Colin McDonald,2014,R,29.003,74,219,2.0,,5.0,76,70,6.6917,,7.9167,11.0867,11.755,3.189966666666667
Clarke MacArthur 2010,Clarke MacArthur,2010,L,24.488,72,192,,,37.0,71,81,,,12.7842,11.6622,12.2471,0.023899999999999366
Clarke MacArthur 2011,Clarke MacArthur,2011,L,25.487,72,192,,37.0,71.0,81,82,,12.7842,11.6622,12.2471,14.1726,1.9414333333333325
Clarke MacArthur 2012,Clarke MacArthur,2012,L,26.487,72,192,37.0,71.0,81.0,82,73,12.7842,11.6622,12.2471,14.1726,13.8361,1.1195749999999993
Clarke MacArthur 2013,Clarke MacArthur,2013,L,27.489,72,192,71.0,81.0,82.0,73,68,11.6622,12.2471,14.1726,13.8361,13.1592,0.17970000000000041
Clarke MacArthur 2014,Clarke MacArthur,2014,L,28.488,72,192,81.0,82.0,73.0,68,79,12.2471,14.1726,13.8361,13.1592,13.5707,0.21695000000000064
Clarke MacArthur 2015,Clarke MacArthur,2015,L,29.487,72,192,82.0,73.0,68.0,79,62,14.1726,13.8361,13.1592,13.5707,13.6788,-0.005849999999998801
John Mitchell 2010,John Mitchell,2010,C,24.691,73,204,,,,76,60,,,,11.4594,12.8189,1.3594999999999988
John Mitchell 2013,John Mitchell,2013,C,27.691,73,204,76.0,60.0,23.0,63,80,11.4594,12.8189,11.2101,9.4574,13.6656,2.42915
John Mitchell 2014,John Mitchell,2014,C,28.691,73,204,60.0,23.0,63.0,80,75,12.8189,11.2101,9.4574,13.6656,13.3829,1.594899999999999
John Mitchell 2015,John Mitchell,2015,C,29.69,73,204,23.0,63.0,80.0,75,68,11.2101,9.4574,13.6656,13.3829,14.2855,2.3565000000000005
John Mitchell 2016,John Mitchell,2016,C,30.689,73,204,63.0,80.0,75.0,68,71,9.4574,13.6656,13.3829,14.2855,12.6211,-0.07674999999999876
John Mitchell 2017,John Mitchell,2017,C,31.691,73,204,80.0,75.0,68.0,71,65,13.6656,13.3829,14.2855,12.6211,11.7105,-1.7782750000000007
Drew Miller 2011,Drew Miller,2011,L,26.621,74,183,,26.0,27.0,80,67,,9.9814,11.3426,10.5085,9.4194,-1.1914333333333342
Drew Miller 2012,Drew Miller,2012,L,27.62,74,183,26.0,27.0,80.0,67,80,9.9814,11.3426,10.5085,9.4194,10.7538,0.44082500000000024
Drew Miller 2013,Drew Miller,2013,L,28.622,74,183,27.0,80.0,67.0,80,75,11.3426,10.5085,9.4194,10.7538,11.3,0.7939250000000015
Drew Miller 2014,Drew Miller,2014,L,29.622,74,183,80.0,67.0,80.0,75,82,10.5085,9.4194,10.7538,11.3,11.0362,0.5407749999999982
Drew Miller 2015,Drew Miller,2015,L,30.621,74,183,67.0,80.0,75.0,82,82,9.4194,10.7538,11.3,11.0362,10.1955,-0.43185000000000073
Lauri Korpikoski 2010,Lauri Korpikoski,2010,L,23.179,73,193,,,,68,71,,,,9.8627,10.1986,0.33590000000000053
Lauri Korpikoski 2011,Lauri Korpikoski,2011,L,24.179,73,193,,,68.0,71,79,,,9.8627,10.1986,11.8074,1.776749999999998
Lauri Korpikoski 2012,Lauri Korpikoski,2012,L,25.178,73,193,,68.0,71.0,79,82,,9.8627,10.1986,11.8074,13.7803,3.157400000000001
Lauri Korpikoski 2013,Lauri Korpikoski,2013,L,26.18,73,193,68.0,71.0,79.0,82,61,9.8627,10.1986,11.8074,13.7803,13.5056,2.093349999999999
Lauri Korpikoski 2014,Lauri Korpikoski,2014,L,27.179,73,193,71.0,79.0,82.0,61,64,10.1986,11.8074,13.7803,13.5056,13.2245,0.9015250000000012
Lauri Korpikoski 2015,Lauri Korpikoski,2015,L,28.179,73,193,79.0,82.0,61.0,64,69,11.8074,13.7803,13.5056,13.2245,12.622,-0.4574499999999997
Lauri Korpikoski 2016,Lauri Korpikoski,2016,L,29.178,73,193,82.0,61.0,64.0,69,71,13.7803,13.5056,13.2245,12.622,11.1082,-2.174900000000001
Lauri Korpikoski 2017,Lauri Korpikoski,2017,L,30.18,73,193,61.0,64.0,69.0,71,69,13.5056,13.2245,12.622,11.1082,10.7688,-1.8462750000000003
Bryan Bickell 2012,Bryan Bickell,2012,L,25.564,76,223,4.0,,16.0,78,71,8.8958,,9.4812,12.9075,11.642,1.2138333333333335
Bryan Bickell 2013,Bryan Bickell,2013,L,26.566,76,223,,16.0,78.0,71,82,,9.4812,12.9075,11.642,12.5073,1.1637333333333348
Bryan Bickell 2014,Bryan Bickell,2014,L,27.565,76,223,16.0,78.0,71.0,82,59,9.4812,12.9075,11.642,12.5073,10.8565,-0.7779999999999987
Bryan Bickell 2015,Bryan Bickell,2015,L,28.565,76,223,78.0,71.0,82.0,59,80,12.9075,11.642,12.5073,10.8565,11.3483,-0.6300249999999998
Rene Bourque 2009,Rene Bourque,2009,R,26.81,74,217,,,,62,58,,,,11.7406,12.6532,0.9125999999999994
Rene Bourque 2010,Rene Bourque,2010,R,27.809,74,217,,,62.0,58,73,,,11.7406,12.6532,14.2014,2.0045
Rene Bourque 2011,Rene Bourque,2011,R,28.808,74,217,,62.0,58.0,73,80,,11.7406,12.6532,14.2014,13.6731,0.8080333333333325
Rene Bourque 2012,Rene Bourque,2012,R,29.808,74,217,62.0,58.0,73.0,80,76,11.7406,12.6532,14.2014,13.6731,13.5557,0.48862500000000075
Rene Bourque 2013,Rene Bourque,2013,R,30.81,74,217,58.0,73.0,80.0,76,46,12.6532,14.2014,13.6731,13.5557,13.0667,-0.4541499999999985
Rene Bourque 2014,Rene Bourque,2014,R,31.809,74,217,73.0,80.0,76.0,46,63,14.2014,13.6731,13.5557,13.0667,12.9368,-0.6874249999999993
Rene Bourque 2015,Rene Bourque,2015,R,32.809,74,217,80.0,76.0,46.0,63,51,13.6731,13.5557,13.0667,12.9368,11.6824,-1.625675000000001
Rene Bourque 2016,Rene Bourque,2016,R,33.808,74,217,76.0,46.0,63.0,51,49,13.5557,13.0667,12.9368,11.6824,10.1942,-2.616199999999999
Rene Bourque 2017,Rene Bourque,2017,R,34.81,74,217,46.0,63.0,51.0,49,65,13.0667,12.9368,11.6824,10.1942,12.26,0.2899750000000001
Mason Raymond 2009,Mason Raymond,2009,L,23.04,73,179,,,,49,72,,,,10.015,11.0299,1.014899999999999
Mason Raymond 2010,Mason Raymond,2010,L,24.039,73,179,,,49.0,72,82,,,10.015,11.0299,13.6593,3.136850000000001
Mason Raymond 2011,Mason Raymond,2011,L,25.038,73,179,,49.0,72.0,82,70,,10.015,11.0299,13.6593,13.3493,1.7812333333333328
Mason Raymond 2012,Mason Raymond,2012,L,26.038,73,179,49.0,72.0,82.0,70,55,10.015,11.0299,13.6593,13.3493,13.5073,1.4939250000000008
Mason Raymond 2013,Mason Raymond,2013,L,27.04,73,179,72.0,82.0,70.0,55,78,11.0299,13.6593,13.3493,13.5073,12.6025,-0.2839500000000008
Mason Raymond 2014,Mason Raymond,2014,L,28.039,73,179,82.0,70.0,55.0,78,82,13.6593,13.3493,13.5073,12.6025,13.9789,0.6992999999999991
Mason Raymond 2015,Mason Raymond,2015,L,29.038,73,179,70.0,55.0,78.0,82,57,13.3493,13.5073,12.6025,13.9789,12.6506,-0.7088999999999999
Jack Skille 2012,Jack Skille,2012,R,24.37,73,216,16.0,8.0,6.0,62,46,10.7,8.6375,7.6611,11.2336,11.3634,1.8053500000000007
Jack Skille 2013,Jack Skille,2013,R,25.372,73,216,8.0,6.0,62.0,46,68,8.6375,7.6611,11.2336,11.3634,11.9754,2.2515
Jack Skille 2016,Jack Skille,2016,R,28.37,73,216,46.0,68.0,16.0,45,74,11.3634,11.9754,8.5333,12.3389,8.557,-2.4957499999999992
Jack Skille 2017,Jack Skille,2017,R,29.372,73,216,68.0,16.0,45.0,74,55,11.9754,8.5333,12.3389,8.557,8.73,-1.62115
Devin Setoguchi 2009,Devin Setoguchi,2009,R,21.75,72,205,,,,44,81,,,,11.8553,13.3792,1.5239000000000011
Devin Setoguchi 2010,Devin Setoguchi,2010,R,22.749,72,205,,,44.0,81,70,,,11.8553,13.3792,12.9176,0.3003499999999999
Devin Setoguchi 2011,Devin Setoguchi,2011,R,23.749,72,205,,44.0,81.0,70,72,,11.8553,13.3792,12.9176,13.1968,0.4794333333333327
Devin Setoguchi 2012,Devin Setoguchi,2012,R,24.748,72,205,44.0,81.0,70.0,72,69,11.8553,13.3792,12.9176,13.1968,14.7872,1.9499750000000002
Devin Setoguchi 2013,Devin Setoguchi,2013,R,25.75,72,205,81.0,70.0,72.0,69,82,13.3792,12.9176,13.1968,14.7872,12.417,-1.1532
Devin Setoguchi 2014,Devin Setoguchi,2014,R,26.75,72,205,70.0,72.0,69.0,82,75,12.9176,13.1968,14.7872,12.417,13.2469,-0.08275000000000077
Chris VandeVelde 2016,Chris VandeVelde,2016,C,28.548,74,190,5.0,18.0,18.0,72,79,7.9633,6.0485,6.0111,9.9414,11.1565,3.665424999999999
Chris VandeVelde 2017,Chris VandeVelde,2017,C,29.55,74,190,18.0,18.0,72.0,79,81,6.0485,6.0111,9.9414,11.1565,9.0128,0.7234250000000007
Andrew Desjardins 2013,Andrew Desjardins,2013,"C, L",26.183,73,195,,,17.0,76,71,,,6.7922,8.6934,8.9472,1.2043999999999997
Andrew Desjardins 2014,Andrew Desjardins,2014,"C, L",27.182,73,195,,17.0,76.0,71,81,,6.7922,8.6934,8.9472,9.8582,1.7139333333333333
Andrew Desjardins 2015,Andrew Desjardins,2015,"C, L",28.181,73,195,17.0,76.0,71.0,81,69,6.7922,8.6934,8.9472,9.8582,9.5862,1.0134499999999989
Andrew Desjardins 2016,Andrew Desjardins,2016,"C, L",29.181,73,195,76.0,71.0,81.0,69,77,8.6934,8.9472,9.8582,9.5862,11.5009,2.2296499999999995
Andrew Desjardins 2017,Andrew Desjardins,2017,"C, L",30.183,73,195,71.0,81.0,69.0,77,46,8.9472,9.8582,9.5862,11.5009,8.7457,-1.2274250000000002
Ryan White 2014,Ryan White,2014,C,25.542,72,200,16.0,27.0,20.0,44,52,9.8812,8.6691,12.2683,8.3449,7.8513,-1.9395749999999996
Ryan White 2017,Ryan White,2017,C,28.543,72,200,44.0,52.0,34.0,73,65,8.3449,7.8513,10.7162,10.6263,10.3033,0.9186249999999987
Viktor Stalberg 2011,Viktor Stalberg,2011,L,24.704,75,209,,,,40,77,,,,12.3925,10.4667,-1.9258000000000006
Viktor Stalberg 2012,Viktor Stalberg,2012,L,25.704,75,209,,,40.0,77,79,,,12.3925,10.4667,13.5673,2.137699999999999
Viktor Stalberg 2013,Viktor Stalberg,2013,L,26.706,75,209,,40.0,77.0,79,80,,12.3925,10.4667,13.5673,11.8812,-0.26096666666666657
Viktor Stalberg 2014,Viktor Stalberg,2014,L,27.705,75,209,40.0,77.0,79.0,80,70,12.3925,10.4667,13.5673,11.8812,12.3226,0.2456750000000003
Viktor Stalberg 2017,Viktor Stalberg,2017,L,30.706,75,209,80.0,70.0,25.0,75,75,11.8812,12.3226,11.82,10.8882,10.4567,-1.2713
Tom Sestito 2014,Tom Sestito,2014,L,26.01,77,228,3.0,9.0,14.0,51,77,5.5611,8.1833,6.8488,6.4111,6.3504,-0.40067500000000056
Teddy Purcell 2010,Teddy Purcell,2010,"L, R",24.064,74,195,,,10.0,40,60,,,10.9933,10.7162,11.1683,0.3135500000000011
Teddy Purcell 2011,Teddy Purcell,2011,"L, R",25.063,74,195,,10.0,40.0,60,81,,10.9933,10.7162,11.1683,11.3053,0.3460333333333345
Teddy Purcell 2012,Teddy Purcell,2012,"L, R",26.062,74,195,10.0,40.0,60.0,81,81,10.9933,10.7162,11.1683,11.3053,13.5405,2.494724999999999
Teddy Purcell 2013,Teddy Purcell,2013,"L, R",27.064,74,195,40.0,60.0,81.0,81,82,10.7162,11.1683,11.3053,13.5405,13.3215,1.6389250000000004
Teddy Purcell 2014,Teddy Purcell,2014,"L, R",28.064,74,195,60.0,81.0,81.0,82,81,11.1683,11.3053,13.5405,13.3215,13.3992,1.0653000000000006
Teddy Purcell 2015,Teddy Purcell,2015,"L, R",29.063,74,195,81.0,81.0,82.0,81,82,11.3053,13.5405,13.3215,13.3992,13.7685,0.8768749999999983
Teddy Purcell 2016,Teddy Purcell,2016,"L, R",30.062,74,195,81.0,82.0,81.0,82,76,13.5405,13.3215,13.3992,13.7685,13.7526,0.2451749999999997
Luke Gazdic 2015,Luke Gazdic,2015,L,25.186,76,225,,,,67,40,,,,5.7547,7.3758,1.6211000000000002
Chris Terry 2016,Chris Terry,2016,L,26.484,70,191,,5.0,10.0,57,68,,9.2389,10.03,11.5155,10.7164,0.45493333333333474
Dwight King 2014,Dwight King,2014,L,24.242,76,229,,6.0,27.0,80,77,,11.6472,12.8093,12.3702,13.2626,0.9870333333333345
Dwight King 2015,Dwight King,2015,L,25.241,76,229,6.0,27.0,80.0,77,81,11.6472,12.8093,12.3702,13.2626,13.0529,0.5305749999999989
Dwight King 2016,Dwight King,2016,L,26.24,76,229,27.0,80.0,77.0,81,47,12.8093,12.3702,13.2626,13.0529,12.7348,-0.13895000000000124
Dwight King 2017,Dwight King,2017,L,27.242,76,229,80.0,77.0,81.0,47,80,12.3702,13.2626,13.0529,12.7348,12.8102,-0.04492500000000099
Corey Tropp 2015,Corey Tropp,2015,R,25.186,72,192,,34.0,,53,61,,9.927,,8.7708,8.7123,-0.6365999999999996
Joe Colborne 2015,Joe Colborne,2015,C,24.669,77,221,1.0,10.0,8.0,80,64,14.2333,12.9017,8.9433,12.5869,13.2349,1.0686
Joe Colborne 2016,Joe Colborne,2016,C,25.668,77,221,10.0,8.0,80.0,64,73,12.9017,8.9433,12.5869,13.2349,12.8322,0.9154999999999998
Joe Colborne 2017,Joe Colborne,2017,C,26.67,77,221,8.0,80.0,64.0,73,62,8.9433,12.5869,13.2349,12.8322,9.4142,-2.485125000000002
Ben Smith 2015,Ben Smith,2015,R,26.224,71,203,6.0,13.0,1.0,75,80,13.3278,9.4333,15.1333,11.0716,10.7921,-1.4494000000000007
Linden Vey 2016,Linden Vey,2016,R,24.209,72,189,,,18.0,75,41,,,9.6519,11.304,12.8959,2.4179499999999994
Andrej Nestrasil 2016,Andrej Nestrasil,2016,C,24.606,75,200,,,,54,55,,,,11.9867,13.0603,1.073599999999999
Emerson Etem 2016,Emerson Etem,2016,L,23.292,73,212,,64.0,29.0,45,58,,10.2311,11.0477,11.4926,12.8503,1.9265000000000008
Ryan Garbutt 2014,Ryan Garbutt,2014,C,28.138,72,195,,,20.0,61,75,,,8.1508,9.0139,11.5962,3.0138499999999997
Ryan Garbutt 2015,Ryan Garbutt,2015,C,29.137,72,195,,20.0,61.0,75,67,,8.1508,9.0139,11.5962,11.9052,2.3182333333333336
Ryan Garbutt 2016,Ryan Garbutt,2016,C,30.136,72,195,20.0,61.0,75.0,67,80,8.1508,9.0139,11.5962,11.9052,10.0917,-0.07482500000000059
Brian Flynn 2014,Brian Flynn,2014,C,25.183,73,185,,,,44,79,,,,13.0449,11.9599,-1.0850000000000009
Brian Flynn 2015,Brian Flynn,2015,C,26.183,73,185,,,44.0,79,63,,,13.0449,11.9599,12.2532,-0.2492000000000001
Brian Flynn 2016,Brian Flynn,2016,C,27.182,73,185,,44.0,79.0,63,56,,13.0449,11.9599,12.2532,10.0164,-2.4029333333333316
Brian Flynn 2017,Brian Flynn,2017,C,28.184,73,185,44.0,79.0,63.0,56,51,13.0449,11.9599,12.2532,10.0164,10.5255,-1.2931000000000008
Sergey Kalinin 2017,Sergey Kalinin,2017,C,25.545,75,200,,,,78,43,,,,11.8096,10.3853,-1.4242999999999988
Patrik Elias 2009,Patrik Elias,2009,C,32.469,73,190,,,,74,77,,,,13.2637,13.1201,-0.14359999999999928
Patrik Elias 2010,Patrik Elias,2010,C,33.468,73,190,,,74.0,77,58,,,13.2637,13.1201,14.0287,0.8368000000000002
Patrik Elias 2011,Patrik Elias,2011,C,34.468,73,190,,74.0,77.0,58,81,,13.2637,13.1201,14.0287,13.7597,0.28886666666666727
Patrik Elias 2012,Patrik Elias,2012,C,35.467,73,190,74.0,77.0,58.0,81,81,13.2637,13.1201,14.0287,13.7597,14.5823,1.0392499999999991
Patrik Elias 2013,Patrik Elias,2013,C,36.469,73,190,77.0,58.0,81.0,81,82,13.1201,14.0287,13.7597,14.5823,13.5128,-0.35989999999999966
Patrik Elias 2014,Patrik Elias,2014,C,37.469,73,190,58.0,81.0,81.0,82,65,14.0287,13.7597,14.5823,13.5128,13.5372,-0.43367499999999914
Patrik Elias 2015,Patrik Elias,2015,C,38.468,73,190,81.0,81.0,82.0,65,69,13.7597,14.5823,13.5128,13.5372,13.7611,-0.08689999999999998
Eric Boulton 2009,Eric Boulton,2009,L,32.124,72,227,,,,74,76,,,,7.3905,7.4783,0.08779999999999966
Eric Boulton 2010,Eric Boulton,2010,L,33.123,72,227,,,74.0,76,62,,,7.3905,7.4783,6.8185,-0.6158999999999999
Eric Boulton 2011,Eric Boulton,2011,L,34.123,72,227,,74.0,76.0,62,69,,7.3905,7.4783,6.8185,8.8628,1.6337000000000002
Eric Boulton 2012,Eric Boulton,2012,L,35.122,72,227,74.0,76.0,62.0,69,51,7.3905,7.4783,6.8185,8.8628,6.5363,-1.1012250000000003
Dainius Zubrus 2009,Dainius Zubrus,2009,C,30.295,77,225,,,,82,82,,,,13.1709,13.1201,-0.050799999999998846
Dainius Zubrus 2010,Dainius Zubrus,2010,C,31.294,77,225,,,82.0,82,51,,,13.1709,13.1201,13.8729,0.7273999999999994
Dainius Zubrus 2011,Dainius Zubrus,2011,C,32.294,77,225,,82.0,82.0,51,79,,13.1709,13.1201,13.8729,14.0973,0.7093333333333334
Dainius Zubrus 2012,Dainius Zubrus,2012,C,33.293,77,225,82.0,82.0,51.0,79,82,13.1709,13.1201,13.8729,14.0973,14.8528,1.2874999999999996
Dainius Zubrus 2015,Dainius Zubrus,2015,C,36.294,77,225,79.0,82.0,37.0,82,74,14.0973,14.8528,13.9068,14.9927,12.993,-1.4694000000000003
Dainius Zubrus 2016,Dainius Zubrus,2016,C,37.293,77,225,82.0,37.0,82.0,74,50,14.8528,13.9068,14.9927,12.993,10.528,-3.6583249999999996
Pascal Dupuis 2009,Pascal Dupuis,2009,R,29.487,73,205,,,,78,71,,,,12.3098,11.4232,-0.8865999999999996
Pascal Dupuis 2010,Pascal Dupuis,2010,R,30.487,73,205,,,78.0,71,81,,,12.3098,11.4232,12.0636,0.19710000000000072
Pascal Dupuis 2011,Pascal Dupuis,2011,R,31.486,73,205,,78.0,71.0,81,81,,12.3098,11.4232,12.0636,13.9944,2.0622000000000007
Pascal Dupuis 2012,Pascal Dupuis,2012,R,32.485,73,205,78.0,71.0,81.0,81,82,12.3098,11.4232,12.0636,13.9944,14.2039,1.7561500000000017
Pascal Dupuis 2013,Pascal Dupuis,2013,R,33.488,73,205,71.0,81.0,81.0,82,82,11.4232,12.0636,13.9944,14.2039,14.7594,1.8381249999999998
Vincent Lecavalier 2009,Vincent Lecavalier,2009,C,28.447,76,215,,,,81,77,,,,17.2109,14.5459,-2.664999999999999
Vincent Lecavalier 2010,Vincent Lecavalier,2010,C,29.446,76,215,,,81.0,77,82,,,17.2109,14.5459,15.0453,-0.8331
Vincent Lecavalier 2011,Vincent Lecavalier,2011,C,30.446,76,215,,81.0,77.0,82,65,,17.2109,14.5459,15.0453,14.2136,-1.3871000000000002
Vincent Lecavalier 2012,Vincent Lecavalier,2012,C,31.445,76,215,81.0,77.0,82.0,65,64,17.2109,14.5459,15.0453,14.2136,15.344,0.09007500000000057
Vincent Lecavalier 2013,Vincent Lecavalier,2013,C,32.447,76,215,77.0,82.0,65.0,64,66,14.5459,15.0453,14.2136,15.344,14.6376,-0.14959999999999773
Vincent Lecavalier 2014,Vincent Lecavalier,2014,C,33.447,76,215,82.0,65.0,64.0,66,69,15.0453,14.2136,15.344,14.6376,12.6886,-2.121525
Vincent Lecavalier 2015,Vincent Lecavalier,2015,C,34.446,76,215,65.0,64.0,66.0,69,57,14.2136,15.344,14.6376,12.6886,10.7143,-3.5066500000000005
Vincent Lecavalier 2016,Vincent Lecavalier,2016,C,35.445,76,215,64.0,66.0,69.0,57,49,15.344,14.6376,12.6886,10.7143,11.2259,-2.1202250000000014
David Legwand 2009,David Legwand,2009,C,28.124,74,207,,,,65,73,,,,12.5621,14.6066,2.044500000000001
David Legwand 2010,David Legwand,2010,C,29.123,74,207,,,65.0,73,82,,,12.5621,14.6066,15.1754,1.5910499999999992
David Legwand 2011,David Legwand,2011,C,30.123,74,207,,65.0,73.0,82,64,,12.5621,14.6066,15.1754,15.1638,1.049100000000001
David Legwand 2012,David Legwand,2012,C,31.122,74,207,65.0,73.0,82.0,64,78,12.5621,14.6066,15.1754,15.1638,14.9618,0.5848250000000004
David Legwand 2013,David Legwand,2013,C,32.124,74,207,73.0,82.0,64.0,78,82,14.6066,15.1754,15.1638,14.9618,15.376,0.3990999999999989
David Legwand 2014,David Legwand,2014,C,33.123,74,207,82.0,64.0,78.0,82,83,15.1754,15.1638,14.9618,15.376,14.0,-1.16925
David Legwand 2015,David Legwand,2015,C,34.123,74,207,64.0,78.0,82.0,83,80,15.1638,14.9618,15.376,14.0,9.8788,-4.996599999999999
David Legwand 2016,David Legwand,2016,C,35.122,74,207,78.0,82.0,83.0,80,79,14.9618,15.376,14.0,9.8788,7.2152,-6.33895
Alex Tanguay 2009,Alex Tanguay,2009,L,28.863,73,194,,,,78,50,,,,14.034,11.949,-2.085000000000001
Alex Tanguay 2010,Alex Tanguay,2010,L,29.863,73,194,,,78.0,50,80,,,14.034,11.949,13.5181,0.5266000000000002
Alex Tanguay 2011,Alex Tanguay,2011,L,30.862,73,194,,78.0,50.0,80,79,,14.034,11.949,13.5181,14.8245,1.6574666666666662
Alex Tanguay 2012,Alex Tanguay,2012,L,31.861,73,194,78.0,50.0,80.0,79,64,14.034,11.949,13.5181,14.8245,14.4729,0.8914999999999988
Alex Tanguay 2013,Alex Tanguay,2013,L,32.863,73,194,50.0,80.0,79.0,64,68,11.949,13.5181,14.8245,14.4729,15.0479,1.3567750000000007
Alex Tanguay 2016,Alex Tanguay,2016,L,35.861,73,194,64.0,68.0,16.0,80,70,14.4729,15.0479,13.6229,14.3002,12.9993,-1.361675
Scott Gomez 2009,Scott Gomez,2009,C,28.776,71,200,,,,81,77,,,,14.8019,15.8634,1.0615000000000006
Scott Gomez 2010,Scott Gomez,2010,C,29.775,71,200,,,81.0,77,78,,,14.8019,15.8634,15.2397,-0.09295000000000186
Scott Gomez 2011,Scott Gomez,2011,C,30.774,71,200,,81.0,77.0,78,80,,14.8019,15.8634,15.2397,14.8819,-0.41976666666666596
Scott Gomez 2014,Scott Gomez,2014,C,33.775,71,200,78.0,80.0,38.0,66,46,15.2397,14.8819,11.7246,11.2944,11.742,-1.543149999999999
Scott Gomez 2015,Scott Gomez,2015,C,34.774,71,200,80.0,38.0,66.0,46,58,14.8819,11.7246,11.2944,11.742,14.5187,2.1079750000000015
Brad Richards 2009,Brad Richards,2009,C,28.417,72,199,,,,74,56,,,,16.3378,14.2449,-2.092900000000002
Brad Richards 2010,Brad Richards,2010,C,29.416,72,199,,,74.0,56,80,,,16.3378,14.2449,15.3098,0.018449999999997857
Brad Richards 2011,Brad Richards,2011,C,30.416,72,199,,74.0,56.0,80,72,,16.3378,14.2449,15.3098,16.0063,0.7088000000000001
Brad Richards 2012,Brad Richards,2012,C,31.415,72,199,74.0,56.0,80.0,72,82,16.3378,14.2449,15.3098,16.0063,15.911,0.43629999999999924
