,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Jesper Fast 2021,Jesper Fast,2021,R,28.833,73,191,68.0,71.0,66.0,81,67,12.137,12.9392,13.8725,14.0688,12.9178,-0.33657499999999985
Jesper Fast 2022,Jesper Fast,2022,R,29.832,73,191,71.0,66.0,81.0,67,82,12.9392,13.8725,14.0688,12.9178,12.9337,-0.5158749999999994
Jesper Fast 2023,Jesper Fast,2023,R,30.832,73,191,66.0,81.0,67.0,82,80,13.8725,14.0688,12.9178,12.9337,13.015,-0.43319999999999936
Mark Stone 2016,Mark Stone,2016,R,23.385,75,217,,6.0,19.0,80,75,,9.6,12.7974,13.2354,15.8951,4.0175
Mark Stone 2017,Mark Stone,2017,R,24.387,75,217,6.0,19.0,80.0,75,71,9.6,12.7974,13.2354,15.8951,15.4256,2.5436249999999987
Mark Stone 2018,Mark Stone,2018,R,25.386,75,217,19.0,80.0,75.0,71,58,12.7974,13.2354,15.8951,15.4256,16.3529,2.0145250000000026
Mark Stone 2019,Mark Stone,2019,R,26.385,75,217,80.0,75.0,71.0,58,77,13.2354,15.8951,15.4256,16.3529,16.2186,0.9913499999999988
Mark Stone 2020,Mark Stone,2020,R,27.385,75,217,75.0,71.0,58.0,77,76,15.8951,15.4256,16.3529,16.2186,14.9064,-1.066650000000001
Mark Stone 2021,Mark Stone,2021,R,28.387,75,217,71.0,58.0,77.0,76,80,15.4256,16.3529,16.2186,14.9064,14.7627,-0.9631749999999997
Colin Blackwell 2022,Colin Blackwell,2022,C,28.513,69,190,,6.0,31.0,68,58,,9.6472,10.8123,12.1691,10.5957,-0.28049999999999997
Colin Blackwell 2023,Colin Blackwell,2023,C,29.512,69,190,6.0,31.0,68.0,58,53,9.6472,10.8123,12.1691,10.5957,10.2654,-0.5406750000000002
Ondrej Palat 2015,Ondrej Palat,2015,L,23.513,72,194,,,23.0,81,75,,,10.569,14.2988,13.3324,0.8984999999999985
Ondrej Palat 2016,Ondrej Palat,2016,L,24.513,72,194,,23.0,81.0,75,62,,10.569,14.2988,13.3324,13.7707,1.0373
Ondrej Palat 2017,Ondrej Palat,2017,L,25.515,72,194,23.0,81.0,75.0,62,75,10.569,14.2988,13.3324,13.7707,14.6582,1.6654750000000007
Ondrej Palat 2018,Ondrej Palat,2018,L,26.514,72,194,81.0,75.0,62.0,75,56,14.2988,13.3324,13.7707,14.6582,13.7687,-0.2463249999999988
Ondrej Palat 2019,Ondrej Palat,2019,L,27.513,72,194,75.0,62.0,75.0,56,64,13.3324,13.7707,14.6582,13.7687,12.738,-1.1445000000000007
Ondrej Palat 2020,Ondrej Palat,2020,L,28.513,72,194,62.0,75.0,56.0,64,81,13.7707,14.6582,13.7687,12.738,13.972,0.2380999999999993
Ondrej Palat 2021,Ondrej Palat,2021,L,29.515,72,194,75.0,56.0,64.0,81,80,14.6582,13.7687,12.738,13.972,14.1385,0.35427500000000123
Ondrej Palat 2022,Ondrej Palat,2022,L,30.514,72,194,56.0,64.0,81.0,80,77,13.7687,12.738,13.972,14.1385,14.0407,0.3864000000000001
Ondrej Palat 2023,Ondrej Palat,2023,L,31.514,72,194,64.0,81.0,80.0,77,49,12.738,13.972,14.1385,14.0407,13.8701,0.14780000000000015
Lukas Sedlak 2018,Lukas Sedlak,2018,C,24.598,72,205,,,,62,53,,,,9.1132,8.716,-0.39720000000000155
Lukas Sedlak 2019,Lukas Sedlak,2019,C,25.597,72,205,,,62.0,53,47,,,9.1132,8.716,8.3344,-0.5801999999999996
Josh Archibald 2019,Josh Archibald,2019,R,25.986,70,176,,1.0,10.0,42,68,,5.0333,10.3383,10.8615,11.8775,3.1331333333333333
Josh Archibald 2020,Josh Archibald,2020,R,26.985,70,176,1.0,10.0,42.0,68,73,5.0333,10.3383,10.8615,11.8775,10.721,1.1933500000000006
Josh Archibald 2021,Josh Archibald,2021,R,27.987,70,176,10.0,42.0,68.0,73,76,10.3383,10.8615,11.8775,10.721,11.2772,0.32762500000000117
Travis Boyd 2022,Travis Boyd,2022,C,28.047,72,190,8.0,53.0,28.0,57,74,8.8146,8.9925,10.4875,9.6726,14.2043,4.7125
Travis Boyd 2023,Travis Boyd,2023,C,29.047,72,190,53.0,28.0,57.0,74,82,8.9925,10.4875,9.6726,14.2043,13.188,2.3487750000000016
Johnny Gaudreau 2016,Johnny Gaudreau,2016,L,22.133,69,165,,,1.0,80,79,,,13.6667,14.895,16.2219,1.9410500000000006
Johnny Gaudreau 2017,Johnny Gaudreau,2017,L,23.135,69,165,,1.0,80.0,79,72,,13.6667,14.895,16.2219,15.2623,0.33443333333333314
Johnny Gaudreau 2018,Johnny Gaudreau,2018,L,24.135,69,165,1.0,80.0,79.0,72,80,13.6667,14.895,16.2219,15.2623,15.8492,0.8377249999999989
Johnny Gaudreau 2019,Johnny Gaudreau,2019,L,25.134,69,165,80.0,79.0,72.0,80,82,14.895,16.2219,15.2623,15.8492,16.6965,1.1394000000000002
Johnny Gaudreau 2020,Johnny Gaudreau,2020,L,26.134,69,165,79.0,72.0,80.0,82,82,16.2219,15.2623,15.8492,16.6965,15.806,-0.2014750000000003
Johnny Gaudreau 2021,Johnny Gaudreau,2021,L,27.136,69,165,72.0,80.0,82.0,82,82,15.2623,15.8492,16.6965,15.806,14.8461,-1.0573999999999995
Johnny Gaudreau 2022,Johnny Gaudreau,2022,L,28.135,69,165,80.0,82.0,82.0,82,82,15.8492,16.6965,15.806,14.8461,15.5299,-0.2695500000000006
Johnny Gaudreau 2023,Johnny Gaudreau,2023,L,29.134,69,165,82.0,82.0,82.0,82,80,16.6965,15.806,14.8461,15.5299,16.2354,0.5157749999999979
Sean Kuraly 2019,Sean Kuraly,2019,C,25.695,74,213,,,8.0,75,71,,,9.0563,10.9771,12.4019,2.3851999999999993
Sean Kuraly 2020,Sean Kuraly,2020,C,26.695,74,213,,8.0,75.0,71,81,,9.0563,10.9771,12.4019,11.5399,0.7281333333333322
Sean Kuraly 2021,Sean Kuraly,2021,C,27.697,74,213,8.0,75.0,71.0,81,68,9.0563,10.9771,12.4019,11.5399,12.1301,1.1363000000000003
Sean Kuraly 2022,Sean Kuraly,2022,C,28.696,74,213,75.0,71.0,81.0,68,77,10.9771,12.4019,11.5399,12.1301,13.2669,1.5046499999999998
Sean Kuraly 2023,Sean Kuraly,2023,C,29.696,74,213,71.0,81.0,68.0,77,71,12.4019,11.5399,12.1301,13.2669,12.6845,0.3498000000000001
Vincent Trocheck 2016,Vincent Trocheck,2016,C,22.224,71,184,,,20.0,50,76,,,14.0483,13.0287,14.2783,0.7398000000000007
Vincent Trocheck 2017,Vincent Trocheck,2017,C,23.226,71,184,,20.0,50.0,76,82,,14.0483,13.0287,14.2783,16.1848,2.3996999999999993
Vincent Trocheck 2018,Vincent Trocheck,2018,C,24.225,71,184,20.0,50.0,76.0,82,82,14.0483,13.0287,14.2783,16.1848,16.0663,1.6812749999999994
Vincent Trocheck 2019,Vincent Trocheck,2019,C,25.225,71,184,50.0,76.0,82.0,82,55,13.0287,14.2783,16.1848,16.0663,15.56,0.6704750000000015
Vincent Trocheck 2020,Vincent Trocheck,2020,C,26.224,71,184,76.0,82.0,82.0,55,73,14.2783,16.1848,16.0663,15.56,14.1919,-1.330449999999999
Vincent Trocheck 2021,Vincent Trocheck,2021,C,27.226,71,184,82.0,82.0,55.0,73,68,16.1848,16.0663,15.56,14.1919,14.3018,-1.19895
Vincent Trocheck 2022,Vincent Trocheck,2022,C,28.225,71,184,82.0,55.0,73.0,68,81,16.0663,15.56,14.1919,14.3018,13.2006,-1.8293999999999997
Vincent Trocheck 2023,Vincent Trocheck,2023,C,29.225,71,184,55.0,73.0,68.0,81,82,15.56,14.1919,14.3018,13.2006,15.5673,1.2537249999999993
Adam Lowry 2016,Adam Lowry,2016,C,22.508,78,208,,,,80,74,,,,12.5408,11.7171,-0.8237000000000005
Adam Lowry 2017,Adam Lowry,2017,C,23.511,78,208,,,80.0,74,82,,,12.5408,11.7171,12.0764,-0.0525500000000001
Adam Lowry 2018,Adam Lowry,2018,C,24.51,78,208,,80.0,74.0,82,45,,12.5408,11.7171,12.0764,12.0541,-0.057333333333334124
Adam Lowry 2019,Adam Lowry,2019,C,25.509,78,208,80.0,74.0,82.0,45,78,12.5408,11.7171,12.0764,12.0541,12.2538,0.15669999999999895
Adam Lowry 2020,Adam Lowry,2020,C,26.509,78,208,74.0,82.0,45.0,78,57,11.7171,12.0764,12.0541,12.2538,12.4412,0.4158500000000007
Adam Lowry 2021,Adam Lowry,2021,C,27.511,78,208,82.0,45.0,78.0,57,76,12.0764,12.0541,12.2538,12.4412,12.1785,-0.027874999999999872
Adam Lowry 2022,Adam Lowry,2022,C,28.51,78,208,45.0,78.0,57.0,76,79,12.0541,12.2538,12.4412,12.1785,12.1994,-0.03249999999999886
Adam Lowry 2023,Adam Lowry,2023,C,29.509,78,208,78.0,57.0,76.0,79,82,12.2538,12.4412,12.1785,12.1994,11.9772,-0.2910250000000012
Nick Cousins 2018,Nick Cousins,2018,C,24.201,71,192,,11.0,36.0,60,71,,8.6424,10.3042,10.7903,12.438,2.5257000000000005
Nick Cousins 2019,Nick Cousins,2019,C,25.2,71,192,11.0,36.0,60.0,71,81,8.6424,10.3042,10.7903,12.438,12.6533,2.1095749999999995
Nick Cousins 2020,Nick Cousins,2020,C,26.199,71,192,36.0,60.0,71.0,81,76,10.3042,10.7903,12.438,12.6533,11.9118,0.3653499999999994
Nick Cousins 2021,Nick Cousins,2021,C,27.201,71,192,60.0,71.0,81.0,76,74,10.7903,12.438,12.6533,11.9118,11.6454,-0.30294999999999916
Nick Cousins 2022,Nick Cousins,2022,C,28.201,71,192,71.0,81.0,76.0,74,68,12.438,12.6533,11.9118,11.6454,10.7689,-1.3932249999999993
Nick Cousins 2023,Nick Cousins,2023,C,29.2,71,192,81.0,76.0,74.0,68,79,12.6533,11.9118,11.6454,10.7689,10.7751,-0.9697499999999994
Blake Coleman 2019,Blake Coleman,2019,C,26.843,71,199,,,23.0,79,78,,,11.7348,12.1445,13.5622,1.6225500000000004
Blake Coleman 2020,Blake Coleman,2020,C,27.842,71,199,,23.0,79.0,78,77,,11.7348,12.1445,13.5622,13.4894,1.0088999999999988
Blake Coleman 2021,Blake Coleman,2021,C,28.844,71,199,23.0,79.0,78.0,77,80,11.7348,12.1445,13.5622,13.4894,12.7973,0.0645749999999996
Blake Coleman 2022,Blake Coleman,2022,C,29.843,71,199,79.0,78.0,77.0,80,81,12.1445,13.5622,13.4894,12.7973,13.0193,0.020949999999999136
Blake Coleman 2023,Blake Coleman,2023,C,30.843,71,199,78.0,77.0,80.0,81,82,13.5622,13.4894,12.7973,13.0193,13.6789,0.4618500000000001
Josh Leivo 2020,Josh Leivo,2020,L,26.35,74,192,12.0,13.0,16.0,76,42,9.6528,10.6231,8.6885,11.7474,13.0907,2.912750000000001
Josh Leivo 2021,Josh Leivo,2021,L,27.352,74,192,13.0,16.0,76.0,42,55,10.6231,8.6885,11.7474,13.0907,10.2461,-0.7913250000000005
Jean-Gabriel Pageau 2016,Jean-Gabriel Pageau,2016,C,22.886,71,185,,15.0,28.0,50,82,,10.5815,8.619,12.0663,13.7628,3.340533333333333
Jean-Gabriel Pageau 2017,Jean-Gabriel Pageau,2017,C,23.888,71,185,15.0,28.0,50.0,82,82,10.5815,8.619,12.0663,13.7628,13.5892,2.3317999999999994
Jean-Gabriel Pageau 2018,Jean-Gabriel Pageau,2018,C,24.888,71,185,28.0,50.0,82.0,82,78,8.619,12.0663,13.7628,13.5892,13.7197,1.710374999999999
Jean-Gabriel Pageau 2021,Jean-Gabriel Pageau,2021,C,27.889,71,185,82.0,78.0,39.0,79,79,13.5892,13.7197,14.9291,15.1264,13.5802,-0.7609000000000012
Jean-Gabriel Pageau 2022,Jean-Gabriel Pageau,2022,C,28.888,71,185,78.0,39.0,79.0,79,77,13.7197,14.9291,15.1264,13.5802,13.6271,-0.7117500000000003
Jean-Gabriel Pageau 2023,Jean-Gabriel Pageau,2023,C,29.887,71,185,39.0,79.0,79.0,77,70,14.9291,15.1264,13.5802,13.6271,13.2979,-1.0177999999999994
Boone Jenner 2017,Boone Jenner,2017,C,23.297,74,203,,72.0,31.0,82,82,,13.1396,14.7505,14.1144,14.0579,0.056400000000000006
Boone Jenner 2018,Boone Jenner,2018,C,24.296,74,203,72.0,31.0,82.0,82,75,13.1396,14.7505,14.1144,14.0579,14.2318,0.21620000000000061
Boone Jenner 2019,Boone Jenner,2019,C,25.296,74,203,31.0,82.0,82.0,75,77,14.7505,14.1144,14.0579,14.2318,14.0056,-0.28305000000000113
Boone Jenner 2020,Boone Jenner,2020,C,26.295,74,203,82.0,82.0,75.0,77,82,14.1144,14.0579,14.2318,14.0056,14.5112,0.40877500000000033
Boone Jenner 2021,Boone Jenner,2021,C,27.297,74,203,82.0,75.0,77.0,82,60,14.0579,14.2318,14.0056,14.5112,14.4882,0.2865750000000009
Boone Jenner 2022,Boone Jenner,2022,C,28.296,74,203,75.0,77.0,82.0,60,59,14.2318,14.0056,14.5112,14.4882,15.8212,1.5119999999999987
Boone Jenner 2023,Boone Jenner,2023,C,29.296,74,203,77.0,82.0,60.0,59,68,14.0056,14.5112,14.4882,15.8212,16.4152,1.7086499999999987
Brandon Saad 2014,Brandon Saad,2014,L,20.929,73,215,,,2.0,78,78,,,12.625,14.0681,13.7588,0.4122500000000002
Brandon Saad 2015,Brandon Saad,2015,L,21.928,73,215,,2.0,78.0,78,82,,12.625,14.0681,13.7588,14.0008,0.5168333333333326
Brandon Saad 2016,Brandon Saad,2016,L,22.927,73,215,2.0,78.0,78.0,82,78,12.625,14.0681,13.7588,14.0008,14.487,0.8738250000000001
Brandon Saad 2017,Brandon Saad,2017,L,23.929,73,215,78.0,78.0,82.0,78,82,14.0681,13.7588,14.0008,14.487,14.949,0.8703249999999993
Brandon Saad 2018,Brandon Saad,2018,L,24.929,73,215,78.0,82.0,78.0,82,82,13.7588,14.0008,14.487,14.949,13.6612,-0.6377000000000006
Brandon Saad 2019,Brandon Saad,2019,L,25.928,73,215,82.0,78.0,82.0,82,80,14.0008,14.487,14.949,13.6612,14.5008,0.22630000000000017
Brandon Saad 2020,Brandon Saad,2020,L,26.927,73,215,78.0,82.0,82.0,80,68,14.487,14.949,13.6612,14.5008,13.706,-0.6935000000000002
Brandon Saad 2021,Brandon Saad,2021,L,27.93,73,215,82.0,82.0,80.0,68,64,14.949,13.6612,14.5008,13.706,12.2545,-1.9497499999999999
Brandon Saad 2022,Brandon Saad,2022,L,28.929,73,215,82.0,80.0,68.0,64,78,13.6612,14.5008,13.706,12.2545,13.5938,0.06317499999999932
Brandon Saad 2023,Brandon Saad,2023,L,29.928,73,215,80.0,68.0,64.0,78,71,14.5008,13.706,12.2545,13.5938,13.6174,0.10362500000000097
Brett Ritchie 2018,Brett Ritchie,2018,R,24.253,76,215,,31.0,8.0,78,71,,11.6882,10.3063,11.297,9.3763,-1.7208666666666659
Brett Ritchie 2019,Brett Ritchie,2019,R,25.252,76,215,31.0,8.0,78.0,71,53,11.6882,10.3063,11.297,9.3763,8.9431,-1.7238500000000005
Brett Ritchie 2022,Brett Ritchie,2022,R,28.253,76,215,71.0,53.0,31.0,46,41,9.3763,8.9431,9.8519,11.2,9.6285,-0.21432499999999877
Brett Ritchie 2023,Brett Ritchie,2023,R,29.252,76,215,53.0,31.0,46.0,41,50,8.9431,9.8519,11.2,9.6285,9.851,-0.05487499999999912
Matt Nieto 2015,Matt Nieto,2015,L,21.903,71,187,,,,66,72,,,,12.673,13.281,0.6080000000000005
Matt Nieto 2016,Matt Nieto,2016,L,22.903,71,187,,,66.0,72,67,,,12.673,13.281,11.8736,-1.1034000000000006
Matt Nieto 2017,Matt Nieto,2017,L,23.905,71,187,,66.0,72.0,67,59,,12.673,13.281,11.8736,12.7138,0.10460000000000136
Matt Nieto 2018,Matt Nieto,2018,L,24.904,71,187,66.0,72.0,67.0,59,74,12.673,13.281,11.8736,12.7138,12.5245,-0.110850000000001
Matt Nieto 2019,Matt Nieto,2019,L,25.904,71,187,72.0,67.0,59.0,74,64,13.281,11.8736,12.7138,12.5245,11.1008,-1.4974249999999998
Matt Nieto 2020,Matt Nieto,2020,L,26.903,71,187,67.0,59.0,74.0,64,82,11.8736,12.7138,12.5245,11.1008,11.0248,-1.0283749999999987
Matt Nieto 2021,Matt Nieto,2021,L,27.905,71,187,59.0,74.0,64.0,82,41,12.7138,12.5245,11.1008,11.0248,11.0881,-0.7528749999999995
Matt Nieto 2022,Matt Nieto,2022,L,28.904,71,187,74.0,64.0,82.0,41,70,12.5245,11.1008,11.0248,11.0881,12.5202,1.0856500000000011
Matt Nieto 2023,Matt Nieto,2023,L,29.904,71,187,64.0,82.0,41.0,70,81,11.1008,11.0248,11.0881,12.5202,11.3986,-0.03487500000000132
William Karlsson 2017,William Karlsson,2017,C,23.73,72,190,,,21.0,81,81,,,10.3849,12.0687,11.5422,0.31539999999999857
William Karlsson 2018,William Karlsson,2018,C,24.729,72,190,,21.0,81.0,81,82,,10.3849,12.0687,11.5422,14.6301,3.298166666666667
William Karlsson 2019,William Karlsson,2019,C,25.728,72,190,21.0,81.0,81.0,82,82,10.3849,12.0687,11.5422,14.6301,14.8939,2.737425
William Karlsson 2020,William Karlsson,2020,C,26.728,72,190,81.0,81.0,82.0,82,74,12.0687,11.5422,14.6301,14.8939,14.9143,1.6305750000000003
William Karlsson 2021,William Karlsson,2021,C,27.73,72,190,81.0,82.0,82.0,74,82,11.5422,14.6301,14.8939,14.9143,14.2012,0.20607500000000023
William Karlsson 2022,William Karlsson,2022,C,28.729,72,190,82.0,82.0,74.0,82,67,14.6301,14.8939,14.9143,14.2012,14.7381,0.07822499999999977
William Karlsson 2023,William Karlsson,2023,C,29.728,72,190,82.0,74.0,82.0,67,82,14.8939,14.9143,14.2012,14.7381,14.2244,-0.4624750000000013
Nikita Kucherov 2015,Nikita Kucherov,2015,R,21.29,71,181,,,,52,82,,,,11.9221,12.7341,0.8119999999999994
Nikita Kucherov 2016,Nikita Kucherov,2016,R,22.289,71,181,,,52.0,82,77,,,11.9221,12.7341,14.9327,2.6046000000000014
Nikita Kucherov 2017,Nikita Kucherov,2017,R,23.292,71,181,,52.0,82.0,77,74,,11.9221,12.7341,14.9327,16.0917,2.8953999999999986
Nikita Kucherov 2018,Nikita Kucherov,2018,R,24.291,71,181,52.0,82.0,77.0,74,80,11.9221,12.7341,14.9327,16.0917,16.306,2.3858500000000014
Nikita Kucherov 2019,Nikita Kucherov,2019,R,25.29,71,181,82.0,77.0,74.0,80,82,12.7341,14.9327,16.0917,16.306,16.202,1.1858750000000011
Nikita Kucherov 2020,Nikita Kucherov,2020,R,26.29,71,181,77.0,74.0,80.0,82,80,14.9327,16.0917,16.306,16.202,15.2159,-0.6672000000000011
Nikita Kucherov 2023,Nikita Kucherov,2023,R,29.29,71,181,82.0,80.0,,47,82,16.202,15.2159,,16.0535,16.0945,0.2706999999999997
Ryan Nugent-Hopkins 2013,Ryan Nugent-Hopkins,2013,C,19.472,72,195,,,,62,68,,,,14.5548,15.5838,1.029
Ryan Nugent-Hopkins 2014,Ryan Nugent-Hopkins,2014,C,20.471,72,195,,,62.0,68,80,,,14.5548,15.5838,16.1392,1.0698999999999987
Ryan Nugent-Hopkins 2015,Ryan Nugent-Hopkins,2015,C,21.471,72,195,,62.0,68.0,80,76,,14.5548,15.5838,16.1392,16.295,0.8690666666666687
Ryan Nugent-Hopkins 2016,Ryan Nugent-Hopkins,2016,C,22.47,72,195,62.0,68.0,80.0,76,55,14.5548,15.5838,16.1392,16.295,15.4818,-0.16140000000000043
Ryan Nugent-Hopkins 2017,Ryan Nugent-Hopkins,2017,C,23.472,72,195,68.0,80.0,76.0,55,82,15.5838,16.1392,16.295,15.4818,14.0772,-1.7977500000000006
Ryan Nugent-Hopkins 2018,Ryan Nugent-Hopkins,2018,C,24.472,72,195,80.0,76.0,55.0,82,62,16.1392,16.295,15.4818,14.0772,14.4884,-1.0099
Ryan Nugent-Hopkins 2019,Ryan Nugent-Hopkins,2019,C,25.471,72,195,76.0,55.0,82.0,62,82,16.295,15.4818,14.0772,14.4884,15.1648,0.07920000000000016
Ryan Nugent-Hopkins 2020,Ryan Nugent-Hopkins,2020,C,26.47,72,195,55.0,82.0,62.0,82,76,15.4818,14.0772,14.4884,15.1648,14.8618,0.058750000000001634
Ryan Nugent-Hopkins 2021,Ryan Nugent-Hopkins,2021,C,27.472,72,195,82.0,62.0,82.0,76,76,14.0772,14.4884,15.1648,14.8618,14.6481,4.999999999988347e-05
Ryan Nugent-Hopkins 2022,Ryan Nugent-Hopkins,2022,C,28.472,72,195,62.0,82.0,76.0,76,63,14.4884,15.1648,14.8618,14.6481,13.8233,-0.9674750000000003
Ryan Nugent-Hopkins 2023,Ryan Nugent-Hopkins,2023,C,29.471,72,195,82.0,76.0,76.0,63,82,15.1648,14.8618,14.6481,13.8233,14.0667,-0.5577999999999985
Jonathan Huberdeau 2014,Jonathan Huberdeau,2014,C,20.326,73,200,,,,82,69,,,,14.5288,13.6565,-0.872300000000001
Jonathan Huberdeau 2015,Jonathan Huberdeau,2015,C,21.326,73,200,,,82.0,69,79,,,14.5288,13.6565,14.2717,0.17905000000000015
Jonathan Huberdeau 2016,Jonathan Huberdeau,2016,C,22.325,73,200,,82.0,69.0,79,76,,14.5288,13.6565,14.2717,14.9024,0.7500666666666671
Jonathan Huberdeau 2019,Jonathan Huberdeau,2019,C,25.326,73,200,79.0,76.0,31.0,82,82,14.2717,14.9024,15.286,15.7128,15.2707,0.2274750000000001
Jonathan Huberdeau 2020,Jonathan Huberdeau,2020,C,26.325,73,200,76.0,31.0,82.0,82,81,14.9024,15.286,15.7128,15.2707,15.0536,-0.23937500000000078
Jonathan Huberdeau 2021,Jonathan Huberdeau,2021,C,27.327,73,200,31.0,82.0,82.0,81,80,15.286,15.7128,15.2707,15.0536,14.0291,-1.3016749999999995
Jonathan Huberdeau 2022,Jonathan Huberdeau,2022,C,28.327,73,200,82.0,82.0,81.0,80,80,15.7128,15.2707,15.0536,14.0291,13.8912,-1.1253499999999992
Jonathan Huberdeau 2023,Jonathan Huberdeau,2023,C,29.326,73,200,82.0,81.0,80.0,80,79,15.2707,15.0536,14.0291,13.8912,13.8238,-0.7373499999999993
Ryan Strome 2016,Ryan Strome,2016,C,22.224,73,191,,,37.0,81,71,,,12.8793,12.6434,14.1453,1.3839500000000005
Ryan Strome 2017,Ryan Strome,2017,C,23.226,73,191,,37.0,81.0,71,69,,12.8793,12.6434,14.1453,11.971,-1.251666666666667
Ryan Strome 2018,Ryan Strome,2018,C,24.225,73,191,37.0,81.0,71.0,69,82,12.8793,12.6434,14.1453,11.971,12.5138,-0.3959500000000009
Ryan Strome 2019,Ryan Strome,2019,C,25.225,73,191,81.0,71.0,69.0,82,81,12.6434,14.1453,11.971,12.5138,13.1245,0.30612499999999976
Ryan Strome 2020,Ryan Strome,2020,C,26.224,73,191,71.0,69.0,82.0,81,82,14.1453,11.971,12.5138,13.1245,14.3857,1.4470500000000008
Ryan Strome 2021,Ryan Strome,2021,C,27.226,73,191,69.0,82.0,81.0,82,82,11.971,12.5138,13.1245,14.3857,14.1839,1.1851500000000001
Ryan Strome 2022,Ryan Strome,2022,C,28.225,73,191,82.0,81.0,82.0,82,74,12.5138,13.1245,14.3857,14.1839,14.9914,1.4394250000000017
Ryan Strome 2023,Ryan Strome,2023,C,29.225,73,191,81.0,82.0,82.0,74,82,13.1245,14.3857,14.1839,14.9914,14.7028,0.5314250000000005
Mika Zibanejad 2014,Mika Zibanejad,2014,C,20.455,74,202,,,9.0,71,69,,,11.7278,11.6274,12.0179,0.34029999999999916
Mika Zibanejad 2015,Mika Zibanejad,2015,C,21.454,74,202,,9.0,71.0,69,80,,11.7278,11.6274,12.0179,13.4492,1.6581666666666663
Mika Zibanejad 2016,Mika Zibanejad,2016,C,22.454,74,202,9.0,71.0,69.0,80,81,11.7278,11.6274,12.0179,13.4492,13.8107,1.605125000000001
Mika Zibanejad 2017,Mika Zibanejad,2017,C,23.456,74,202,71.0,69.0,80.0,81,56,11.6274,12.0179,13.4492,13.8107,13.981,1.2546999999999997
Mika Zibanejad 2018,Mika Zibanejad,2018,C,24.455,74,202,69.0,80.0,81.0,56,72,12.0179,13.4492,13.8107,13.981,13.8111,0.4963999999999995
Mika Zibanejad 2019,Mika Zibanejad,2019,C,25.454,74,202,80.0,81.0,56.0,72,82,13.4492,13.8107,13.981,13.8111,15.7197,1.9566999999999997
Mika Zibanejad 2020,Mika Zibanejad,2020,C,26.454,74,202,81.0,56.0,72.0,82,67,13.8107,13.981,13.8111,15.7197,15.2468,0.9161750000000008
Mika Zibanejad 2021,Mika Zibanejad,2021,C,27.456,74,202,56.0,72.0,82.0,67,82,13.981,13.8111,15.7197,15.2468,14.1226,-0.56705
Mika Zibanejad 2022,Mika Zibanejad,2022,C,28.455,74,202,72.0,82.0,67.0,82,81,13.8111,15.7197,15.2468,14.1226,14.8144,0.0893499999999996
Mika Zibanejad 2023,Mika Zibanejad,2023,C,29.455,74,202,82.0,67.0,82.0,81,82,15.7197,15.2468,14.1226,14.8144,14.5201,-0.45577500000000093
Mark Scheifele 2015,Mark Scheifele,2015,C,21.547,75,198,,7.0,6.0,63,82,,9.3524,10.8458,14.3206,15.6394,4.133133333333333
Mark Scheifele 2016,Mark Scheifele,2016,C,22.547,75,198,7.0,6.0,63.0,82,71,9.3524,10.8458,14.3206,15.6394,15.5474,3.0078499999999995
Mark Scheifele 2017,Mark Scheifele,2017,C,23.549,75,198,6.0,63.0,82.0,71,79,10.8458,14.3206,15.6394,15.5474,16.773,2.6846999999999994
Mark Scheifele 2018,Mark Scheifele,2018,C,24.548,75,198,63.0,82.0,71.0,79,60,14.3206,15.6394,15.5474,16.773,16.3811,0.8109999999999999
Mark Scheifele 2019,Mark Scheifele,2019,C,25.548,75,198,82.0,71.0,79.0,60,82,15.6394,15.5474,16.773,16.3811,17.1024,1.0171749999999982
Mark Scheifele 2020,Mark Scheifele,2020,C,26.547,75,198,71.0,79.0,60.0,82,83,15.5474,16.773,16.3811,17.1024,18.1582,1.707225000000001
Mark Scheifele 2021,Mark Scheifele,2021,C,27.549,75,198,79.0,60.0,82.0,83,82,16.773,16.3811,17.1024,18.1582,17.5426,0.4389250000000011
Mark Scheifele 2022,Mark Scheifele,2022,C,28.548,75,198,60.0,82.0,83.0,82,67,16.3811,17.1024,18.1582,17.5426,17.5271,0.23102499999999893
Mark Scheifele 2023,Mark Scheifele,2023,C,29.548,75,198,82.0,83.0,82.0,67,81,17.1024,18.1582,17.5426,17.5271,16.6897,-0.8928750000000001
J.T. Miller 2016,J.T. Miller,2016,C,22.55,73,218,,44.0,30.0,58,82,,11.9782,10.6039,11.7839,13.5874,2.1320666666666686
J.T. Miller 2017,J.T. Miller,2017,C,23.552,73,218,44.0,30.0,58.0,82,82,11.9782,10.6039,11.7839,13.5874,13.662,1.6736500000000003
J.T. Miller 2018,J.T. Miller,2018,C,24.551,73,218,30.0,58.0,82.0,82,82,10.6039,11.7839,13.5874,13.662,14.4159,2.0066000000000006
J.T. Miller 2019,J.T. Miller,2019,C,25.55,73,218,58.0,82.0,82.0,82,75,11.7839,13.5874,13.662,14.4159,12.0567,-1.3056000000000019
J.T. Miller 2020,J.T. Miller,2020,C,26.55,73,218,82.0,82.0,82.0,75,81,13.5874,13.662,14.4159,12.0567,15.4973,2.066799999999999
