,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y5 dEV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 EV Rebounds Created/60,Y2 EV Rebounds Created/60,Y3 EV Rebounds Created/60,Y4 EV Rebounds Created/60,Y5 EV Rebounds Created/60,Y1 EV Rush Attempts/60,Y2 EV Rush Attempts/60,Y3 EV Rush Attempts/60,Y4 EV Rush Attempts/60,Y5 EV Rush Attempts/60,Y1 EV oixGF/60,Y2 EV oixGF/60,Y3 EV oixGF/60,Y4 EV oixGF/60,Y5 EV oixGF/60
Chris Kunitz 2017,Chris Kunitz,2017,L,37.017,72,188,82.0,78.0,74.0,80,71,14.0333,15.3344,14.6626,14.3308,13.2047,1.158,0.7525,0.6636,0.628,0.512,-0.3338749999999999,0.8907,0.4515,0.2212,0.3663,0.448,0.7126,0.6521,0.7189,0.8374,0.896,0.5344,0.5518,0.4424,0.2617,2.7557,3.1969,2.6491,2.7306,2.959,2.7557
Chris Kunitz 2018,Chris Kunitz,2018,L,38.016,72,188,78.0,74.0,80.0,71,82,15.3344,14.6626,14.3308,13.2047,11.0707,0.7525,0.6636,0.628,0.512,0.5948,-0.10557499999999997,0.4515,0.2212,0.3663,0.448,0.3966,0.6521,0.7189,0.8374,0.896,0.3966,0.5518,0.4424,0.2617,0.448,2.2056,2.6491,2.7306,2.959,2.7557,2.2056
Chris Kunitz 2019,Chris Kunitz,2019,L,39.015,72,188,74.0,80.0,71.0,82,56,14.6626,14.3308,13.2047,11.0707,8.7997,0.6636,0.628,0.512,0.5948,0.3653,-0.26999999999999996,0.2212,0.3663,0.448,0.3966,0.2435,0.7189,0.8374,0.896,0.3966,0.487,0.4424,0.2617,0.448,0.2644,2.188,2.7306,2.959,2.7557,2.2056,2.188
Thomas Vanek 2012,Thomas Vanek,2012,L,27.7,74,214,82.0,73.0,71.0,80,78,12.9051,12.7196,13.0347,14.0406,13.5983,0.8505,0.7108,0.6483,0.6944,0.792,-0.29569999999999985,0.4536,0.4523,0.4538,0.5876,0.396,1.0773,0.9047,0.778,0.9081,0.6788,0.567,0.7108,0.5835,1.2286,2.3244,2.7063,2.5356,2.4811,2.8006,2.3244
Thomas Vanek 2013,Thomas Vanek,2013,L,28.702,74,214,73.0,71.0,80.0,78,64,12.7196,13.0347,14.0406,13.5983,14.8377,0.7108,0.6483,0.6944,0.792,1.277,0.20399999999999996,0.4523,0.4538,0.5876,0.396,0.4257,0.9047,0.778,0.9081,0.6788,0.8513,0.7108,0.5835,1.2286,0.5091,2.9307,2.5356,2.4811,2.8006,2.3244,2.9307
Thomas Vanek 2014,Thomas Vanek,2014,L,29.701,74,214,71.0,80.0,78.0,64,78,13.0347,14.0406,13.5983,14.8377,15.335,0.6483,0.6944,0.792,1.277,0.9531,-0.09514999999999996,0.4538,0.5876,0.396,0.4257,0.6019,0.778,0.9081,0.6788,0.8513,1.0032,0.5835,1.2286,0.5091,0.7449,2.7348,2.4811,2.8006,2.3244,2.9307,2.7348
Thomas Vanek 2015,Thomas Vanek,2015,L,30.7,74,214,80.0,78.0,64.0,78,80,14.0406,13.5983,14.8377,15.335,13.1937,0.6944,0.792,1.277,0.9531,0.8527,-0.15829999999999989,0.5876,0.396,0.4257,0.6019,0.2274,0.9081,0.6788,0.8513,1.0032,0.6821,1.2286,0.5091,0.7449,0.7023,2.3181,2.8006,2.3244,2.9307,2.7348,2.3181
Thomas Vanek 2016,Thomas Vanek,2016,L,31.7,74,214,78.0,64.0,78.0,80,74,13.5983,14.8377,15.335,13.1937,12.9795,0.792,1.277,0.9531,0.8527,0.7496,-0.20834999999999992,0.396,0.4257,0.6019,0.2274,0.1874,0.6788,0.8513,1.0032,0.6821,0.8746,0.5091,0.7449,0.7023,0.3979,2.182,2.3244,2.9307,2.7348,2.3181,2.182
Thomas Vanek 2017,Thomas Vanek,2017,L,32.702,74,214,64.0,78.0,80.0,74,68,14.8377,15.335,13.1937,12.9795,11.7142,1.277,0.9531,0.8527,0.7496,1.0545,0.13542500000000002,0.4257,0.6019,0.2274,0.1874,0.6779,0.8513,1.0032,0.6821,0.8746,0.7532,0.7449,0.7023,0.3979,0.4997,2.7847,2.9307,2.7348,2.3181,2.182,2.7847
Thomas Vanek 2018,Thomas Vanek,2018,L,33.701,74,214,78.0,80.0,74.0,68,80,15.335,13.1937,12.9795,11.7142,12.0544,0.9531,0.8527,0.7496,1.0545,1.0577,0.17867500000000014,0.6019,0.2274,0.1874,0.6779,0.2489,1.0032,0.6821,0.8746,0.7532,0.8088,0.7023,0.3979,0.4997,0.3013,2.4744,2.7348,2.3181,2.182,2.7847,2.4744
Thomas Vanek 2019,Thomas Vanek,2019,L,34.7,74,214,80.0,74.0,68.0,80,64,13.1937,12.9795,11.7142,12.0544,11.5128,0.8527,0.7496,1.0545,1.0577,0.6515,-0.30035,0.2274,0.1874,0.6779,0.2489,0.4072,0.6821,0.8746,0.7532,0.8088,0.6515,0.3979,0.4997,0.3013,0.6844,2.1807,2.3181,2.182,2.7847,2.4744,2.1807
Eric Fehr 2017,Eric Fehr,2017,C,31.067,76,209,70.0,73.0,75.0,55,53,11.7935,13.1155,13.2671,10.2048,8.8667,0.3723,0.752,0.5427,0.1069,0.383,-0.36997499999999994,0.4963,0.2507,0.3015,0.4276,0.2554,0.4963,0.4387,0.7236,0.6414,0.7661,0.3723,0.2507,0.6633,0.3207,2.2548,2.3763,2.3174,2.611,2.3358,2.2548
Ryan Kesler 2012,Ryan Kesler,2012,C,27.084,74,206,80.0,82.0,82.0,82,77,13.5629,13.6577,14.1738,14.2917,14.5498,0.2765,0.6965,1.239,0.5632,0.6427,-0.2014499999999999,0.3871,0.5357,0.5162,0.256,0.1607,0.7742,0.5893,1.0325,1.3312,0.8033,0.4424,0.9108,0.3097,0.6656,2.6178,2.1328,2.5812,2.8409,2.8569,2.6178
Lee Stempniak 2012,Lee Stempniak,2012,R,28.655,71,195,80.0,75.0,80.0,82,61,12.5598,13.4093,13.2467,13.4012,12.9637,0.7763,0.5966,0.5096,0.2184,0.3794,-0.42077499999999995,0.2986,0.5369,0.2265,0.6006,0.4552,0.6569,0.4176,0.5662,0.6006,1.0622,0.4777,0.7756,0.6228,0.819,2.3142,2.2429,2.2098,2.7103,2.4488,2.3142
Lee Stempniak 2013,Lee Stempniak,2013,R,29.657,71,195,75.0,80.0,82.0,61,80,13.4093,13.2467,13.4012,12.9637,14.2777,0.5966,0.5096,0.2184,0.3794,0.8047,-0.07382500000000003,0.5369,0.2265,0.6006,0.4552,0.7153,0.4176,0.5662,0.6006,1.0622,1.2518,0.7756,0.6228,0.819,0.607,2.7119,2.2098,2.7103,2.4488,2.3142,2.7119
Lee Stempniak 2014,Lee Stempniak,2014,R,30.657,71,195,80.0,82.0,61.0,80,73,13.2467,13.4012,12.9637,14.2777,15.2388,0.5096,0.2184,0.3794,0.8047,0.5933,-0.23292499999999994,0.2265,0.6006,0.4552,0.7153,0.2157,0.5662,0.6006,1.0622,1.2518,0.9708,0.6228,0.819,0.607,0.6259,2.104,2.7103,2.4488,2.3142,2.7119,2.104
Lee Stempniak 2015,Lee Stempniak,2015,R,31.656,71,195,82.0,61.0,80.0,73,71,13.4012,12.9637,14.2777,15.2388,11.3246,0.2184,0.3794,0.8047,0.5933,0.2985,-0.40780000000000005,0.6006,0.4552,0.7153,0.2157,0.597,0.6006,1.0622,1.2518,0.9708,1.1193,0.819,0.607,0.6259,0.7012,2.4946,2.4488,2.3142,2.7119,2.104,2.4946
Lee Stempniak 2016,Lee Stempniak,2016,R,32.655,71,195,61.0,80.0,73.0,71,82,12.9637,14.2777,15.2388,11.3246,14.4217,0.3794,0.8047,0.5933,0.2985,0.4566,-0.29747499999999993,0.4552,0.7153,0.2157,0.597,0.7103,1.0622,1.2518,0.9708,1.1193,0.8118,0.607,0.6259,0.7012,0.6716,2.3618,2.3142,2.7119,2.104,2.4946,2.3618
Lee Stempniak 2017,Lee Stempniak,2017,R,33.657,71,195,80.0,73.0,71.0,82,82,14.2777,15.2388,11.3246,14.4217,13.8722,0.8047,0.5933,0.2985,0.4566,0.5802,-0.13649999999999995,0.7153,0.2157,0.597,0.7103,0.4747,1.2518,0.9708,1.1193,0.8118,0.7385,0.6259,0.7012,0.6716,0.2537,2.3488,2.7119,2.104,2.4946,2.3618,2.3488
Kyle Brodziak 2012,Kyle Brodziak,2012,C,27.352,74,205,80.0,79.0,82.0,80,82,10.0846,9.904,12.8012,12.8033,14.9589,0.8925,0.6902,0.8574,0.5858,0.4891,-0.24412500000000004,0.2231,0.3834,0.2858,0.3515,0.2935,1.0412,0.3834,0.7431,0.6444,0.7826,0.5206,0.3834,0.2286,0.1757,2.118,2.5137,2.3182,2.2366,2.2219,2.118
Kyle Brodziak 2013,Kyle Brodziak,2013,C,28.354,74,205,79.0,82.0,80.0,82,82,9.904,12.8012,12.8033,14.9589,14.1142,0.6902,0.8574,0.5858,0.4891,0.0,-0.6994,0.3834,0.2858,0.3515,0.2935,0.2657,0.3834,0.7431,0.6444,0.7826,0.0886,0.3834,0.2286,0.1757,0.5381,1.8997,2.3182,2.2366,2.2219,2.118,1.8997
Kyle Brodziak 2014,Kyle Brodziak,2014,C,29.353,74,205,82.0,80.0,82.0,82,81,12.8012,12.8033,14.9589,14.1142,13.4516,0.8574,0.5858,0.4891,0.0,0.4405,-0.21919999999999995,0.2858,0.3515,0.2935,0.2657,0.3855,0.7431,0.6444,0.7826,0.0886,0.4405,0.2286,0.1757,0.5381,0.1771,1.7649,2.2366,2.2219,2.118,1.8997,1.7649
Kyle Brodziak 2015,Kyle Brodziak,2015,C,30.353,74,205,80.0,82.0,82.0,81,73,12.8033,14.9589,14.1142,13.4516,10.6126,0.5858,0.4891,0.0,0.4405,0.4647,-0.162775,0.3515,0.2935,0.2657,0.3855,0.3872,0.6444,0.7826,0.0886,0.4405,0.6196,0.1757,0.5381,0.1771,0.3855,2.0942,2.2219,2.118,1.8997,1.7649,2.0942
Kyle Brodziak 2016,Kyle Brodziak,2016,C,31.352,74,205,82.0,82.0,81.0,73,76,14.9589,14.1142,13.4516,10.6126,9.0061,0.4891,0.0,0.4405,0.4647,0.1753,-0.41669999999999996,0.2935,0.2657,0.3855,0.3872,0.1753,0.7826,0.0886,0.4405,0.6196,0.4383,0.5381,0.1771,0.3855,0.2323,1.769,2.118,1.8997,1.7649,2.0942,1.769
Kyle Brodziak 2017,Kyle Brodziak,2017,C,32.354,74,205,82.0,81.0,73.0,76,69,14.1142,13.4516,10.6126,9.0061,9.1476,0.0,0.4405,0.4647,0.1753,0.2852,-0.186575,0.2657,0.3855,0.3872,0.1753,0.3802,0.0886,0.4405,0.6196,0.4383,0.3802,0.1771,0.3855,0.2323,0.263,1.7272,1.8997,1.7649,2.0942,1.769,1.7272
Kyle Brodziak 2018,Kyle Brodziak,2018,C,33.353,74,205,81.0,73.0,76.0,69,81,13.4516,10.6126,9.0061,9.1476,11.636,0.4405,0.4647,0.1753,0.2852,0.6366,0.10755000000000003,0.3855,0.3872,0.1753,0.3802,0.7003,0.4405,0.6196,0.4383,0.3802,0.5729,0.3855,0.2323,0.263,0.0951,2.167,1.7649,2.0942,1.769,1.7272,2.167
Kyle Brodziak 2019,Kyle Brodziak,2019,C,34.353,74,205,73.0,76.0,69.0,81,70,10.6126,9.0061,9.1476,11.636,9.8926,0.4647,0.1753,0.2852,0.6366,0.1733,-0.40259999999999996,0.3872,0.1753,0.3802,0.7003,0.0866,0.6196,0.4383,0.3802,0.5729,0.6932,0.2323,0.263,0.0951,0.2546,2.1037,2.0942,1.769,1.7272,2.167,2.1037
Drew Stafford 2012,Drew Stafford,2012,R,25.92,74,215,64.0,79.0,71.0,62,80,11.5503,12.9416,11.9378,13.2298,14.3783,0.974,0.4108,0.7079,0.3657,1.1476,0.17449999999999988,0.6493,0.5869,0.2832,0.5852,0.2086,0.6493,0.7629,0.9911,0.512,1.0954,0.3247,0.7629,0.7079,0.8046,2.3723,2.4805,2.2682,2.4422,2.3824,2.3723
Drew Stafford 2013,Drew Stafford,2013,R,26.922,74,215,79.0,71.0,62.0,80,78,12.9416,11.9378,13.2298,14.3783,13.35,0.4108,0.7079,0.3657,1.1476,0.4885,-0.388875,0.5869,0.2832,0.5852,0.2086,0.3908,0.7629,0.9911,0.512,1.0954,0.4885,0.7629,0.7079,0.8046,0.7303,2.1075,2.2682,2.4422,2.3824,2.3723,2.1075
Drew Stafford 2014,Drew Stafford,2014,R,27.921,74,215,71.0,62.0,80.0,78,70,11.9378,13.2298,14.3783,13.35,14.801,0.7079,0.3657,1.1476,0.4885,0.5212,-0.341325,0.2832,0.5852,0.2086,0.3908,0.2316,0.9911,0.512,1.0954,0.4885,0.8687,0.7079,0.8046,0.7303,0.7816,2.075,2.4422,2.3824,2.3723,2.1075,2.075
Drew Stafford 2015,Drew Stafford,2015,R,28.921,74,215,62.0,80.0,78.0,70,76,13.2298,14.3783,13.35,14.801,13.725,0.3657,1.1476,0.4885,0.5212,0.5752,-0.33394999999999997,0.5852,0.2086,0.3908,0.2316,0.5177,0.512,1.0954,0.4885,0.8687,0.6327,0.8046,0.7303,0.7816,0.637,1.9718,2.3824,2.3723,2.1075,2.075,1.9718
Drew Stafford 2016,Drew Stafford,2016,R,29.92,74,215,80.0,78.0,70.0,76,78,14.3783,13.35,14.801,13.725,14.6393,1.1476,0.4885,0.5212,0.5752,0.3153,-0.42942500000000006,0.2086,0.3908,0.2316,0.5177,0.3153,1.0954,0.4885,0.8687,0.6327,0.578,0.7303,0.7816,0.637,0.4602,2.4985,2.3723,2.1075,2.075,1.9718,2.4985
Drew Stafford 2017,Drew Stafford,2017,R,30.922,74,215,78.0,70.0,76.0,78,58,13.35,14.801,13.725,14.6393,12.0632,0.4885,0.5212,0.5752,0.3153,0.686,-0.03397499999999998,0.3908,0.2316,0.5177,0.3153,0.343,0.4885,0.8687,0.6327,0.578,0.5145,0.7816,0.637,0.4602,0.2627,2.2082,2.1075,2.075,1.9718,2.4985,2.2082
Drew Stafford 2018,Drew Stafford,2018,R,31.921,74,215,70.0,76.0,78.0,58,59,14.801,13.725,14.6393,12.0632,11.9407,0.5212,0.5752,0.3153,0.686,0.3407,-0.33992500000000003,0.2316,0.5177,0.3153,0.343,0.1703,0.8687,0.6327,0.578,0.5145,0.5962,0.637,0.4602,0.2627,0.4288,2.5099,2.075,1.9718,2.4985,2.2082,2.5099
Drew Stafford 2019,Drew Stafford,2019,R,32.921,74,215,76.0,78.0,58.0,59,57,13.725,14.6393,12.0632,11.9407,11.3602,0.5752,0.3153,0.686,0.3407,0.4633,-0.11430000000000001,0.5177,0.3153,0.343,0.1703,0.1853,0.6327,0.578,0.5145,0.5962,0.556,0.4602,0.2627,0.4288,0.4258,2.0033,1.9718,2.4985,2.2082,2.5099,2.0033
Brandon Dubinsky 2012,Brandon Dubinsky,2012,C,25.424,74,208,82.0,82.0,69.0,77,77,11.9504,13.3333,15.1029,15.0368,13.2314,0.6123,0.7134,0.8636,0.7255,0.7067,-0.02169999999999994,0.6123,0.4939,0.2879,0.3627,0.4711,0.5511,0.439,0.4606,0.7255,0.5889,0.3674,0.4939,0.5758,0.6219,2.8286,2.6751,2.9365,3.0665,3.1792,2.8286
Ryan Callahan 2012,Ryan Callahan,2012,R,26.531,70,187,52.0,81.0,77.0,60,76,11.0446,13.7204,13.3807,14.27,15.4963,0.3134,0.4319,0.2912,0.7708,0.5604,-0.23467499999999997,0.2089,0.4319,0.0582,0.4905,0.4076,0.8358,0.4859,0.6406,0.8409,0.6114,0.7313,1.1338,0.5823,0.4205,2.6079,2.4049,3.0622,2.7236,3.1381,2.6079
Ryan Callahan 2013,Ryan Callahan,2013,R,27.533,70,187,81.0,77.0,60.0,76,76,13.7204,13.3807,14.27,15.4963,15.7367,0.4319,0.2912,0.7708,0.5604,0.3389,-0.46440000000000003,0.4319,0.0582,0.4905,0.4076,0.6778,0.4859,0.6406,0.8409,0.6114,1.0167,1.1338,0.5823,0.4205,0.968,3.1671,3.0622,2.7236,3.1381,2.6079,3.1671
Ryan Callahan 2014,Ryan Callahan,2014,R,28.532,70,187,77.0,60.0,76.0,76,65,13.3807,14.27,15.4963,15.7367,14.8177,0.2912,0.7708,0.5604,0.3389,0.623,-0.09329999999999994,0.0582,0.4905,0.4076,0.6778,0.2492,0.6406,0.8409,0.6114,1.0167,0.6853,0.5823,0.4205,0.968,0.5084,2.6444,2.7236,3.1381,2.6079,3.1671,2.6444
Ryan Callahan 2015,Ryan Callahan,2015,R,29.531,70,187,60.0,76.0,76.0,65,77,14.27,15.4963,15.7367,14.8177,14.534,0.7708,0.5604,0.3389,0.623,0.9114,0.2005,0.4905,0.4076,0.6778,0.2492,0.3753,0.8409,0.6114,1.0167,0.6853,0.8042,0.4205,0.968,0.5084,0.2492,2.4217,3.1381,2.6079,3.1671,2.6444,2.4217
Ryan Callahan 2016,Ryan Callahan,2016,R,30.531,70,187,76.0,76.0,65.0,77,73,15.4963,15.7367,14.8177,14.534,13.2256,0.5604,0.3389,0.623,0.9114,0.6215,-0.06682499999999991,0.4076,0.6778,0.2492,0.3753,0.3729,0.6114,1.0167,0.6853,0.8042,0.87,0.968,0.5084,0.2492,0.3753,2.2174,2.6079,3.1671,2.6444,2.4217,2.2174
Cody McLeod 2013,Cody McLeod,2013,L,28.266,74,204,79.0,74.0,71.0,75,82,10.3838,11.3462,9.0681,7.1042,11.0774,0.2194,0.5002,0.0932,0.1126,0.2257,-0.41245,0.1463,0.2144,0.1864,0.4504,0.1128,0.8046,0.929,1.3047,0.563,1.1284,0.512,0.3573,0.1864,0.563,2.1564,1.841,2.0759,2.1798,1.9718,2.1564
Cody McLeod 2014,Cody McLeod,2014,L,29.266,74,204,74.0,71.0,75.0,82,71,11.3462,9.0681,7.1042,11.0774,8.7831,0.5002,0.0932,0.1126,0.2257,0.3849,-0.20465,0.2144,0.1864,0.4504,0.1128,0.3849,0.929,1.3047,0.563,1.1284,0.6735,0.3573,0.1864,0.563,0.4514,1.5106,2.0759,2.1798,1.9718,2.1564,1.5106
Cody McLeod 2015,Cody McLeod,2015,L,30.265,74,204,71.0,75.0,82.0,71,82,9.0681,7.1042,11.0774,8.7831,9.3868,0.0932,0.1126,0.2257,0.3849,0.078,-0.482725,0.1864,0.4504,0.1128,0.3849,0.3118,1.3047,0.563,1.1284,0.6735,0.3898,0.1864,0.563,0.4514,0.0962,1.658,2.1798,1.9718,2.1564,1.5106,1.658
Cody McLeod 2016,Cody McLeod,2016,L,31.264,74,204,75.0,82.0,71.0,82,82,7.1042,11.0774,8.7831,9.3868,9.5681,0.1126,0.2257,0.3849,0.078,0.1529,-0.45485,0.4504,0.1128,0.3849,0.3118,0.2294,0.563,1.1284,0.6735,0.3898,0.3824,0.563,0.4514,0.0962,0.3118,1.9088,1.9718,2.1564,1.5106,1.658,1.9088
Cody McLeod 2017,Cody McLeod,2017,L,32.266,74,204,82.0,71.0,82.0,82,59,11.0774,8.7831,9.3868,9.5681,7.0667,0.2257,0.3849,0.078,0.1529,0.0,-0.57265,0.1128,0.3849,0.3118,0.2294,0.1439,1.1284,0.6735,0.3898,0.3824,0.1439,0.4514,0.0962,0.3118,0.2294,1.2549,2.1564,1.5106,1.658,1.9088,1.2549
Martin Hanzal 2012,Martin Hanzal,2012,C,24.611,78,230,72.0,74.0,81.0,61,64,12.8377,12.8081,14.2765,14.3467,13.9156,0.779,0.633,0.467,0.3428,0.6063,0.09549999999999992,0.2597,0.4431,0.467,0.3428,0.6063,0.3246,0.3798,0.5707,0.6856,0.539,0.4544,0.3798,0.3632,0.2742,2.5985,2.2181,1.8289,2.2238,2.619,2.5985
Martin Hanzal 2013,Martin Hanzal,2013,C,25.613,78,230,74.0,81.0,61.0,64,66,12.8081,14.2765,14.3467,13.9156,14.7833,0.633,0.467,0.3428,0.6063,0.5203,0.022650000000000003,0.4431,0.467,0.3428,0.6063,0.3122,0.3798,0.5707,0.6856,0.539,0.9366,0.3798,0.3632,0.2742,0.7411,2.5351,1.8289,2.2238,2.619,2.5985,2.5351
Martin Hanzal 2014,Martin Hanzal,2014,C,26.613,78,230,81.0,61.0,64.0,66,65,14.2765,14.3467,13.9156,14.7833,14.6379,0.467,0.3428,0.6063,0.5203,0.6937,0.15635,0.467,0.3428,0.6063,0.3122,0.3784,0.5707,0.6856,0.539,0.9366,0.5675,0.3632,0.2742,0.7411,0.5203,2.4285,2.2238,2.619,2.5985,2.5351,2.4285
Matt Beleskey 2016,Matt Beleskey,2016,L,27.316,72,207,70.0,71.0,55.0,65,80,9.9626,11.0746,10.6952,12.6392,14.5371,0.4302,0.516,0.612,0.3652,0.4643,-0.37337500000000007,0.4302,0.129,0.408,0.3652,0.4643,0.4302,0.645,1.632,0.5843,1.0318,0.6023,0.774,0.918,1.0955,2.3438,1.9066,1.8614,2.5163,2.5225,2.3438
Patrik Berglund 2013,Patrik Berglund,2013,C,24.332,76,215,76.0,71.0,81.0,82,82,11.1276,11.1484,13.7759,14.048,13.1365,0.5676,0.379,0.699,0.4167,0.3806,-0.40995,0.2128,0.379,0.3764,0.3646,0.2855,0.5676,0.5306,0.7528,0.6771,0.4758,0.5676,0.6064,0.3226,0.1563,1.709,2.2987,2.4211,2.4019,2.5991,1.709
Patrik Berglund 2014,Patrik Berglund,2014,C,25.331,76,215,71.0,81.0,82.0,82,78,11.1484,13.7759,14.048,13.1365,13.0838,0.379,0.699,0.4167,0.3806,0.294,-0.46232500000000004,0.379,0.3764,0.3646,0.2855,0.6467,0.5306,0.7528,0.6771,0.4758,0.3528,0.6064,0.3226,0.1563,0.2855,2.4064,2.4211,2.4019,2.5991,1.709,2.4064
Patrik Berglund 2015,Patrik Berglund,2015,C,26.331,76,215,81.0,82.0,82.0,78,77,13.7759,14.048,13.1365,13.0838,12.9359,0.699,0.4167,0.3806,0.294,0.4217,-0.37835,0.3764,0.3646,0.2855,0.6467,0.4217,0.7528,0.6771,0.4758,0.3528,0.7831,0.3226,0.1563,0.2855,0.4115,2.3565,2.4019,2.5991,1.709,2.4064,2.3565
Erik Condra 2016,Erik Condra,2016,R,29.153,71,185,81.0,82.0,76.0,68,54,11.2877,11.017,9.1923,12.1248,9.4571,0.5906,0.4538,0.4294,0.5822,0.3525,-0.11227500000000001,0.3937,0.4538,0.3435,0.3639,0.235,0.3937,0.6808,1.0306,0.655,0.3525,0.5906,0.6808,0.5153,0.4366,1.9257,2.3021,2.6788,2.4039,2.4248,1.9257
Devante Smith-Pelly 2019,Devante Smith-Pelly,2019,R,26.298,72,223,74.0,64.0,53.0,75,54,12.1944,11.219,11.1494,11.3284,9.141,0.266,0.3343,0.0,0.4943,0.3647,-0.236,0.5319,0.5014,0.3046,0.1412,0.1216,0.5984,0.5849,0.3046,0.4237,0.4862,0.3989,0.5849,0.3046,0.1412,2.3946,2.0419,1.9153,1.7282,2.4914,2.3946
Matt Read 2016,Matt Read,2016,R,29.299,70,188,79.0,71.0,75.0,80,79,12.0285,14.048,14.112,13.9465,12.2656,0.3788,0.6102,0.4535,0.484,0.3096,-0.564525,0.5683,0.5085,0.4535,0.484,0.3096,0.5683,0.7118,0.7937,0.9142,0.6192,0.5683,0.2034,0.3968,0.3764,2.6564,2.3728,2.2698,2.3963,2.0382,2.6564
Matt Read 2017,Matt Read,2017,R,30.301,70,188,71.0,75.0,80.0,79,63,14.048,14.112,13.9465,12.2656,12.2413,0.6102,0.4535,0.484,0.3096,0.5446,-0.18472500000000003,0.5085,0.4535,0.484,0.3096,0.1556,0.7118,0.7937,0.9142,0.6192,0.6224,0.2034,0.3968,0.3764,0.805,2.3084,2.2698,2.3963,2.0382,2.6564,2.3084
Jaromir Jagr 2016,Jaromir Jagr,2016,R,43.626,75,230,73.0,76.0,82.0,77,79,13.0555,15.1711,16.1797,15.1981,14.354,1.0073,0.7031,0.7688,0.8203,0.9524,0.17810000000000004,0.4407,0.5273,0.6331,0.3589,0.7937,0.7555,0.9667,0.7236,0.8716,0.4233,0.4407,0.3515,0.5427,0.3589,2.6387,2.9759,2.5487,2.5588,2.2472,2.6387
Jaromir Jagr 2017,Jaromir Jagr,2017,R,44.628,75,230,76.0,82.0,77.0,79,82,15.1711,16.1797,15.1981,14.354,14.2016,0.7031,0.7688,0.8203,0.9524,0.8759,-0.01629999999999998,0.5273,0.6331,0.3589,0.7937,0.4122,0.9667,0.7236,0.8716,0.4233,1.0305,0.3515,0.5427,0.3589,0.3704,2.5617,2.5487,2.5588,2.2472,2.6387,2.5617
Jason Chimera 2014,Jason Chimera,2014,L,34.418,75,215,78.0,81.0,82.0,80,82,12.4459,11.7932,12.6209,12.3181,12.7939,0.4944,0.5653,0.6377,0.6218,0.9151,0.263525,0.6799,0.3769,0.4638,0.5182,0.3432,0.8035,0.5025,0.6957,0.8291,0.8007,0.4326,0.7537,0.4058,1.0364,2.5136,2.1249,2.2486,2.2216,2.0924,2.5136
Jason Chimera 2015,Jason Chimera,2015,L,35.418,75,215,81.0,82.0,80.0,82,77,11.7932,12.6209,12.3181,12.7939,11.3455,0.5653,0.6377,0.6218,0.9151,0.6181,-0.017325000000000035,0.3769,0.4638,0.5182,0.3432,0.206,0.5025,0.6957,0.8291,0.8007,0.4808,0.7537,0.4058,1.0364,0.4575,2.2088,2.2486,2.2216,2.0924,2.5136,2.2088
Jason Chimera 2016,Jason Chimera,2016,L,36.417,75,215,82.0,80.0,82.0,77,82,12.6209,12.3181,12.7939,11.3455,11.6098,0.6377,0.6218,0.9151,0.6181,0.5672,-0.06279999999999997,0.4638,0.5182,0.3432,0.206,0.3782,0.6957,0.8291,0.8007,0.4808,0.9454,0.4058,1.0364,0.4575,0.4121,2.4303,2.2216,2.0924,2.5136,2.2088,2.4303
Jason Chimera 2017,Jason Chimera,2017,L,37.419,75,215,80.0,82.0,77.0,82,82,12.3181,12.7939,11.3455,11.6098,11.7079,0.6218,0.9151,0.6181,0.5672,0.4375,-0.18120000000000003,0.5182,0.3432,0.206,0.3782,0.375,0.8291,0.8007,0.4808,0.9454,0.375,1.0364,0.4575,0.4121,0.5042,2.2586,2.0924,2.5136,2.2088,2.4303,2.2586
Jason Chimera 2018,Jason Chimera,2018,L,38.419,75,215,82.0,77.0,82.0,82,74,12.7939,11.3455,11.6098,11.7079,9.7284,0.9151,0.6181,0.5672,0.4375,0.5001,-0.32210000000000005,0.3432,0.206,0.3782,0.375,0.3334,0.8007,0.4808,0.9454,0.375,0.4167,0.4575,0.4121,0.5042,0.625,2.0011,2.5136,2.2088,2.4303,2.2586,2.0011
Mike Fisher 2012,Mike Fisher,2012,C,31.322,73,216,79.0,78.0,79.0,82,72,13.9918,13.3842,14.1243,14.6193,15.7472,0.7057,0.4023,0.6453,0.3003,0.4763,-0.24774999999999997,0.38,0.4023,0.5915,0.0501,0.4234,0.9771,0.6897,0.4302,0.4004,0.2646,0.3257,0.7472,0.3764,0.7007,2.1094,2.3222,2.2041,2.2402,1.9545,2.1094
Mike Fisher 2013,Mike Fisher,2013,C,32.324,73,216,78.0,79.0,82.0,72,64,13.3842,14.1243,14.6193,15.7472,15.3066,0.4023,0.6453,0.3003,0.4763,0.5158,-0.25607499999999994,0.4023,0.5915,0.0501,0.4234,0.1032,0.6897,0.4302,0.4004,0.2646,0.1032,0.7472,0.3764,0.7007,0.2117,1.9527,2.2041,2.2402,1.9545,2.1094,1.9527
