,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK A1/60,Y2 PK A1/60,Y3 PK A1/60,Y4 PK A1/60,Y5 PK A1/60,Y1 PK A2/60,Y2 PK A2/60,Y3 PK A2/60,Y4 PK A2/60,Y5 PK A2/60
Calvin de Haan 2022,Calvin de Haan,2022,D,30.399,73,195,33.0,74.0,34.0,62,69,2.3606,1.9914,2.7241,1.9802,1.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2013,Dmitry Kulikov,2013,D,21.925,73,201,,68.0,72.0,58,58,,0.3569,0.8729,1.0552,1.2152,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Dmitry Kulikov 2014,Dmitry Kulikov,2014,D,22.925,73,201,68.0,72.0,58.0,58,81,0.3569,0.8729,1.0552,1.2152,1.8193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2015,Dmitry Kulikov,2015,D,23.924,73,201,72.0,58.0,58.0,81,73,0.8729,1.0552,1.2152,1.8193,2.5283,0.0,0.0,0.0,0.0,0.3251,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2016,Dmitry Kulikov,2016,D,24.923,73,201,58.0,58.0,81.0,73,74,1.0552,1.2152,1.8193,2.5283,2.391,0.0,0.0,0.0,0.3251,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2017,Dmitry Kulikov,2017,D,25.925,73,201,58.0,81.0,73.0,74,47,1.2152,1.8193,2.5283,2.391,1.6046,0.0,0.0,0.3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2018,Dmitry Kulikov,2018,D,26.925,73,201,81.0,73.0,74.0,47,62,1.8193,2.5283,2.391,1.6046,2.5228,0.0,0.3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2019,Dmitry Kulikov,2019,D,27.924,73,201,73.0,74.0,47.0,62,57,2.5283,2.391,1.6046,2.5228,1.0281,0.3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2020,Dmitry Kulikov,2020,D,28.923,73,201,74.0,47.0,62.0,57,60,2.391,1.6046,2.5228,1.0281,1.3719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2021,Dmitry Kulikov,2021,D,29.926,73,201,47.0,62.0,57.0,60,70,1.6046,2.5228,1.0281,1.3719,2.2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2022,Dmitry Kulikov,2022,D,30.925,73,201,62.0,57.0,60.0,70,80,2.5228,1.0281,1.3719,2.2299,1.9302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitry Kulikov 2023,Dmitry Kulikov,2023,D,31.924,73,201,57.0,60.0,70.0,80,67,1.0281,1.3719,2.2299,1.9302,2.9863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brayden McNabb 2020,Brayden McNabb,2020,D,28.693,76,215,81.0,49.0,76.0,81,83,1.7261,0.5738,2.7202,2.815,3.0993,0.4291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631,0.0
Brayden McNabb 2021,Brayden McNabb,2021,D,29.696,76,215,49.0,76.0,81.0,83,60,0.5738,2.7202,2.815,3.0993,2.5122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631,0.0,0.0
Brayden McNabb 2022,Brayden McNabb,2022,D,30.695,76,215,76.0,81.0,83.0,60,69,2.7202,2.815,3.0993,2.5122,2.6302,0.0,0.0,0.0,0.0,0.3306,0.0,0.2631,0.0,0.0,0.0
Brayden McNabb 2023,Brayden McNabb,2023,D,31.694,76,215,81.0,83.0,60.0,69,82,2.815,3.0993,2.5122,2.6302,2.0197,0.0,0.0,0.0,0.3306,0.0,0.2631,0.0,0.0,0.0,0.7246
Dmitry Orlov 2020,Dmitry Orlov,2020,D,28.192,71,214,82.0,82.0,82.0,82,81,0.1392,0.2504,1.9801,1.3726,0.9085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9572
Brian Dumoulin 2018,Brian Dumoulin,2018,D,26.071,76,207,6.0,8.0,79.0,70,80,1.2778,0.7292,1.2947,1.8426,2.5317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Dumoulin 2019,Brian Dumoulin,2019,D,27.07,76,207,8.0,79.0,70.0,80,76,0.7292,1.2947,1.8426,2.5317,2.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3364
Brian Dumoulin 2020,Brian Dumoulin,2020,D,28.069,76,207,79.0,70.0,80.0,76,33,1.2947,1.8426,2.5317,2.3629,2.1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3364,0.0
Brian Dumoulin 2021,Brian Dumoulin,2021,D,29.071,76,207,70.0,80.0,76.0,33,60,1.8426,2.5317,2.3629,2.1607,2.6963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3364,0.0,0.5427
Brian Dumoulin 2022,Brian Dumoulin,2022,D,30.071,76,207,80.0,76.0,33.0,60,76,2.5317,2.3629,2.1607,2.6963,2.3875,0.0,0.0,0.0,0.0,0.0,0.0,1.3364,0.0,0.5427,0.0
Brian Dumoulin 2023,Brian Dumoulin,2023,D,31.07,76,207,76.0,33.0,60.0,76,82,2.3629,2.1607,2.6963,2.3875,2.9608,0.0,0.0,0.0,0.0,0.2471,1.3364,0.0,0.5427,0.0,0.2471
Mattias Ekholm 2016,Mattias Ekholm,2016,D,25.356,76,215,2.0,1.0,62.0,80,82,0.2583,,1.3274,1.5125,1.725,0.0,,0.729,0.0,0.4242,0.0,,0.0,0.0,0.0
Mattias Ekholm 2017,Mattias Ekholm,2017,D,26.358,76,215,1.0,62.0,80.0,82,82,,1.3274,1.5125,1.725,2.2522,,0.729,0.0,0.4242,0.0,,0.0,0.0,0.0,0.3249
Mattias Ekholm 2018,Mattias Ekholm,2018,D,27.357,76,215,62.0,80.0,82.0,82,81,1.3274,1.5125,1.725,2.2522,2.915,0.729,0.0,0.4242,0.0,0.0,0.0,0.0,0.0,0.3249,0.0
Mattias Ekholm 2019,Mattias Ekholm,2019,D,28.357,76,215,80.0,82.0,82.0,81,80,1.5125,1.725,2.2522,2.915,2.2404,0.0,0.4242,0.0,0.0,0.0,0.0,0.0,0.3249,0.0,0.6695
Mattias Ekholm 2020,Mattias Ekholm,2020,D,29.356,76,215,82.0,82.0,81.0,80,80,1.725,2.2522,2.915,2.2404,2.8218,0.4242,0.0,0.0,0.0,0.3127,0.0,0.3249,0.0,0.6695,0.0
Mattias Ekholm 2021,Mattias Ekholm,2021,D,30.358,76,215,82.0,81.0,80.0,80,68,2.2522,2.915,2.2404,2.8218,2.6067,0.0,0.0,0.0,0.3127,0.4897,0.3249,0.0,0.6695,0.0,0.0
Mattias Ekholm 2022,Mattias Ekholm,2022,D,31.357,76,215,81.0,80.0,80.0,68,76,2.915,2.2404,2.8218,2.6067,3.2822,0.0,0.0,0.3127,0.4897,0.2405,0.0,0.6695,0.0,0.0,0.0
Mattias Ekholm 2023,Mattias Ekholm,2023,D,32.357,76,215,80.0,80.0,68.0,76,78,2.2404,2.8218,2.6067,3.2822,2.5192,0.0,0.3127,0.4897,0.2405,0.3053,0.6695,0.0,0.0,0.0,0.0
David Savard 2016,David Savard,2016,D,24.943,73,235,31.0,6.0,70.0,82,65,0.1828,0.7125,1.3536,2.8815,2.8759,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0
David Savard 2017,David Savard,2017,D,25.945,73,235,6.0,70.0,82.0,65,74,0.7125,1.3536,2.8815,2.8759,2.4577,0.0,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.6598
David Savard 2018,David Savard,2018,D,26.944,73,235,70.0,82.0,65.0,74,81,1.3536,2.8815,2.8759,2.4577,2.2136,0.0,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.6598,0.3346
David Savard 2019,David Savard,2019,D,27.943,73,235,82.0,65.0,74.0,81,82,2.8815,2.8759,2.4577,2.2136,1.7128,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.6598,0.3346,0.0
David Savard 2020,David Savard,2020,D,28.943,73,235,65.0,74.0,81.0,82,80,2.8759,2.4577,2.2136,1.7128,1.8517,0.321,0.0,0.0,0.0,0.0,0.0,0.6598,0.3346,0.0,0.0
David Savard 2021,David Savard,2021,D,29.945,73,235,74.0,81.0,82.0,80,79,2.4577,2.2136,1.7128,1.8517,1.9275,0.0,0.0,0.0,0.0,0.0,0.6598,0.3346,0.0,0.0,0.5765
David Savard 2022,David Savard,2022,D,30.944,73,235,81.0,82.0,80.0,79,62,2.2136,1.7128,1.8517,1.9275,2.7992,0.0,0.0,0.0,0.0,0.3457,0.3346,0.0,0.0,0.5765,0.0
David Savard 2023,David Savard,2023,D,31.943,73,235,82.0,80.0,79.0,62,62,1.7128,1.8517,1.9275,2.7992,3.3005,0.0,0.0,0.0,0.3457,0.0,0.0,0.0,0.5765,0.0,0.2932
Ben Chiarot 2018,Ben Chiarot,2018,D,26.399,75,232,1.0,40.0,70.0,59,57,,0.8608,0.7726,1.9777,1.3219,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Ben Chiarot 2019,Ben Chiarot,2019,D,27.398,75,232,40.0,70.0,59.0,57,78,0.8608,0.7726,1.9777,1.3219,1.7583,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0
Ben Chiarot 2020,Ben Chiarot,2020,D,28.398,75,232,70.0,59.0,57.0,78,81,0.7726,1.9777,1.3219,1.7583,3.0403,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0
Ben Chiarot 2021,Ben Chiarot,2021,D,29.4,75,232,59.0,57.0,78.0,81,60,1.9777,1.3219,1.7583,3.0403,2.7419,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Chiarot 2022,Ben Chiarot,2022,D,30.399,75,232,57.0,78.0,81.0,60,74,1.3219,1.7583,3.0403,2.7419,2.975,0.0,0.4375,0.0,0.0,0.2725,0.0,0.0,0.0,0.0,0.0
Ben Chiarot 2023,Ben Chiarot,2023,D,31.399,75,232,78.0,81.0,60.0,74,76,1.7583,3.0403,2.7419,2.975,2.4292,0.4375,0.0,0.0,0.2725,0.0,0.0,0.0,0.0,0.0,0.0
Nick Jensen 2019,Nick Jensen,2019,D,28.028,73,205,,,49.0,81,80,,,1.5333,1.9372,2.4413,,,0.7986,0.0,0.0,,,0.0,0.0,0.3072
Nick Jensen 2020,Nick Jensen,2020,D,29.027,73,205,,49.0,81.0,80,80,,1.5333,1.9372,2.4413,2.3534,,0.7986,0.0,0.0,0.0,,0.0,0.0,0.3072,0.0
Nick Jensen 2021,Nick Jensen,2021,D,30.03,73,205,49.0,81.0,80.0,80,77,1.5333,1.9372,2.4413,2.3534,2.6632,0.7986,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.0,0.0
Nick Jensen 2022,Nick Jensen,2022,D,31.029,73,205,81.0,80.0,80.0,77,76,1.9372,2.4413,2.3534,2.6632,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.0,0.0,0.0
Nick Jensen 2023,Nick Jensen,2023,D,32.028,73,205,80.0,80.0,77.0,76,77,2.4413,2.3534,2.6632,2.55,2.4864,0.0,0.0,0.0,0.0,0.0,0.3072,0.0,0.0,0.0,0.3134
Brenden Dillon 2015,Brenden Dillon,2015,D,23.883,76,224,,1.0,82.0,80,80,,2.6833,2.6028,2.3906,1.3533,,0.0,0.0,0.0,0.5542,,0.0,0.0,0.0,0.0
Brenden Dillon 2016,Brenden Dillon,2016,D,24.882,76,224,1.0,82.0,80.0,80,76,2.6833,2.6028,2.3906,1.3533,1.0143,0.0,0.0,0.0,0.5542,0.0,0.0,0.0,0.0,0.0,0.0
Brenden Dillon 2017,Brenden Dillon,2017,D,25.884,76,224,82.0,80.0,80.0,76,81,2.6028,2.3906,1.3533,1.0143,0.8058,0.0,0.0,0.5542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenden Dillon 2018,Brenden Dillon,2018,D,26.884,76,224,80.0,80.0,76.0,81,81,2.3906,1.3533,1.0143,0.8058,1.4387,0.0,0.5542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenden Dillon 2019,Brenden Dillon,2019,D,27.883,76,224,80.0,76.0,81.0,81,82,1.3533,1.0143,0.8058,1.4387,1.1071,0.5542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenden Dillon 2020,Brenden Dillon,2020,D,28.882,76,224,76.0,81.0,81.0,82,81,1.0143,0.8058,1.4387,1.1071,2.1546,0.0,0.0,0.0,0.0,0.4036,0.0,0.0,0.0,0.0,0.0
Brenden Dillon 2021,Brenden Dillon,2021,D,29.884,76,224,81.0,81.0,82.0,81,82,0.8058,1.4387,1.1071,2.1546,1.8313,0.0,0.0,0.0,0.4036,0.0,0.0,0.0,0.0,0.0,0.5851
Brenden Dillon 2022,Brenden Dillon,2022,D,30.884,76,224,81.0,82.0,81.0,82,79,1.4387,1.1071,2.1546,1.8313,1.7662,0.0,0.0,0.4036,0.0,0.0,0.0,0.0,0.0,0.5851,0.0
Brenden Dillon 2023,Brenden Dillon,2023,D,31.883,76,224,82.0,81.0,82.0,79,82,1.1071,2.1546,1.8313,1.7662,2.574,0.0,0.4036,0.0,0.0,0.0,0.0,0.0,0.5851,0.0,0.2843
Radko Gudas 2018,Radko Gudas,2018,D,27.324,72,208,73.0,31.0,76.0,67,70,1.7158,0.672,2.7132,1.907,1.8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598
Radko Gudas 2019,Radko Gudas,2019,D,28.324,72,208,31.0,76.0,67.0,70,77,0.672,2.7132,1.907,1.8643,2.6297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598,0.0
Radko Gudas 2020,Radko Gudas,2020,D,29.323,72,208,76.0,67.0,70.0,77,74,2.7132,1.907,1.8643,2.6297,2.7733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598,0.0,0.0
Radko Gudas 2021,Radko Gudas,2021,D,30.325,72,208,67.0,70.0,77.0,74,79,1.907,1.8643,2.6297,2.7733,1.9522,0.0,0.0,0.0,0.0,0.0,0.0,0.4598,0.0,0.0,0.0
Radko Gudas 2022,Radko Gudas,2022,D,31.325,72,208,70.0,77.0,74.0,79,77,1.8643,2.6297,2.7733,1.9522,2.0749,0.0,0.0,0.0,0.0,0.0,0.4598,0.0,0.0,0.0,0.0
Radko Gudas 2023,Radko Gudas,2023,D,32.324,72,208,77.0,74.0,79.0,77,72,2.6297,2.7733,1.9522,2.0749,2.5324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Holl 2022,Justin Holl,2022,D,29.671,75,197,2.0,11.0,80.0,80,69,1.2667,,1.9941,2.53,2.4606,0.0,,0.0,0.0,0.0,0.0,,0.0,0.4312,0.7068
Justin Holl 2023,Justin Holl,2023,D,30.67,75,197,11.0,80.0,80.0,69,80,,1.9941,2.53,2.4606,3.066,,0.0,0.0,0.0,0.0,,0.0,0.4312,0.7068,0.0
Patrik Nemeth 2020,Patrik Nemeth,2020,D,27.645,76,230,38.0,40.0,68.0,74,75,1.0807,1.02,3.3311,3.2054,3.3742,0.0,0.0,0.2649,0.0,0.2778,0.0,0.0,0.2649,0.253,0.0
Patrik Nemeth 2021,Patrik Nemeth,2021,D,28.647,76,230,40.0,68.0,74.0,75,76,1.02,3.3311,3.2054,3.3742,2.2356,0.0,0.2649,0.0,0.2778,0.0,0.0,0.2649,0.253,0.0,0.0
Patrik Nemeth 2022,Patrik Nemeth,2022,D,29.646,76,230,68.0,74.0,75.0,76,63,3.3311,3.2054,3.3742,2.2356,1.5648,0.2649,0.0,0.2778,0.0,0.0,0.2649,0.253,0.0,0.0,0.0
Patrik Nemeth 2023,Patrik Nemeth,2023,D,30.646,76,230,74.0,75.0,76.0,63,75,3.2054,3.3742,2.2356,1.5648,3.2658,0.0,0.2778,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0
Jon Merrill 2017,Jon Merrill,2017,D,24.66,75,204,,52.0,66.0,47,51,,0.6676,1.7571,1.2734,1.4778,,0.0,0.0,0.0,0.0,,0.0,0.5174,0.0,0.0
Jon Merrill 2021,Jon Merrill,2021,D,28.661,75,204,51.0,34.0,57.0,57,71,1.4778,0.4211,1.2225,1.4139,1.2939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.0
Jon Merrill 2022,Jon Merrill,2022,D,29.66,75,204,34.0,57.0,57.0,71,69,0.4211,1.2225,1.4139,1.2939,1.9403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.0,0.0
Jon Merrill 2023,Jon Merrill,2023,D,30.659,75,204,57.0,57.0,71.0,69,73,1.2225,1.4139,1.2939,1.9403,1.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.0,0.0,0.0
Justin Faulk 2014,Justin Faulk,2014,D,21.534,72,214,,,66.0,64,76,,,1.828,2.9895,2.4344,,,0.0,0.0,0.3243,,,0.0,0.0,0.0
Justin Faulk 2015,Justin Faulk,2015,D,22.533,72,214,,66.0,64.0,76,82,,1.828,2.9895,2.4344,2.022,,0.0,0.0,0.3243,0.0,,0.0,0.0,0.0,0.0
Justin Faulk 2016,Justin Faulk,2016,D,23.532,72,214,66.0,64.0,76.0,82,64,1.828,2.9895,2.4344,2.022,1.9078,0.0,0.0,0.3243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Faulk 2017,Justin Faulk,2017,D,24.535,72,214,64.0,76.0,82.0,64,75,2.9895,2.4344,2.022,1.9078,0.7284,0.0,0.3243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Faulk 2021,Justin Faulk,2021,D,28.535,72,214,75.0,76.0,82.0,81,82,0.7284,0.5294,1.7303,1.1133,2.6664,0.0,0.0,0.0,0.7811,0.4018,0.0,0.0,0.0,0.0,0.4018
Justin Faulk 2022,Justin Faulk,2022,D,29.534,72,214,76.0,82.0,81.0,82,76,0.5294,1.7303,1.1133,2.6664,1.7719,0.0,0.0,0.7811,0.4018,0.0,0.0,0.0,0.0,0.4018,0.0
Justin Faulk 2023,Justin Faulk,2023,D,30.533,72,214,82.0,81.0,82.0,76,82,1.7303,1.1133,2.6664,1.7719,1.8703,0.0,0.7811,0.4018,0.0,0.0,0.0,0.0,0.4018,0.0,0.0
Derek Forbort 2019,Derek Forbort,2019,D,26.577,76,208,,14.0,82.0,78,81,,0.6798,2.1793,2.6968,2.2858,,0.0,0.0,0.0,0.0,,0.0,0.3358,0.0,0.0
Derek Forbort 2023,Derek Forbort,2023,D,30.577,76,208,81.0,23.0,82.0,76,54,2.2858,1.4933,2.6923,3.0792,3.1133,0.0,0.0,0.0,0.2564,0.0,0.0,0.0,0.0,0.0,0.0
Cam Fowler 2016,Cam Fowler,2016,D,23.823,74,215,82.0,63.0,70.0,80,69,0.6886,0.568,2.7424,1.7962,2.1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4175,0.0
Cam Fowler 2017,Cam Fowler,2017,D,24.825,74,215,63.0,70.0,80.0,69,80,0.568,2.7424,1.7962,2.1722,2.7546,0.0,0.0,0.0,0.0,0.2723,0.0,0.0,0.4175,0.0,0.0
Cam Fowler 2018,Cam Fowler,2018,D,25.824,74,215,70.0,80.0,69.0,80,67,2.7424,1.7962,2.1722,2.7546,2.3928,0.0,0.0,0.0,0.2723,0.0,0.0,0.4175,0.0,0.0,0.3743
Cam Fowler 2019,Cam Fowler,2019,D,26.823,74,215,80.0,69.0,80.0,67,59,1.7962,2.1722,2.7546,2.3928,1.4963,0.0,0.0,0.2723,0.0,0.0,0.4175,0.0,0.0,0.3743,0.6796
Cam Fowler 2023,Cam Fowler,2023,D,30.824,74,215,59.0,69.0,82.0,76,82,1.4963,0.7141,1.9417,2.8673,1.9886,0.0,0.0,0.0,0.0,0.0,0.6796,0.0,0.0,0.0,0.0
Erik Gudbranson 2015,Erik Gudbranson,2015,D,22.733,77,222,,72.0,54.0,65,76,,0.3127,1.6302,1.9531,2.17,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Erik Gudbranson 2016,Erik Gudbranson,2016,D,23.732,77,222,72.0,54.0,65.0,76,64,0.3127,1.6302,1.9531,2.17,3.2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Gudbranson 2017,Erik Gudbranson,2017,D,24.734,77,222,54.0,65.0,76.0,64,30,1.6302,1.9531,2.17,3.2396,2.6617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Gudbranson 2018,Erik Gudbranson,2018,D,25.734,77,222,65.0,76.0,64.0,30,52,1.9531,2.17,3.2396,2.6617,2.5401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Gudbranson 2019,Erik Gudbranson,2019,D,26.733,77,222,76.0,64.0,30.0,52,76,2.17,3.2396,2.6617,2.5401,2.0561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384
Erik Gudbranson 2020,Erik Gudbranson,2020,D,27.732,77,222,64.0,30.0,52.0,76,60,3.2396,2.6617,2.5401,2.0561,2.049,0.0,0.0,0.0,0.0,0.5742,0.0,0.0,0.0,0.384,0.0
Erik Gudbranson 2021,Erik Gudbranson,2021,D,28.735,77,222,30.0,52.0,76.0,60,64,2.6617,2.5401,2.0561,2.049,2.3568,0.0,0.0,0.0,0.5742,0.0,0.0,0.0,0.384,0.0,0.0
Erik Gudbranson 2022,Erik Gudbranson,2022,D,29.734,77,222,52.0,76.0,60.0,64,78,2.5401,2.0561,2.049,2.3568,2.8951,0.0,0.0,0.5742,0.0,0.0,0.0,0.384,0.0,0.0,0.0
Erik Gudbranson 2023,Erik Gudbranson,2023,D,30.733,77,222,76.0,60.0,64.0,78,70,2.0561,2.049,2.3568,2.8951,2.2055,0.0,0.5742,0.0,0.0,0.0,0.384,0.0,0.0,0.0,0.0
Jani Hakanpaa 2023,Jani Hakanpaa,2023,D,30.503,78,225,,5.0,83.0,80,82,,1.4233,2.0126,2.2829,3.2687,,0.0,0.523,0.0,0.0,,0.0,0.0,0.3285,0.0
Josh Manson 2018,Josh Manson,2018,D,25.986,75,218,,28.0,71.0,82,80,,1.5726,2.1338,2.3394,2.4452,,0.0,0.0,0.0,0.0,,0.0,0.0,0.3128,0.3067
Josh Manson 2019,Josh Manson,2019,D,26.985,75,218,28.0,71.0,82.0,80,74,1.5726,2.1338,2.3394,2.4452,3.1682,0.0,0.0,0.0,0.0,0.2559,0.0,0.0,0.3128,0.3067,0.0
Josh Manson 2020,Josh Manson,2020,D,27.984,75,218,71.0,82.0,80.0,74,58,2.1338,2.3394,2.4452,3.1682,2.505,0.0,0.0,0.0,0.2559,0.0,0.0,0.3128,0.3067,0.0,0.479
Josh Manson 2021,Josh Manson,2021,D,28.986,75,218,82.0,80.0,74.0,58,33,2.3394,2.4452,3.1682,2.505,2.5768,0.0,0.0,0.2559,0.0,0.0,0.3128,0.3067,0.0,0.479,0.0
Josh Manson 2022,Josh Manson,2022,D,29.986,75,218,80.0,74.0,58.0,33,67,2.4452,3.1682,2.505,2.5768,2.1027,0.0,0.2559,0.0,0.0,0.0,0.3067,0.0,0.479,0.0,0.0
Josh Manson 2023,Josh Manson,2023,D,30.985,75,218,74.0,58.0,33.0,67,27,3.1682,2.505,2.5768,2.1027,2.1167,0.2559,0.0,0.0,0.0,0.0,0.0,0.479,0.0,0.0,0.0
Dylan DeMelo 2021,Dylan DeMelo,2021,D,27.42,72,195,25.0,63.0,77.0,69,76,0.316,0.2839,1.711,2.2367,2.5962,0.0,0.0,0.0,0.4547,0.4444,0.0,0.0,0.4554,0.4547,0.0
Dylan DeMelo 2022,Dylan DeMelo,2022,D,28.42,72,195,63.0,77.0,69.0,76,76,0.2839,1.711,2.2367,2.5962,2.6173,0.0,0.0,0.4547,0.4444,0.0,0.0,0.4554,0.4547,0.0,0.3016
Dylan DeMelo 2023,Dylan DeMelo,2023,D,29.419,72,195,77.0,69.0,76.0,76,75,1.711,2.2367,2.5962,2.6173,2.656,0.0,0.4547,0.4444,0.0,0.3012,0.4554,0.4547,0.0,0.3016,0.3012
Scott Mayfield 2020,Scott Mayfield,2020,D,26.963,77,220,6.0,25.0,47.0,79,79,1.4,0.0207,1.4972,2.3222,2.4995,0.0,0.0,0.0,0.0,0.3583,0.0,0.0,0.0,0.0,0.0
Scott Mayfield 2021,Scott Mayfield,2021,D,27.965,77,220,25.0,47.0,79.0,79,82,0.0207,1.4972,2.3222,2.4995,2.2443,0.0,0.0,0.0,0.3583,0.0,0.0,0.0,0.0,0.0,0.0
Scott Mayfield 2022,Scott Mayfield,2022,D,28.965,77,220,47.0,79.0,79.0,82,61,1.4972,2.3222,2.4995,2.2443,2.2686,0.0,0.0,0.3583,0.0,0.0,0.0,0.0,0.0,0.0,0.4336
Scott Mayfield 2023,Scott Mayfield,2023,D,29.964,77,220,79.0,79.0,82.0,61,82,2.3222,2.4995,2.2443,2.2686,2.7297,0.0,0.3583,0.0,0.0,0.0,0.0,0.0,0.0,0.4336,0.0
Joel Edmundson 2018,Joel Edmundson,2018,D,24.261,77,221,,,67.0,69,69,,,1.103,1.8855,2.2517,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Joel Edmundson 2019,Joel Edmundson,2019,D,25.26,77,221,,67.0,69.0,69,64,,1.103,1.8855,2.2517,2.0839,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Joel Edmundson 2020,Joel Edmundson,2020,D,26.259,77,221,67.0,69.0,69.0,64,80,1.103,1.8855,2.2517,2.0839,2.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Edmundson 2021,Joel Edmundson,2021,D,27.262,77,221,69.0,69.0,64.0,80,80,1.8855,2.2517,2.0839,2.776,2.3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Edmundson 2022,Joel Edmundson,2022,D,28.261,77,221,69.0,64.0,80.0,80,24,2.2517,2.0839,2.776,2.3088,2.4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Edmundson 2023,Joel Edmundson,2023,D,29.26,77,221,64.0,80.0,80.0,24,61,2.0839,2.776,2.3088,2.4306,3.3202,0.0,0.0,0.0,0.0,0.2962,0.0,0.0,0.0,0.0,0.0
Adam Larsson 2017,Adam Larsson,2017,D,23.886,75,209,63.0,26.0,64.0,82,79,1.1514,0.9013,3.1641,3.3533,1.5996,0.0,0.0,0.2963,0.0,0.0,0.0,0.0,0.5926,0.2182,0.0
Adam Larsson 2018,Adam Larsson,2018,D,24.885,75,209,26.0,64.0,82.0,79,63,0.9013,3.1641,3.3533,1.5996,2.4135,0.0,0.2963,0.0,0.0,0.0,0.0,0.5926,0.2182,0.0,0.0
Adam Larsson 2019,Adam Larsson,2019,D,25.884,75,209,64.0,82.0,79.0,63,82,3.1641,3.3533,1.5996,2.4135,2.0163,0.2963,0.0,0.0,0.0,0.3629,0.5926,0.2182,0.0,0.0,0.0
