,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Jakob Silfverberg 2021,Jakob Silfverberg,2021,R,29.969,73,207,79.0,77.0,73.0,77,68,1.6293,1.6991,1.7032,1.6818,1.9887,0.3103499999999999
Jakob Silfverberg 2022,Jakob Silfverberg,2022,R,30.969,73,207,77.0,73.0,77.0,68,53,1.6991,1.7032,1.6818,1.9887,2.1604,0.3922000000000001
Jakob Silfverberg 2023,Jakob Silfverberg,2023,R,31.968,73,207,73.0,77.0,68.0,53,81,1.7032,1.6818,1.9887,2.1604,2.6605,0.7769749999999997
John Tavares 2012,John Tavares,2012,C,21.03,73,216,,,82.0,79,82,,,0.0715,0.1759,0.0957,-0.02800000000000001
John Tavares 2013,John Tavares,2013,C,22.032,73,216,,82.0,79.0,82,82,,0.0715,0.1759,0.0957,0.1611,0.046733333333333335
John Tavares 2014,John Tavares,2014,C,23.031,73,216,82.0,79.0,82.0,82,59,0.0715,0.1759,0.0957,0.1611,0.1898,0.06375
John Tavares 2015,John Tavares,2015,C,24.031,73,216,79.0,82.0,82.0,59,82,0.1759,0.0957,0.1611,0.1898,0.0386,-0.11702499999999999
John Tavares 2016,John Tavares,2016,C,25.03,73,216,82.0,82.0,59.0,82,78,0.0957,0.1611,0.1898,0.0386,0.0468,-0.07449999999999998
John Tavares 2017,John Tavares,2017,C,26.032,73,216,82.0,59.0,82.0,78,77,0.1611,0.1898,0.0386,0.0468,0.9288,0.8197249999999999
John Tavares 2018,John Tavares,2018,C,27.032,73,216,59.0,82.0,78.0,77,82,0.1898,0.0386,0.0468,0.9288,1.5596,1.2586000000000002
John Tavares 2019,John Tavares,2019,C,28.031,73,216,82.0,78.0,77.0,82,82,0.0386,0.0468,0.9288,1.5596,0.199,-0.44444999999999996
John Tavares 2020,John Tavares,2020,C,29.03,73,216,78.0,77.0,82.0,82,74,0.0468,0.9288,1.5596,0.199,0.0392,-0.64435
John Tavares 2021,John Tavares,2021,C,30.032,73,216,77.0,82.0,82.0,74,82,0.9288,1.5596,0.199,0.0392,0.0396,-0.64205
John Tavares 2022,John Tavares,2022,C,31.032,73,216,82.0,82.0,74.0,82,79,1.5596,0.199,0.0392,0.0396,0.0175,-0.44185
John Tavares 2023,John Tavares,2023,C,32.031,73,216,82.0,74.0,82.0,79,80,0.199,0.0392,0.0396,0.0175,0.0112,-0.062625
Matt Duchene 2012,Matt Duchene,2012,C,20.707,71,195,,,81.0,80,58,,,0.4344,0.076,0.0601,-0.1951
Matt Duchene 2013,Matt Duchene,2013,C,21.709,71,195,,81.0,80.0,58,80,,0.4344,0.076,0.0601,2.2415,2.051333333333333
Matt Duchene 2014,Matt Duchene,2014,C,22.708,71,195,81.0,80.0,58.0,80,71,0.4344,0.076,0.0601,2.2415,0.277,-0.42599999999999993
Matt Duchene 2015,Matt Duchene,2015,C,23.708,71,195,80.0,58.0,80.0,71,82,0.076,0.0601,2.2415,0.277,0.1604,-0.50325
Matt Duchene 2016,Matt Duchene,2016,C,24.707,71,195,58.0,80.0,71.0,82,76,0.0601,2.2415,0.277,0.1604,0.2004,-0.48434999999999995
Matt Duchene 2017,Matt Duchene,2017,C,25.709,71,195,80.0,71.0,82.0,76,77,2.2415,0.277,0.1604,0.2004,0.9342,0.2143750000000001
Matt Duchene 2018,Matt Duchene,2018,C,26.708,71,195,71.0,82.0,76.0,77,82,0.277,0.1604,0.2004,0.9342,0.2577,-0.13530000000000003
Matt Duchene 2019,Matt Duchene,2019,C,27.708,71,195,82.0,76.0,77.0,82,73,0.1604,0.2004,0.9342,0.2577,0.1694,-0.218775
Matt Duchene 2020,Matt Duchene,2020,C,28.707,71,195,76.0,77.0,82.0,73,77,0.2004,0.9342,0.2577,0.1694,0.0576,-0.33282500000000004
Matt Duchene 2021,Matt Duchene,2021,C,29.709,71,195,77.0,82.0,73.0,77,48,0.9342,0.2577,0.1694,0.0576,0.0288,-0.325925
Matt Duchene 2022,Matt Duchene,2022,C,30.709,71,195,82.0,73.0,77.0,48,78,0.2577,0.1694,0.0576,0.0288,0.0344,-0.09397499999999999
Matt Duchene 2023,Matt Duchene,2023,C,31.708,71,195,73.0,77.0,48.0,78,71,0.1694,0.0576,0.0288,0.0344,0.0239,-0.04865
Evander Kane 2012,Evander Kane,2012,L,20.165,74,210,,,66.0,73,74,,,1.1465,0.8454,0.0466,-0.9493500000000001
Evander Kane 2013,Evander Kane,2013,L,21.167,74,210,,66.0,73.0,74,82,,1.1465,0.8454,0.0466,0.9951,0.3156
Evander Kane 2014,Evander Kane,2014,L,22.166,74,210,66.0,73.0,74.0,82,63,1.1465,0.8454,0.0466,0.9951,1.8362,1.0777999999999999
Evander Kane 2018,Evander Kane,2018,L,26.166,74,210,63.0,37.0,65.0,70,78,1.8362,1.8302,1.1236,1.3067,0.7062,-0.817975
Evander Kane 2019,Evander Kane,2019,L,27.166,74,210,37.0,65.0,70.0,78,75,1.8302,1.1236,1.3067,0.7062,0.9978,-0.24387500000000006
Evander Kane 2020,Evander Kane,2020,L,28.165,74,210,65.0,70.0,78.0,75,75,1.1236,1.3067,0.7062,0.9978,1.3698,0.336225
Evander Kane 2021,Evander Kane,2021,L,29.167,74,210,70.0,78.0,75.0,75,82,1.3067,0.7062,0.9978,1.3698,1.7869,0.691775
Evander Kane 2022,Evander Kane,2022,L,30.166,74,210,78.0,75.0,75.0,82,43,0.7062,0.9978,1.3698,1.7869,0.3953,-0.8198749999999999
Evander Kane 2023,Evander Kane,2023,L,31.166,74,210,75.0,75.0,82.0,43,41,0.9978,1.3698,1.7869,0.3953,0.828,-0.3094499999999999
Brayden Schenn 2014,Brayden Schenn,2014,C,22.111,73,199,1.0,8.0,54.0,80,82,0.2833,0.1313,0.1022,0.073,0.164,0.01655000000000001
Brayden Schenn 2015,Brayden Schenn,2015,C,23.111,73,199,8.0,54.0,80.0,82,82,0.1313,0.1022,0.073,0.164,0.0415,-0.076125
Brayden Schenn 2016,Brayden Schenn,2016,C,24.11,73,199,54.0,80.0,82.0,82,80,0.1022,0.073,0.164,0.0415,0.0123,-0.08287499999999999
Brayden Schenn 2017,Brayden Schenn,2017,C,25.112,73,199,80.0,82.0,82.0,80,79,0.073,0.164,0.0415,0.0123,0.0124,-0.0603
Brayden Schenn 2018,Brayden Schenn,2018,C,26.112,73,199,82.0,82.0,80.0,79,82,0.164,0.0415,0.0123,0.0124,0.564,0.50645
Brayden Schenn 2019,Brayden Schenn,2019,C,27.111,73,199,82.0,80.0,79.0,82,72,0.0415,0.0123,0.0124,0.564,0.6125,0.4549500000000001
Brayden Schenn 2020,Brayden Schenn,2020,C,28.11,73,199,80.0,79.0,82.0,72,83,0.0123,0.0124,0.564,0.6125,0.2192,-0.0811
Brayden Schenn 2021,Brayden Schenn,2021,C,29.112,73,199,79.0,82.0,72.0,83,82,0.0124,0.564,0.6125,0.2192,0.6473,0.295275
Brayden Schenn 2022,Brayden Schenn,2022,C,30.112,73,199,82.0,72.0,83.0,82,62,0.564,0.6125,0.2192,0.6473,0.4852,-0.025550000000000017
Brayden Schenn 2023,Brayden Schenn,2023,C,31.111,73,199,72.0,83.0,82.0,62,82,0.6125,0.2192,0.6473,0.4852,0.7329,0.24185
Nazem Kadri 2015,Nazem Kadri,2015,C,23.987,72,185,29.0,21.0,82.0,78,73,0.0052,0.0111,0.1993,0.1489,0.1705,0.07937500000000001
Nazem Kadri 2016,Nazem Kadri,2016,C,24.986,72,185,21.0,82.0,78.0,73,76,0.0111,0.1993,0.1489,0.1705,0.0794,-0.053050000000000014
Nazem Kadri 2017,Nazem Kadri,2017,C,25.988,72,185,82.0,78.0,73.0,76,82,0.1993,0.1489,0.1705,0.0794,0.0467,-0.10282500000000003
Nazem Kadri 2018,Nazem Kadri,2018,C,26.988,72,185,78.0,73.0,76.0,82,80,0.1489,0.1705,0.0794,0.0467,0.0087,-0.102675
Nazem Kadri 2019,Nazem Kadri,2019,C,27.987,72,185,73.0,76.0,82.0,80,73,0.1705,0.0794,0.0467,0.0087,0.0123,-0.064025
Nazem Kadri 2020,Nazem Kadri,2020,C,28.986,72,185,76.0,82.0,80.0,73,60,0.0794,0.0467,0.0087,0.0123,0.1529,0.116125
Nazem Kadri 2021,Nazem Kadri,2021,C,29.989,72,185,82.0,80.0,73.0,60,82,0.0467,0.0087,0.0123,0.1529,0.0545,-0.0006500000000000047
Nazem Kadri 2022,Nazem Kadri,2022,C,30.988,72,185,80.0,73.0,60.0,82,71,0.0087,0.0123,0.1529,0.0545,0.4739,0.4168
Nazem Kadri 2023,Nazem Kadri,2023,C,31.987,72,185,73.0,60.0,82.0,71,82,0.0123,0.1529,0.0545,0.4739,0.1291,-0.044300000000000006
Zack Kassian 2014,Zack Kassian,2014,R,22.686,75,211,,,44.0,66,73,,,0.0027,,0.0119,0.0092
Zack Kassian 2015,Zack Kassian,2015,R,23.686,75,211,,44.0,66.0,73,42,,0.0027,,0.0119,0.0175,0.0102
Zack Kassian 2019,Zack Kassian,2019,R,27.686,75,211,42.0,36.0,79.0,74,79,0.0175,0.1815,1.1032,1.4725,1.2555,0.5618250000000001
Zack Kassian 2020,Zack Kassian,2020,R,28.685,75,211,36.0,79.0,74.0,79,69,0.1815,1.1032,1.4725,1.2555,0.0647,-0.938475
Chris Kreider 2016,Chris Kreider,2016,L,24.422,75,230,,39.0,66.0,80,79,,0.0022,0.0278,0.0008,0.0089,-0.001366666666666667
Chris Kreider 2017,Chris Kreider,2017,L,25.424,75,230,39.0,66.0,80.0,79,75,0.0022,0.0278,0.0008,0.0089,0.0078,-0.002125
Chris Kreider 2018,Chris Kreider,2018,L,26.424,75,230,66.0,80.0,79.0,75,58,0.0278,0.0008,0.0089,0.0078,0.027,0.015675
Chris Kreider 2019,Chris Kreider,2019,L,27.423,75,230,80.0,79.0,75.0,58,79,0.0008,0.0089,0.0078,0.027,0.0671,0.05597500000000001
Chris Kreider 2020,Chris Kreider,2020,L,28.422,75,230,79.0,75.0,58.0,79,74,0.0089,0.0078,0.027,0.0671,0.0526,0.0249
Chris Kreider 2021,Chris Kreider,2021,L,29.424,75,230,75.0,58.0,79.0,74,73,0.0078,0.027,0.0671,0.0526,0.508,0.469375
Chris Kreider 2022,Chris Kreider,2022,L,30.424,75,230,58.0,79.0,74.0,73,81,0.027,0.0671,0.0526,0.508,1.486,1.322325
Chris Kreider 2023,Chris Kreider,2023,L,31.423,75,230,79.0,74.0,73.0,81,79,0.0671,0.0526,0.508,1.486,1.6496,1.121175
Reilly Smith 2015,Reilly Smith,2015,R,23.502,73,185,,3.0,63.0,82,81,,0.1333,0.3986,0.0079,0.0128,-0.16713333333333333
Reilly Smith 2016,Reilly Smith,2016,R,24.502,73,185,3.0,63.0,82.0,81,82,0.1333,0.3986,0.0079,0.0128,2.3093,2.17115
Reilly Smith 2017,Reilly Smith,2017,R,25.504,73,185,63.0,82.0,81.0,82,80,0.3986,0.0079,0.0128,2.3093,1.7104,1.0282499999999999
Reilly Smith 2018,Reilly Smith,2018,R,26.503,73,185,82.0,81.0,82.0,80,67,0.0079,0.0128,2.3093,1.7104,1.6948,0.6847000000000001
Reilly Smith 2019,Reilly Smith,2019,R,27.502,73,185,81.0,82.0,80.0,67,74,0.0128,2.3093,1.7104,1.6948,1.5417,0.10987500000000017
Reilly Smith 2020,Reilly Smith,2020,R,28.502,73,185,82.0,80.0,67.0,74,83,2.3093,1.7104,1.6948,1.5417,1.9063,0.09225000000000017
Reilly Smith 2021,Reilly Smith,2021,R,29.504,73,185,80.0,67.0,74.0,83,77,1.7104,1.6948,1.5417,1.9063,1.6761,-0.03720000000000012
Reilly Smith 2022,Reilly Smith,2022,R,30.503,73,185,67.0,74.0,83.0,77,56,1.6948,1.5417,1.9063,1.6761,1.7652,0.060475000000000056
Reilly Smith 2023,Reilly Smith,2023,R,31.503,73,185,74.0,83.0,77.0,56,78,1.5417,1.9063,1.6761,1.7652,1.3199,-0.40242500000000003
Tomas Tatar 2016,Tomas Tatar,2016,L,24.833,70,173,,30.0,73.0,82,81,,,0.0148,0.0116,0.0014,-0.0118
Tomas Tatar 2017,Tomas Tatar,2017,L,25.835,70,173,30.0,73.0,82.0,81,82,,0.0148,0.0116,0.0014,0.0201,0.010833333333333334
Tomas Tatar 2018,Tomas Tatar,2018,L,26.834,70,173,73.0,82.0,81.0,82,82,0.0148,0.0116,0.0014,0.0201,0.0327,0.020725
Tomas Tatar 2019,Tomas Tatar,2019,L,27.834,70,173,82.0,81.0,82.0,82,80,0.0116,0.0014,0.0201,0.0327,0.0346,0.01815
Tomas Tatar 2020,Tomas Tatar,2020,L,28.833,70,173,81.0,82.0,82.0,80,80,0.0014,0.0201,0.0327,0.0346,0.0539,0.031700000000000006
Tomas Tatar 2021,Tomas Tatar,2021,L,29.835,70,173,82.0,82.0,80.0,80,73,0.0201,0.0327,0.0346,0.0539,0.036,0.000674999999999995
Tomas Tatar 2022,Tomas Tatar,2022,L,30.835,70,173,82.0,80.0,80.0,73,76,0.0327,0.0346,0.0539,0.036,0.0077,-0.0316
Tomas Tatar 2023,Tomas Tatar,2023,L,31.834,70,173,80.0,80.0,73.0,76,82,0.0346,0.0539,0.036,0.0077,0.0014,-0.031650000000000005
Marcus Foligno 2015,Marcus Foligno,2015,L,23.144,75,226,,14.0,80.0,74,57,,0.0333,0.1613,1.12,1.374,0.9358000000000001
Marcus Foligno 2016,Marcus Foligno,2016,L,24.143,75,226,14.0,80.0,74.0,57,75,0.0333,0.1613,1.12,1.374,0.4196,-0.25255000000000005
Marcus Foligno 2017,Marcus Foligno,2017,L,25.145,75,226,80.0,74.0,57.0,75,80,0.1613,1.12,1.374,0.4196,1.17,0.4012749999999998
Marcus Foligno 2018,Marcus Foligno,2018,L,26.144,75,226,74.0,57.0,75.0,80,77,1.12,1.374,0.4196,1.17,0.0032,-1.0177
Marcus Foligno 2019,Marcus Foligno,2019,L,27.144,75,226,57.0,75.0,80.0,77,82,1.374,0.4196,1.17,0.0032,1.8152,1.0735
Marcus Foligno 2020,Marcus Foligno,2020,L,28.143,75,226,75.0,80.0,77.0,82,69,0.4196,1.17,0.0032,1.8152,1.8175,0.9654999999999999
Marcus Foligno 2021,Marcus Foligno,2021,L,29.145,75,226,80.0,77.0,82.0,69,57,1.17,0.0032,1.8152,1.8175,1.4479,0.24642500000000012
Marcus Foligno 2022,Marcus Foligno,2022,L,30.145,75,226,77.0,82.0,69.0,57,74,0.0032,1.8152,1.8175,1.4479,1.8608,0.58985
Marcus Foligno 2023,Marcus Foligno,2023,L,31.144,75,226,82.0,69.0,57.0,74,65,1.8152,1.8175,1.4479,1.8608,1.0464,-0.68895
Craig Smith 2014,Craig Smith,2014,C,24.072,72,204,,,72.0,75,79,,,0.0391,0.0004,0.0215,0.001749999999999998
Craig Smith 2015,Craig Smith,2015,C,25.071,72,204,,72.0,75.0,79,82,,0.0391,0.0004,0.0215,0.0108,-0.009533333333333335
Craig Smith 2016,Craig Smith,2016,C,26.071,72,204,72.0,75.0,79.0,82,82,0.0391,0.0004,0.0215,0.0108,0.0386,0.02065
Craig Smith 2017,Craig Smith,2017,C,27.073,72,204,75.0,79.0,82.0,82,78,0.0004,0.0215,0.0108,0.0386,0.0162,-0.0016250000000000014
Craig Smith 2018,Craig Smith,2018,C,28.072,72,204,79.0,82.0,82.0,78,79,0.0215,0.0108,0.0386,0.0162,0.0253,0.0035250000000000004
Craig Smith 2019,Craig Smith,2019,C,29.071,72,204,82.0,82.0,78.0,79,76,0.0108,0.0386,0.0162,0.0253,0.0204,-0.0023250000000000007
Craig Smith 2020,Craig Smith,2020,C,30.071,72,204,82.0,78.0,79.0,76,81,0.0386,0.0162,0.0253,0.0204,0.0261,0.0009750000000000002
Craig Smith 2021,Craig Smith,2021,C,31.073,72,204,78.0,79.0,76.0,81,79,0.0162,0.0253,0.0204,0.0261,0.0306,0.0086
Craig Smith 2022,Craig Smith,2022,C,32.072,72,204,79.0,76.0,81.0,79,74,0.0253,0.0204,0.0261,0.0306,0.0401,0.014499999999999996
Craig Smith 2023,Craig Smith,2023,C,33.071,72,204,76.0,81.0,79.0,74,64,0.0204,0.0261,0.0306,0.0401,0.0135,-0.0158
Casey Cizikas 2015,Casey Cizikas,2015,C,23.593,71,190,,15.0,76.0,80,70,,0.1822,0.7485,2.4246,1.4383,0.3198666666666665
Casey Cizikas 2016,Casey Cizikas,2016,C,24.592,71,190,15.0,76.0,80.0,70,80,0.1822,0.7485,2.4246,1.4383,2.1854,0.9870000000000001
Casey Cizikas 2017,Casey Cizikas,2017,C,25.594,71,190,76.0,80.0,70.0,80,59,0.7485,2.4246,1.4383,2.1854,2.1477,0.4484999999999999
Casey Cizikas 2018,Casey Cizikas,2018,C,26.593,71,190,80.0,70.0,80.0,59,64,2.4246,1.4383,2.1854,2.1477,2.3018,0.25280000000000014
Casey Cizikas 2019,Casey Cizikas,2019,C,27.593,71,190,70.0,80.0,59.0,64,73,1.4383,2.1854,2.1477,2.3018,1.9434,-0.07489999999999997
Casey Cizikas 2020,Casey Cizikas,2020,C,28.592,71,190,80.0,59.0,64.0,73,56,2.1854,2.1477,2.3018,1.9434,2.3212,0.17662500000000003
Casey Cizikas 2021,Casey Cizikas,2021,C,29.594,71,190,59.0,64.0,73.0,56,82,2.1477,2.3018,1.9434,2.3212,1.6714,-0.507125
Casey Cizikas 2022,Casey Cizikas,2022,C,30.594,71,190,64.0,73.0,56.0,82,74,2.3018,1.9434,2.3212,1.6714,1.8354,-0.22405000000000008
Casey Cizikas 2023,Casey Cizikas,2023,C,31.593,71,190,73.0,56.0,82.0,74,81,1.9434,2.3212,1.6714,1.8354,1.8912,-0.051649999999999974
Nicolas Deslauriers 2017,Nicolas Deslauriers,2017,L,25.608,73,220,,17.0,82.0,70,42,,0.0333,0.663,0.1183,0.031,-0.24053333333333335
Nicolas Deslauriers 2018,Nicolas Deslauriers,2018,L,26.607,73,220,17.0,82.0,70.0,42,58,0.0333,0.663,0.1183,0.031,1.0618,0.8504
Nicolas Deslauriers 2019,Nicolas Deslauriers,2019,L,27.607,73,220,82.0,70.0,42.0,58,48,0.663,0.1183,0.031,1.0618,0.409,-0.05952500000000005
Nicolas Deslauriers 2020,Nicolas Deslauriers,2020,L,28.606,73,220,70.0,42.0,58.0,48,69,0.1183,0.031,1.0618,0.409,0.0314,-0.37362500000000004
Nicolas Deslauriers 2021,Nicolas Deslauriers,2021,L,29.608,73,220,42.0,58.0,48.0,69,71,0.031,1.0618,0.409,0.0314,0.152,-0.23130000000000003
Nicolas Deslauriers 2022,Nicolas Deslauriers,2022,L,30.607,73,220,58.0,48.0,69.0,71,81,1.0618,0.409,0.0314,0.152,1.2179,0.8043499999999999
Nicolas Deslauriers 2023,Nicolas Deslauriers,2023,L,31.607,73,220,48.0,69.0,71.0,81,80,0.409,0.0314,0.152,1.2179,0.8348,0.382225
Erik Haula 2016,Erik Haula,2016,L,24.526,71,191,,,46.0,72,76,,,1.1094,2.137,1.7467,0.12349999999999994
Erik Haula 2017,Erik Haula,2017,L,25.528,71,191,,46.0,72.0,76,72,,1.1094,2.137,1.7467,1.0718,-0.5925666666666665
Erik Haula 2018,Erik Haula,2018,L,26.528,71,191,46.0,72.0,76.0,72,76,1.1094,2.137,1.7467,1.0718,0.5404,-0.9758249999999999
Erik Haula 2022,Erik Haula,2022,L,30.528,71,191,76.0,15.0,56.0,73,78,0.5404,0.15,0.7628,1.9353,0.7532,-0.09392500000000004
Erik Haula 2023,Erik Haula,2023,L,31.527,71,191,15.0,56.0,73.0,78,80,0.15,0.7628,1.9353,0.7532,1.94,1.039675
Anders Lee 2017,Anders Lee,2017,L,26.248,75,235,3.0,22.0,76.0,80,81,,0.0485,0.0476,0.0287,0.008,-0.0336
Anders Lee 2018,Anders Lee,2018,L,27.248,75,235,22.0,76.0,80.0,81,82,0.0485,0.0476,0.0287,0.008,0.0136,-0.0196
Anders Lee 2019,Anders Lee,2019,L,28.247,75,235,76.0,80.0,81.0,82,82,0.0476,0.0287,0.008,0.0136,0.024,-0.00047499999999999973
Anders Lee 2020,Anders Lee,2020,L,29.247,75,235,80.0,81.0,82.0,82,80,0.0287,0.008,0.0136,0.024,0.0304,0.011824999999999999
Nic Dowd 2019,Nic Dowd,2019,C,28.348,73,193,,5.0,70.0,56,64,,0.4633,0.056,1.1336,1.6523,1.1013333333333335
Nic Dowd 2020,Nic Dowd,2020,C,29.348,73,193,5.0,70.0,56.0,64,66,0.4633,0.056,1.1336,1.6523,2.494,1.6677000000000002
Nic Dowd 2021,Nic Dowd,2021,C,30.35,73,193,70.0,56.0,64.0,66,82,0.056,1.1336,1.6523,2.494,2.3571,1.0231249999999998
Nic Dowd 2022,Nic Dowd,2022,C,31.349,73,193,56.0,64.0,66.0,82,64,1.1336,1.6523,2.494,2.3571,1.9497,0.040449999999999875
Nic Dowd 2023,Nic Dowd,2023,C,32.349,73,193,64.0,66.0,82.0,64,65,1.6523,2.494,2.3571,1.9497,2.3833,0.27002499999999996
Mats Zuccarello 2016,Mats Zuccarello,2016,R,28.083,68,181,10.0,25.0,77.0,78,81,0.0633,0.01,0.5764,0.3803,0.1245,-0.133
Mats Zuccarello 2017,Mats Zuccarello,2017,R,29.085,68,181,25.0,77.0,78.0,81,80,0.01,0.5764,0.3803,0.1245,0.4327,0.1599
Mats Zuccarello 2018,Mats Zuccarello,2018,R,30.084,68,181,77.0,78.0,81.0,80,80,0.5764,0.3803,0.1245,0.4327,1.1213,0.742825
Mats Zuccarello 2019,Mats Zuccarello,2019,R,31.084,68,181,78.0,81.0,80.0,80,48,0.3803,0.1245,0.4327,1.1213,1.5219,1.0072
Mats Zuccarello 2020,Mats Zuccarello,2020,R,32.083,68,181,81.0,80.0,80.0,48,76,0.1245,0.4327,1.1213,1.5219,0.0562,-0.7439
Mats Zuccarello 2021,Mats Zuccarello,2021,R,33.085,68,181,80.0,80.0,48.0,76,61,0.4327,1.1213,1.5219,0.0562,0.006,-0.777025
Mats Zuccarello 2022,Mats Zuccarello,2022,R,34.084,68,181,80.0,48.0,76.0,61,70,1.1213,1.5219,0.0562,0.006,0.0879,-0.58845
Mats Zuccarello 2023,Mats Zuccarello,2023,R,35.084,68,181,48.0,76.0,61.0,70,78,1.5219,0.0562,0.006,0.0879,0.1207,-0.2973
Calle Jarnkrok 2017,Calle Jarnkrok,2017,C,25.019,72,192,,12.0,74.0,81,81,,0.0944,1.5095,1.9564,1.7745,0.5877333333333332
Calle Jarnkrok 2018,Calle Jarnkrok,2018,C,26.019,72,192,12.0,74.0,81.0,81,68,0.0944,1.5095,1.9564,1.7745,2.2929,0.9592
Calle Jarnkrok 2019,Calle Jarnkrok,2019,C,27.018,72,192,74.0,81.0,81.0,68,79,1.5095,1.9564,1.7745,2.2929,1.7675,-0.11582499999999984
Calle Jarnkrok 2020,Calle Jarnkrok,2020,C,28.017,72,192,81.0,81.0,68.0,79,75,1.9564,1.7745,2.2929,1.7675,1.5659,-0.38192499999999985
Calle Jarnkrok 2021,Calle Jarnkrok,2021,C,29.019,72,192,81.0,68.0,79.0,75,70,1.7745,2.2929,1.7675,1.5659,1.9497,0.09949999999999992
Calle Jarnkrok 2022,Calle Jarnkrok,2022,C,30.019,72,192,68.0,79.0,75.0,70,66,2.2929,1.7675,1.5659,1.9497,1.097,-0.7970000000000002
Calle Jarnkrok 2023,Calle Jarnkrok,2023,C,31.018,72,192,79.0,75.0,70.0,66,73,1.7675,1.5659,1.9497,1.097,1.6034,0.0083749999999998
Jason Zucker 2017,Jason Zucker,2017,L,24.71,71,192,34.0,21.0,51.0,71,79,,0.1183,1.1288,0.5005,0.6131,0.03056666666666663
Jason Zucker 2018,Jason Zucker,2018,L,25.709,71,192,21.0,51.0,71.0,79,82,0.1183,1.1288,0.5005,0.6131,0.5992,0.00902499999999995
Jason Zucker 2019,Jason Zucker,2019,L,26.708,71,192,51.0,71.0,79.0,82,81,1.1288,0.5005,0.6131,0.5992,0.1831,-0.5272999999999999
Jason Zucker 2020,Jason Zucker,2020,L,27.708,71,192,71.0,79.0,82.0,81,70,0.5005,0.6131,0.5992,0.1831,0.1389,-0.335075
Jason Zucker 2021,Jason Zucker,2021,L,28.71,71,192,79.0,82.0,81.0,70,55,0.6131,0.5992,0.1831,0.1389,0.0351,-0.348475
Jason Zucker 2022,Jason Zucker,2022,L,29.709,71,192,82.0,81.0,70.0,55,41,0.5992,0.1831,0.1389,0.0351,0.0459,-0.19317499999999999
Jason Zucker 2023,Jason Zucker,2023,L,30.709,71,192,81.0,70.0,55.0,41,78,0.1831,0.1389,0.0351,0.0459,0.0064,-0.09435
Tyler Toffoli 2016,Tyler Toffoli,2016,R,23.437,72,203,,17.0,62.0,76,82,,,0.0828,0.9893,1.2744,0.73835
Tyler Toffoli 2017,Tyler Toffoli,2017,R,24.439,72,203,17.0,62.0,76.0,82,63,,0.0828,0.9893,1.2744,1.0532,0.27103333333333324
Tyler Toffoli 2018,Tyler Toffoli,2018,R,25.438,72,203,62.0,76.0,82.0,63,82,0.0828,0.9893,1.2744,1.0532,0.4654,-0.38452499999999995
Tyler Toffoli 2019,Tyler Toffoli,2019,R,26.437,72,203,76.0,82.0,63.0,82,82,0.9893,1.2744,1.0532,0.4654,1.2872,0.34162499999999996
Tyler Toffoli 2020,Tyler Toffoli,2020,R,27.437,72,203,82.0,63.0,82.0,82,80,1.2744,1.0532,0.4654,1.2872,0.9208,-0.09924999999999995
Tyler Toffoli 2021,Tyler Toffoli,2021,R,28.439,72,203,63.0,82.0,82.0,80,76,1.0532,0.4654,1.2872,0.9208,0.784,-0.14764999999999995
Tyler Toffoli 2022,Tyler Toffoli,2022,R,29.438,72,203,82.0,82.0,80.0,76,74,0.4654,1.2872,0.9208,0.784,1.0941,0.22975000000000012
Tyler Toffoli 2023,Tyler Toffoli,2023,R,30.438,72,203,82.0,80.0,76.0,74,82,1.2872,0.9208,0.784,1.0941,0.611,-0.41052500000000003
Evgeny Kuznetsov 2017,Evgeny Kuznetsov,2017,C,24.37,74,207,,17.0,80.0,82,82,,0.0206,0.0448,0.0325,0.0364,0.003766666666666668
Evgeny Kuznetsov 2018,Evgeny Kuznetsov,2018,C,25.37,74,207,17.0,80.0,82.0,82,79,0.0206,0.0448,0.0325,0.0364,0.0593,0.025724999999999998
Evgeny Kuznetsov 2019,Evgeny Kuznetsov,2019,C,26.369,74,207,80.0,82.0,82.0,79,76,0.0448,0.0325,0.0364,0.0593,0.2193,0.17604999999999998
Evgeny Kuznetsov 2020,Evgeny Kuznetsov,2020,C,27.368,74,207,82.0,82.0,79.0,76,74,0.0325,0.0364,0.0593,0.2193,0.0622,-0.024674999999999996
Evgeny Kuznetsov 2021,Evgeny Kuznetsov,2021,C,28.37,74,207,82.0,79.0,76.0,74,60,0.0364,0.0593,0.2193,0.0622,0.0553,-0.03899999999999999
Evgeny Kuznetsov 2022,Evgeny Kuznetsov,2022,C,29.37,74,207,79.0,76.0,74.0,60,79,0.0593,0.2193,0.0622,0.0553,1.1281,1.0290750000000002
Evgeny Kuznetsov 2023,Evgeny Kuznetsov,2023,C,30.369,74,207,76.0,74.0,60.0,79,81,0.2193,0.0622,0.0553,1.1281,1.2521,0.885875
Charlie Coyle 2015,Charlie Coyle,2015,C,22.582,75,223,,,63.0,70,82,,,0.4288,0.1519,0.0522,-0.23815
Charlie Coyle 2016,Charlie Coyle,2016,C,23.582,75,223,,63.0,70.0,82,82,,0.4288,0.1519,0.0522,0.5516,0.34063333333333334
