,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Dylan Strome 2022,Dylan Strome,2022,C,24.57,75,200,21.0,78.0,68.0,58,69,0.023,0.0235,0.0494,0.0688,0.0365,-0.0046750000000000055
Dylan Strome 2023,Dylan Strome,2023,C,25.569,75,200,78.0,68.0,58.0,69,81,0.0235,0.0494,0.0688,0.0365,0.0414,-0.00315
Brock Boeser 2020,Brock Boeser,2020,R,22.596,73,208,,9.0,62.0,69,67,,,0.0298,0.0464,0.0383,0.00020000000000000573
Brock Boeser 2021,Brock Boeser,2021,R,23.598,73,208,9.0,62.0,69.0,67,82,,0.0298,0.0464,0.0383,0.0711,0.03293333333333333
Brock Boeser 2022,Brock Boeser,2022,R,24.598,73,208,62.0,69.0,67.0,82,71,0.0298,0.0464,0.0383,0.0711,0.034,-0.012399999999999994
Brock Boeser 2023,Brock Boeser,2023,R,25.597,73,208,69.0,67.0,82.0,71,74,0.0464,0.0383,0.0711,0.034,0.0133,-0.03415
Mathew Barzal 2020,Mathew Barzal,2020,C,22.35,73,190,,2.0,82.0,82,80,,,0.0331,0.0671,0.0282,-0.021900000000000006
Mathew Barzal 2021,Mathew Barzal,2021,C,23.352,73,190,2.0,82.0,82.0,80,80,,0.0331,0.0671,0.0282,0.0536,0.010799999999999997
Mathew Barzal 2022,Mathew Barzal,2022,C,24.351,73,190,82.0,82.0,80.0,80,73,0.0331,0.0671,0.0282,0.0536,0.0322,-0.0133
Mathew Barzal 2023,Mathew Barzal,2023,C,25.35,73,190,82.0,80.0,80.0,73,58,0.0671,0.0282,0.0536,0.0322,0.0422,-0.0030750000000000013
Roope Hintz 2021,Roope Hintz,2021,C,23.872,75,215,,,58.0,70,60,,,0.2718,0.3581,1.2325,0.91755
Roope Hintz 2022,Roope Hintz,2022,C,24.871,75,215,,58.0,70.0,60,80,,0.2718,0.3581,1.2325,1.1746,0.5538000000000001
Roope Hintz 2023,Roope Hintz,2023,C,25.871,75,215,58.0,70.0,60.0,80,73,0.2718,0.3581,1.2325,1.1746,0.8808,0.12155000000000005
Austin Wagner 2021,Austin Wagner,2021,L,23.275,73,195,,,62.0,76,64,,,,0.0321,0.033,0.000900000000000005
Jack Roslovic 2021,Jack Roslovic,2021,C,23.672,73,200,1.0,31.0,77.0,83,70,,,0.016,0.0113,0.0997,0.08605
Jack Roslovic 2022,Jack Roslovic,2022,C,24.671,73,200,31.0,77.0,83.0,70,81,,0.016,0.0113,0.0997,0.772,0.7296666666666667
Jack Roslovic 2023,Jack Roslovic,2023,C,25.671,73,200,77.0,83.0,70.0,81,77,0.016,0.0113,0.0997,0.772,1.6316,1.40685
Nicolas Roy 2023,Nicolas Roy,2023,C,25.652,76,202,6.0,33.0,73.0,78,65,0.0972,0.547,0.806,1.3335,1.2313,0.535375
Anthony Beauvillier 2019,Anthony Beauvillier,2019,L,21.315,71,180,,,66.0,71,81,,,0.0465,0.7507,0.0086,-0.39
Anthony Beauvillier 2020,Anthony Beauvillier,2020,L,22.314,71,180,,66.0,71.0,81,80,,0.0465,0.7507,0.0086,0.6289,0.3603
Anthony Beauvillier 2021,Anthony Beauvillier,2021,L,23.316,71,180,66.0,71.0,81.0,80,68,0.0465,0.7507,0.0086,0.6289,0.4007,0.04202499999999998
Anthony Beauvillier 2022,Anthony Beauvillier,2022,L,24.316,71,180,71.0,81.0,80.0,68,75,0.7507,0.0086,0.6289,0.4007,0.3942,-0.053025000000000044
Anthony Beauvillier 2023,Anthony Beauvillier,2023,L,25.315,71,180,81.0,80.0,68.0,75,82,0.0086,0.6289,0.4007,0.3942,0.2992,-0.05890000000000001
Daniel Sprong 2023,Daniel Sprong,2023,R,25.542,72,202,63.0,9.0,61.0,63,66,0.0135,,0.0377,0.0024,0.0141,-0.0037666666666666664
Mathieu Joseph 2021,Mathieu Joseph,2021,R,23.642,73,187,,,70.0,43,82,,,0.6824,0.8,0.5399,-0.20130000000000003
Mathieu Joseph 2022,Mathieu Joseph,2022,R,24.641,73,187,,70.0,43.0,82,69,,0.6824,0.8,0.5399,1.9952,1.3211
Mathieu Joseph 2023,Mathieu Joseph,2023,R,25.641,73,187,70.0,43.0,82.0,69,56,0.6824,0.8,0.5399,1.9952,2.5024,1.4980250000000002
Lawson Crouse 2021,Lawson Crouse,2021,L,23.275,76,215,72.0,11.0,81.0,77,74,1.5037,0.3288,1.2936,1.4149,2.0101,0.8748499999999999
Lawson Crouse 2022,Lawson Crouse,2022,L,24.274,76,215,11.0,81.0,77.0,74,65,0.3288,1.2936,1.4149,2.0101,1.7423,0.48045000000000004
Lawson Crouse 2023,Lawson Crouse,2023,L,25.274,76,215,81.0,77.0,74.0,65,77,1.2936,1.4149,2.0101,1.7423,2.2567,0.6414749999999998
Mitchell Marner 2019,Mitchell Marner,2019,R,21.408,72,181,,,77.0,82,82,,,0.0781,0.0492,1.352,1.28835
Mitchell Marner 2020,Mitchell Marner,2020,R,22.407,72,181,,77.0,82.0,82,69,,0.0781,0.0492,1.352,2.2322,1.7391
Mitchell Marner 2021,Mitchell Marner,2021,R,23.409,72,181,77.0,82.0,82.0,69,80,0.0781,0.0492,1.352,2.2322,1.9467,1.018825
Mitchell Marner 2022,Mitchell Marner,2022,R,24.409,72,181,82.0,82.0,69.0,80,72,0.0492,1.352,2.2322,1.9467,2.0127,0.617675
Mitchell Marner 2023,Mitchell Marner,2023,R,25.408,72,181,82.0,69.0,80.0,72,80,1.352,2.2322,1.9467,2.0127,2.2862,0.4002999999999999
Joel Eriksson Ek 2020,Joel Eriksson Ek,2020,C,22.67,75,207,,15.0,75.0,58,73,,0.1644,1.0716,1.3894,2.0116,1.1364666666666667
Joel Eriksson Ek 2021,Joel Eriksson Ek,2021,C,23.672,75,207,15.0,75.0,58.0,73,82,0.1644,1.0716,1.3894,2.0116,1.6577,0.49844999999999984
Joel Eriksson Ek 2022,Joel Eriksson Ek,2022,C,24.671,75,207,75.0,58.0,73.0,82,77,1.0716,1.3894,2.0116,1.6577,2.1593,0.626725
Joel Eriksson Ek 2023,Joel Eriksson Ek,2023,C,25.671,75,207,58.0,73.0,82.0,77,78,1.3894,2.0116,1.6577,2.1593,2.0658,0.26129999999999987
Denis Gurianov 2022,Denis Gurianov,2022,R,24.318,75,205,,21.0,75.0,80,73,,,0.019,0.0267,0.0311,0.008249999999999997
Denis Gurianov 2023,Denis Gurianov,2023,R,25.318,75,205,21.0,75.0,80.0,73,66,,0.019,0.0267,0.0311,0.0109,-0.014700000000000001
Jake DeBrusk 2020,Jake DeBrusk,2020,L,22.955,72,197,,,70.0,68,76,,,0.1012,0.2265,0.0354,-0.12845
Jake DeBrusk 2021,Jake DeBrusk,2021,L,23.957,72,197,,70.0,68.0,76,60,,0.1012,0.2265,0.0354,0.7041,0.5830666666666666
Jake DeBrusk 2022,Jake DeBrusk,2022,L,24.956,72,197,70.0,68.0,76.0,60,77,0.1012,0.2265,0.0354,0.7041,0.6299,0.36310000000000003
Jake DeBrusk 2023,Jake DeBrusk,2023,L,25.956,72,197,68.0,76.0,60.0,77,64,0.2265,0.0354,0.7041,0.6299,1.3617,0.9627249999999999
Yakov Trenin 2023,Yakov Trenin,2023,C,25.715,74,201,,24.0,64.0,80,77,,,0.1178,1.6742,2.1794,1.2833999999999999
Anthony Cirelli 2021,Anthony Cirelli,2021,C,23.215,72,189,,18.0,82.0,80,73,,1.4519,2.7138,2.8064,2.0257,-0.29833333333333334
Anthony Cirelli 2022,Anthony Cirelli,2022,C,24.214,72,189,18.0,82.0,80.0,73,76,1.4519,2.7138,2.8064,2.0257,2.1283,-0.12115000000000009
Anthony Cirelli 2023,Anthony Cirelli,2023,C,25.214,72,189,82.0,80.0,73.0,76,58,2.7138,2.8064,2.0257,2.1283,2.3422,-0.0763499999999997
Evan Rodrigues 2020,Evan Rodrigues,2020,C,26.177,71,184,2.0,30.0,48.0,74,53,,1.0711,0.2743,1.6743,0.7526,-0.25396666666666656
Evan Rodrigues 2021,Evan Rodrigues,2021,C,27.179,71,184,30.0,48.0,74.0,53,51,1.0711,0.2743,1.6743,0.7526,0.5648,-0.37827500000000003
Evan Rodrigues 2022,Evan Rodrigues,2022,C,28.179,71,184,48.0,74.0,53.0,51,82,0.2743,1.6743,0.7526,0.5648,0.4226,-0.39390000000000003
Evan Rodrigues 2023,Evan Rodrigues,2023,C,29.178,71,184,74.0,53.0,51.0,82,69,1.6743,0.7526,0.5648,0.4226,0.5304,-0.323175
Artemi Panarin 2018,Artemi Panarin,2018,L,25.923,72,173,,,80.0,82,81,,,0.0135,0.0315,0.0218,-0.0006999999999999992
Artemi Panarin 2019,Artemi Panarin,2019,L,26.922,72,173,,80.0,82.0,81,79,,0.0135,0.0315,0.0218,0.043,0.02073333333333333
Artemi Panarin 2020,Artemi Panarin,2020,L,27.921,72,173,80.0,82.0,81.0,79,81,0.0135,0.0315,0.0218,0.043,0.0732,0.04575
Artemi Panarin 2021,Artemi Panarin,2021,L,28.923,72,173,82.0,81.0,79.0,81,61,0.0315,0.0218,0.043,0.0732,0.0667,0.024325
Artemi Panarin 2022,Artemi Panarin,2022,L,29.923,72,173,81.0,79.0,81.0,61,75,0.0218,0.043,0.0732,0.0667,0.0136,-0.037575
Artemi Panarin 2023,Artemi Panarin,2023,L,30.922,72,173,79.0,81.0,61.0,75,82,0.043,0.0732,0.0667,0.0136,0.0122,-0.03692499999999999
Noel Acciari 2020,Noel Acciari,2020,C,27.834,70,209,19.0,29.0,60.0,72,77,1.2807,0.1799,1.3778,1.5537,2.476,1.377975
Noel Acciari 2021,Noel Acciari,2021,C,28.836,70,209,29.0,60.0,72.0,77,60,0.1799,1.3778,1.5537,2.476,2.6289,1.2320499999999999
Derek Ryan 2019,Derek Ryan,2019,C,31.757,70,185,,6.0,67.0,80,81,,,0.4403,0.3702,1.9171,1.51185
Derek Ryan 2020,Derek Ryan,2020,C,32.757,70,185,6.0,67.0,80.0,81,80,,0.4403,0.3702,1.9171,1.6843,0.7750999999999999
Derek Ryan 2021,Derek Ryan,2021,C,33.759,70,185,67.0,80.0,81.0,80,62,0.4403,0.3702,1.9171,1.6843,1.7539,0.650925
Derek Ryan 2022,Derek Ryan,2022,C,34.758,70,185,80.0,81.0,80.0,62,75,0.3702,1.9171,1.6843,1.7539,1.7336,0.30222499999999997
Derek Ryan 2023,Derek Ryan,2023,C,35.757,70,185,81.0,80.0,62.0,75,80,1.9171,1.6843,1.7539,1.7336,1.2235,-0.5487249999999999
Denis Malgin 2019,Denis Malgin,2019,C,21.701,69,182,,,47.0,51,50,,,0.0057,0.0098,0.5807,0.57295
Denis Malgin 2020,Denis Malgin,2020,C,22.7,69,182,,47.0,51.0,50,51,,0.0057,0.0098,0.5807,0.1977,-0.0010333333333333306
Conor Garland 2021,Conor Garland,2021,R,24.559,70,165,,,47.0,80,71,,,0.0057,0.0113,0.0422,0.0337
Conor Garland 2022,Conor Garland,2022,R,25.559,70,165,,47.0,80.0,71,77,,0.0057,0.0113,0.0422,0.0483,0.02856666666666667
Conor Garland 2023,Conor Garland,2023,R,26.558,70,165,47.0,80.0,71.0,77,81,0.0057,0.0113,0.0422,0.0483,0.0245,-0.0023749999999999986
Kirill Kaprizov 2023,Kirill Kaprizov,2023,L,25.433,70,202,,,80.0,81,67,,,0.0412,0.0537,0.0348,-0.012650000000000002
Troy Terry 2022,Troy Terry,2022,R,24.058,72,185,2.0,32.0,55.0,70,75,,0.038,0.0202,0.0618,0.0196,-0.0204
Troy Terry 2023,Troy Terry,2023,R,25.057,72,185,32.0,55.0,70.0,75,70,0.038,0.0202,0.0618,0.0196,0.1719,0.137
Mason Appleton 2022,Mason Appleton,2022,C,25.712,75,197,,36.0,54.0,82,68,,0.2671,0.9388,0.933,0.7828,0.06983333333333341
Mason Appleton 2023,Mason Appleton,2023,C,26.711,75,197,36.0,54.0,82.0,68,41,0.2671,0.9388,0.933,0.7828,2.1821,1.4516750000000003
Steven Lorentz 2023,Steven Lorentz,2023,C,26.468,76,206,,,65.0,67,80,,,0.1604,0.4331,1.3283,1.0315500000000002
Mason Marchment 2023,Mason Marchment,2023,L,27.289,76,210,,4.0,48.0,54,68,,,0.0475,0.0269,0.0125,-0.024699999999999996
Ryan Lomberg 2023,Ryan Lomberg,2023,L,28.053,69,187,4.0,,49.0,55,82,,,0.4441,1.2039,0.3648,-0.45919999999999994
Kevin Rooney 2021,Kevin Rooney,2021,C,27.366,74,190,4.0,1.0,41.0,57,79,0.15,0.2333,1.9114,2.1071,1.8617,0.76125
Kevin Rooney 2022,Kevin Rooney,2022,C,28.365,74,190,1.0,41.0,57.0,79,61,0.2333,1.9114,2.1071,1.8617,2.121,0.592625
Brandon Tanev 2019,Brandon Tanev,2019,L,26.752,72,189,,3.0,51.0,61,80,,1.0389,1.6732,1.9596,2.1548,0.5975666666666666
Brandon Tanev 2020,Brandon Tanev,2020,L,27.752,72,189,3.0,51.0,61.0,80,80,1.0389,1.6732,1.9596,2.1548,2.1995,0.4928750000000002
Brandon Tanev 2021,Brandon Tanev,2021,L,28.754,72,189,51.0,61.0,80.0,80,46,1.6732,1.9596,2.1548,2.1995,2.2958,0.2990249999999999
Matthew Tkachuk 2019,Matthew Tkachuk,2019,L,20.805,74,201,,,76.0,68,80,,,0.0211,0.0086,0.0079,-0.00695
Matthew Tkachuk 2020,Matthew Tkachuk,2020,L,21.805,74,201,,76.0,68.0,80,81,,0.0211,0.0086,0.0079,0.0193,0.006766666666666667
Matthew Tkachuk 2021,Matthew Tkachuk,2021,L,22.807,74,201,76.0,68.0,80.0,81,82,0.0211,0.0086,0.0079,0.0193,0.0988,0.084575
Matthew Tkachuk 2022,Matthew Tkachuk,2022,L,23.806,74,201,68.0,80.0,81.0,82,82,0.0086,0.0079,0.0193,0.0988,0.0394,0.005749999999999998
Matthew Tkachuk 2023,Matthew Tkachuk,2023,L,24.806,74,201,80.0,81.0,82.0,82,79,0.0079,0.0193,0.0988,0.0394,0.3935,0.35215
Luke Kunin 2021,Luke Kunin,2021,C,22.826,72,197,,19.0,49.0,74,54,,0.9298,1.4677,1.3886,0.3658,-0.8962333333333333
Luke Kunin 2022,Luke Kunin,2022,C,23.825,72,197,19.0,49.0,74.0,54,82,0.9298,1.4677,1.3886,0.3658,0.75,-0.2879750000000001
Auston Matthews 2019,Auston Matthews,2019,C,21.038,75,208,,,82.0,62,68,,,0.0106,0.0347,0.0223,-0.0003499999999999996
Auston Matthews 2020,Auston Matthews,2020,C,22.038,75,208,,82.0,62.0,68,82,,0.0106,0.0347,0.0223,0.0783,0.05576666666666666
Auston Matthews 2021,Auston Matthews,2021,C,23.04,75,208,82.0,62.0,68.0,82,76,0.0106,0.0347,0.0223,0.0783,0.1846,0.14812499999999998
Auston Matthews 2022,Auston Matthews,2022,C,24.039,75,208,62.0,68.0,82.0,76,73,0.0347,0.0223,0.0783,0.1846,0.0776,-0.0023749999999999882
Auston Matthews 2023,Auston Matthews,2023,C,25.038,75,208,68.0,82.0,76.0,73,74,0.0223,0.0783,0.1846,0.0776,0.0468,-0.0439
Julien Gauthier 2023,Julien Gauthier,2023,R,24.962,76,224,,20.0,43.0,49,57,,0.0304,0.0017,,0.002,-0.014049999999999998
Rasmus Asplund 2023,Rasmus Asplund,2023,C,24.828,71,185,,34.0,41.0,80,46,,1.7851,0.7542,0.745,0.7105,-0.38426666666666665
Carl Grundstrom 2023,Carl Grundstrom,2023,R,24.833,72,195,15.0,15.0,68.0,54,57,0.0122,0.0295,0.0333,0.096,0.5629,0.52015
Alex DeBrincat 2020,Alex DeBrincat,2020,R,21.786,68,178,,,82.0,82,82,,,0.1449,0.1232,0.0617,-0.07235
Alex DeBrincat 2021,Alex DeBrincat,2021,R,22.788,68,178,,82.0,82.0,82,74,,0.1449,0.1232,0.0617,0.4683,0.35836666666666667
Alex DeBrincat 2022,Alex DeBrincat,2022,R,23.787,68,178,82.0,82.0,82.0,74,82,0.1449,0.1232,0.0617,0.4683,0.6492,0.449675
Alex DeBrincat 2023,Alex DeBrincat,2023,R,24.786,68,178,82.0,82.0,74.0,82,82,0.1232,0.0617,0.4683,0.6492,0.0394,-0.2862
Patrik Laine 2019,Patrik Laine,2019,L,20.452,77,205,,,73.0,82,82,,,0.0194,0.0012,0.0453,0.035
Patrik Laine 2020,Patrik Laine,2020,L,21.452,77,205,,73.0,82.0,82,80,,0.0194,0.0012,0.0453,0.0108,-0.011166666666666665
Patrik Laine 2021,Patrik Laine,2021,L,22.454,77,205,73.0,82.0,82.0,80,67,0.0194,0.0012,0.0453,0.0108,0.0518,0.032625
Patrik Laine 2022,Patrik Laine,2022,L,23.453,77,205,82.0,82.0,80.0,67,56,0.0012,0.0453,0.0108,0.0518,0.011,-0.016275
Patrik Laine 2023,Patrik Laine,2023,L,24.452,77,205,82.0,80.0,67.0,56,55,0.0453,0.0108,0.0518,0.011,0.0064,-0.023325000000000002
Clayton Keller 2020,Clayton Keller,2020,R,21.175,70,178,,3.0,82.0,82,82,,,0.1205,0.1486,0.0338,-0.10075
Clayton Keller 2021,Clayton Keller,2021,R,22.177,70,178,3.0,82.0,82.0,82,82,,0.1205,0.1486,0.0338,0.0277,-0.07326666666666666
Clayton Keller 2022,Clayton Keller,2022,R,23.177,70,178,82.0,82.0,82.0,82,67,0.1205,0.1486,0.0338,0.0277,1.1483,1.0656500000000002
Clayton Keller 2023,Clayton Keller,2023,R,24.176,70,178,82.0,82.0,82.0,67,82,0.1486,0.0338,0.0277,1.1483,0.5848,0.24519999999999997
Jesse Puljujarvi 2023,Jesse Puljujarvi,2023,R,24.403,76,201,46.0,,80.0,65,75,0.0312,,0.0548,0.0218,0.0009,-0.03503333333333333
Dillon Dube 2022,Dillon Dube,2022,C,23.201,71,185,,25.0,53.0,74,79,,0.2913,0.1481,0.1529,0.8036,0.6061666666666666
Dillon Dube 2023,Dillon Dube,2023,C,24.201,71,185,25.0,53.0,74.0,79,82,0.2913,0.1481,0.1529,0.8036,1.2459,0.896925
Sam Steel 2022,Sam Steel,2022,C,23.658,71,184,,22.0,76.0,61,68,,0.5515,0.351,0.3873,0.3208,-0.10913333333333336
Sam Steel 2023,Sam Steel,2023,C,24.658,71,184,22.0,76.0,61.0,68,65,0.5515,0.351,0.3873,0.3208,0.8944,0.49175
Brett Howden 2021,Brett Howden,2021,C,22.511,74,203,,,66.0,82,61,,,1.2548,2.0036,2.0389,0.40969999999999995
Brett Howden 2022,Brett Howden,2022,C,23.511,74,203,,66.0,82.0,61,47,,1.2548,2.0036,2.0389,0.4475,-1.3182666666666667
Brett Howden 2023,Brett Howden,2023,C,24.51,74,203,66.0,82.0,61.0,47,54,1.2548,2.0036,2.0389,0.4475,0.7519,-0.6842999999999999
Trent Frederic 2023,Trent Frederic,2023,C,24.636,75,214,15.0,2.0,61.0,60,79,0.1011,,0.2643,0.5403,0.4544,0.15250000000000002
Tyson Jost 2020,Tyson Jost,2020,C,21.55,71,187,,6.0,65.0,70,79,,0.9389,0.2456,0.0083,0.2821,-0.11549999999999999
Tyson Jost 2021,Tyson Jost,2021,C,22.552,71,187,6.0,65.0,70.0,79,79,0.9389,0.2456,0.0083,0.2821,2.0086,1.639875
Tyson Jost 2022,Tyson Jost,2022,C,23.552,71,187,65.0,70.0,79.0,79,80,0.2456,0.0083,0.2821,2.0086,1.666,1.02985
Tyson Jost 2023,Tyson Jost,2023,C,24.551,71,187,70.0,79.0,79.0,80,71,0.0083,0.2821,2.0086,1.666,1.2878,0.2965500000000001
Jordan Kyrou 2023,Jordan Kyrou,2023,C,24.409,73,196,16.0,33.0,80.0,74,79,,,0.0018,0.0599,0.0289,-0.0019500000000000038
Noah Gregor 2023,Noah Gregor,2023,C,24.179,72,190,,33.0,43.0,63,57,,0.0095,0.2111,0.3352,0.1933,0.008033333333333337
Pierre-Luc Dubois 2020,Pierre-Luc Dubois,2020,L,21.271,76,214,,,82.0,82,82,,,0.1543,0.1787,0.1302,-0.03629999999999997
Pierre-Luc Dubois 2021,Pierre-Luc Dubois,2021,L,22.273,76,214,,82.0,82.0,82,67,,0.1543,0.1787,0.1302,0.0101,-0.1443
Pierre-Luc Dubois 2022,Pierre-Luc Dubois,2022,L,23.272,76,214,82.0,82.0,82.0,67,81,0.1543,0.1787,0.1302,0.0101,0.03,-0.088325
Pierre-Luc Dubois 2023,Pierre-Luc Dubois,2023,L,24.272,76,214,82.0,82.0,67.0,81,73,0.1787,0.1302,0.0101,0.03,0.1,0.012749999999999997
Jesper Bratt 2020,Jesper Bratt,2020,L,21.172,70,175,,,74.0,51,70,,,1.0518,0.166,0.0411,-0.5678
Jesper Bratt 2021,Jesper Bratt,2021,L,22.174,70,175,,74.0,51.0,70,67,,1.0518,0.166,0.0411,0.4326,0.012966666666666626
Jesper Bratt 2022,Jesper Bratt,2022,L,23.174,70,175,74.0,51.0,70.0,67,76,1.0518,0.166,0.0411,0.4326,0.0463,-0.376575
Jesper Bratt 2023,Jesper Bratt,2023,L,24.173,70,175,51.0,70.0,67.0,76,82,0.166,0.0411,0.4326,0.0463,0.0335,-0.13799999999999998
Nathan Bastian 2023,Nathan Bastian,2023,R,24.819,76,205,7.0,,60.0,72,43,,,1.2642,0.2308,1.2283,0.4807999999999999
Michael McLeod 2023,Michael McLeod,2023,C,24.658,74,190,21.0,14.0,76.0,77,80,0.0952,0.1417,1.5635,2.0275,1.1796,0.22262500000000007
Tage Thompson 2023,Tage Thompson,2023,"C, R",24.921,78,220,65.0,1.0,55.0,78,78,0.0287,,0.0289,0.8389,0.587,0.2881666666666666
Drake Caggiula 2019,Drake Caggiula,2019,C,24.283,70,176,,,60.0,67,55,,,0.6839,0.7393,0.6997,-0.011900000000000022
Drake Caggiula 2020,Drake Caggiula,2020,C,25.282,70,176,,60.0,67.0,55,47,,0.6839,0.7393,0.6997,0.6308,-0.07683333333333331
Drake Caggiula 2021,Drake Caggiula,2021,C,26.284,70,176,60.0,67.0,55.0,47,55,0.6839,0.7393,0.6997,0.6308,0.9004,0.21197500000000002
Ross Colton 2023,Ross Colton,2023,C,26.054,72,194,,,43.0,79,81,,,0.0572,0.0238,0.0025,-0.038
Brandon Hagel 2023,Brandon Hagel,2023,L,24.096,74,179,,1.0,74.0,77,81,,,0.7366,1.4054,1.9782,0.9072
Dylan Gambrell 2022,Dylan Gambrell,2022,C,25.099,71,185,3.0,8.0,58.0,71,63,,0.3438,0.97,2.2541,1.4069,0.21760000000000002
Dylan Gambrell 2023,Dylan Gambrell,2023,C,26.098,71,185,8.0,58.0,71.0,63,60,0.3438,0.97,2.2541,1.4069,2.1625,0.9188000000000001
Trevor Moore 2022,Trevor Moore,2022,"C, L",26.506,70,195,,25.0,49.0,82,81,,0.0307,1.2881,1.3738,1.2241,0.32656666666666667
Trevor Moore 2023,Trevor Moore,2023,"C, L",27.505,70,195,25.0,49.0,82.0,81,59,0.0307,1.2881,1.3738,1.2241,1.2056,0.226425
Zack MacEwen 2023,Zack MacEwen,2023,C,26.232,75,205,4.0,20.0,49.0,75,56,0.0458,,,,0.0229,-0.0229
Zach Aston-Reese 2021,Zach Aston-Reese,2021,C,26.144,73,205,,16.0,43.0,67,65,,0.8469,1.8752,1.5918,1.8474,0.4094333333333333
Zach Aston-Reese 2022,Zach Aston-Reese,2022,C,27.144,73,205,16.0,43.0,67.0,65,69,0.8469,1.8752,1.5918,1.8474,1.5121,-0.028224999999999945
Zach Aston-Reese 2023,Zach Aston-Reese,2023,C,28.143,73,205,43.0,67.0,65.0,69,77,1.8752,1.5918,1.8474,1.5121,0.8297,-0.8769250000000001
Kailer Yamamoto 2023,Kailer Yamamoto,2023,R,24.006,68,153,17.0,31.0,76.0,81,58,0.4,0.066,0.749,1.1675,1.4569,0.8612750000000001
Morgan Geekie 2023,Morgan Geekie,2023,C,24.201,75,200,,2.0,52.0,73,69,,0.6833,0.1282,0.0959,0.7993,0.49683333333333335
Michael Rasmussen 2023,Michael Rasmussen,2023,C,23.459,78,211,62.0,,58.0,80,56,0.0118,,0.5988,1.2388,1.6887,1.0722333333333336
Casey Mittelstadt 2023,Casey Mittelstadt,2023,C,23.858,73,195,77.0,36.0,60.0,40,82,0.0132,0.0231,0.2573,0.5204,0.3415,0.13800000000000004
Nico Hischier 2020,Nico Hischier,2020,C,20.74,73,175,,,82.0,69,68,,,0.5201,0.6495,0.9342,0.34940000000000004
Jesper Boqvist 2022,Jesper Boqvist,2022,C,22.922,72,180,,,41.0,41,56,,,0.0367,0.0208,0.1676,0.13885
Jesper Boqvist 2023,Jesper Boqvist,2023,C,23.921,72,180,,41.0,41.0,56,70,,0.0367,0.0208,0.1676,0.471,0.39596666666666663
Eeli Tolvanen 2023,Eeli Tolvanen,2023,R,23.445,70,191,4.0,,57.0,75,61,,,0.0051,0.062,0.1372,0.10364999999999999
Owen Tippett 2023,Owen Tippett,2023,R,23.623,73,207,,,65.0,63,77,,,0.0196,0.0042,0.4,0.3881
Nick Suzuki 2022,Nick Suzuki,2022,C,22.144,71,208,,,83.0,82,82,,,0.3225,0.7467,1.5041,0.9695
Nick Suzuki 2023,Nick Suzuki,2023,C,23.144,71,208,,83.0,82.0,82,82,,0.3225,0.7467,1.5041,1.6693,0.8115333333333333
Robert Thomas 2021,Robert Thomas,2021,C,21.252,72,218,,,70.0,77,48,,,0.1426,0.0109,0.1354,0.058649999999999994
Robert Thomas 2022,Robert Thomas,2022,C,22.251,72,218,,70.0,77.0,48,72,,0.1426,0.0109,0.1354,1.5965,1.5002
Robert Thomas 2023,Robert Thomas,2023,C,23.25,72,218,70.0,77.0,48.0,72,73,0.1426,0.0109,0.1354,1.5965,1.2091,0.7377500000000001
Jason Robertson 2023,Jason Robertson,2023,L,23.196,75,200,,3.0,74.0,74,82,,,0.016,0.0038,0.0181,0.0082
Max Comtois 2023,Max Comtois,2023,L,23.73,74,210,10.0,34.0,80.0,52,64,0.0083,0.119,0.0421,0.1622,0.1161,0.03319999999999999
Martin Necas 2022,Martin Necas,2022,C,22.711,74,189,1.0,7.0,75.0,77,78,,,0.0367,1.0107,1.3066,0.7829
Martin Necas 2023,Martin Necas,2023,C,23.71,74,189,7.0,75.0,77.0,78,82,,0.0367,1.0107,1.3066,0.4589,-0.32576666666666665
Filip Chytil 2021,Filip Chytil,2021,C,21.074,74,204,,9.0,75.0,70,61,,0.0352,0.0027,0.0594,0.0508,0.018366666666666663
Filip Chytil 2022,Filip Chytil,2022,C,22.073,74,204,9.0,75.0,70.0,61,67,0.0352,0.0027,0.0594,0.0508,0.0169,-0.020125000000000004
Filip Chytil 2023,Filip Chytil,2023,C,23.073,74,204,75.0,70.0,61.0,67,74,0.0027,0.0594,0.0508,0.0169,0.059,0.026549999999999997
Alex Iafallo 2020,Alex Iafallo,2020,L,25.778,72,200,,,75.0,82,82,,,0.3647,0.398,1.4445,1.0631499999999998
Alex Iafallo 2021,Alex Iafallo,2021,L,26.78,72,200,,75.0,82.0,82,80,,0.3647,0.398,1.4445,1.9721,1.2363666666666666
Alex Iafallo 2022,Alex Iafallo,2022,L,27.779,72,200,75.0,82.0,82.0,80,79,0.3647,0.398,1.4445,1.9721,1.6359,0.591075
Alex Iafallo 2023,Alex Iafallo,2023,L,28.778,72,200,82.0,82.0,80.0,79,59,0.398,1.4445,1.9721,1.6359,1.8503,0.4876750000000001
David Kampf 2020,David Kampf,2020,C,24.718,74,197,,,46.0,63,82,,,1.475,1.8616,2.1957,0.5274000000000001
David Kampf 2021,David Kampf,2021,C,25.72,74,197,,46.0,63.0,82,80,,1.475,1.8616,2.1957,2.2967,0.4525999999999999
