,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y5 dEV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
PA Parenteau 2017,PA Parenteau,2017,R,33.526,72,200,82.0,55.0,56.0,77,67,16.2049,14.3579,12.739,13.453,12.4381,0.9256,0.9877,0.4205,0.753,0.648,-0.12370000000000003,0.6583,0.8136,0.6282,0.7424,0.637
Vernon Fiddler 2010,Vernon Fiddler,2010,"C, L",29.397,71,205,,,79.0,78,76,,,10.9243,10.8203,10.9042,,,0.5562,0.5687,0.362,-0.20045000000000002,,,0.4442,0.5314,0.6151
Vernon Fiddler 2011,Vernon Fiddler,2011,"C, L",30.396,71,205,,79.0,78.0,76,71,,10.9243,10.8203,10.9042,12.489,,0.5562,0.5687,0.362,0.3383,-0.15733333333333333,,0.4442,0.5314,0.6151,0.439
Vernon Fiddler 2012,Vernon Fiddler,2012,"C, L",31.396,71,205,79.0,78.0,76.0,71,82,10.9243,10.8203,10.9042,12.489,11.8587,0.5562,0.5687,0.362,0.3383,0.4936,0.0373,0.4442,0.5314,0.6151,0.439,0.4767
Vernon Fiddler 2013,Vernon Fiddler,2013,"C, L",32.398,71,205,78.0,76.0,71.0,82,78,10.8203,10.9042,12.489,11.8587,10.0268,0.5687,0.362,0.3383,0.4936,0.3903,-0.050350000000000006,0.5314,0.6151,0.439,0.4767,0.4651
Vernon Fiddler 2014,Vernon Fiddler,2014,"C, L",33.397,71,205,76.0,71.0,82.0,78,76,10.9042,12.489,11.8587,10.0268,11.0263,0.362,0.3383,0.4936,0.3903,0.358,-0.03805000000000003,0.6151,0.439,0.4767,0.4651,0.4723
Vernon Fiddler 2015,Vernon Fiddler,2015,"C, L",34.397,71,205,71.0,82.0,78.0,76,80,12.489,11.8587,10.0268,11.0263,10.501,0.3383,0.4936,0.3903,0.358,0.6428,0.24775000000000003,0.439,0.4767,0.4651,0.4723,0.5652
Vernon Fiddler 2016,Vernon Fiddler,2016,"C, L",35.396,71,205,82.0,78.0,76.0,80,82,11.8587,10.0268,11.0263,10.501,9.1736,0.4936,0.3903,0.358,0.6428,0.7179,0.24672499999999997,0.4767,0.4651,0.4723,0.5652,0.6219
Vernon Fiddler 2017,Vernon Fiddler,2017,"C, L",36.398,71,205,78.0,76.0,80.0,82,59,10.0268,11.0263,10.501,9.1736,9.7879,0.3903,0.358,0.6428,0.7179,0.1039,-0.42335,0.4651,0.4723,0.5652,0.6219,0.3752
Boyd Gordon 2013,Boyd Gordon,2013,C,28.954,72,200,63.0,36.0,60.0,75,82,9.7188,7.5148,10.7436,12.8887,11.9889,0.392,0.8871,0.1862,0.4345,0.4171,-0.05784999999999996,0.4127,0.576,0.4038,0.4278,0.4368
Boyd Gordon 2014,Boyd Gordon,2014,C,29.953,72,200,36.0,60.0,75.0,82,74,7.5148,10.7436,12.8887,11.9889,11.4468,0.8871,0.1862,0.4345,0.4171,0.425,-0.056225000000000025,0.576,0.4038,0.4278,0.4368,0.3574
Boyd Gordon 2015,Boyd Gordon,2015,C,30.952,72,200,60.0,75.0,82.0,74,68,10.7436,12.8887,11.9889,11.4468,10.425,0.1862,0.4345,0.4171,0.425,0.3386,-0.027100000000000013,0.4038,0.4278,0.4368,0.3574,0.3105
Boyd Gordon 2016,Boyd Gordon,2016,C,31.952,72,200,75.0,82.0,74.0,68,65,12.8887,11.9889,11.4468,10.425,9.3372,0.4345,0.4171,0.425,0.3386,0.0989,-0.3049,0.4278,0.4368,0.3574,0.3105,0.3134
Jiri Hudler 2013,Jiri Hudler,2013,R,28.743,70,190,82.0,,73.0,81,71,10.6173,,11.3952,13.4121,14.2901,1.1716,,0.5049,1.2703,0.4998,-0.4824666666666666,0.9011,,0.7411,0.9173,0.4796
Jiri Hudler 2014,Jiri Hudler,2014,R,29.742,70,190,,73.0,81.0,71,75,,11.3952,13.4121,14.2901,15.6342,,0.5049,1.2703,0.4998,0.7675,0.009166666666666656,,0.7411,0.9173,0.4796,0.6633
Jiri Hudler 2015,Jiri Hudler,2015,R,30.741,70,190,73.0,81.0,71.0,75,78,11.3952,13.4121,14.2901,15.6342,14.9748,0.5049,1.2703,0.4998,0.7675,1.2842,0.523575,0.7411,0.9173,0.4796,0.6633,0.911
Jiri Hudler 2016,Jiri Hudler,2016,R,31.741,70,190,81.0,71.0,75.0,78,72,13.4121,14.2901,15.6342,14.9748,13.165,1.2703,0.4998,0.7675,1.2842,0.8229,-0.13255000000000006,0.9173,0.4796,0.6633,0.911,0.6951
Milan Michalek 2010,Milan Michalek,2010,L,24.817,74,225,,,79.0,77,66,,,14.1713,13.8169,13.5278,,,0.9647,0.9587,0.8064,-0.1553,,,0.8062,0.6263,0.6456
Milan Michalek 2011,Milan Michalek,2011,L,25.816,74,225,,79.0,77.0,66,66,,14.1713,13.8169,13.5278,13.7856,,0.9647,0.9587,0.8064,0.8573,-0.05263333333333342,,0.8062,0.6263,0.6456,0.7092
Milan Michalek 2012,Milan Michalek,2012,L,26.815,74,225,79.0,77.0,66.0,66,77,14.1713,13.8169,13.5278,13.7856,15.1498,0.9647,0.9587,0.8064,0.8573,1.2344,0.33762499999999995,0.8062,0.6263,0.6456,0.7092,0.8306
Clarke MacArthur 2011,Clarke MacArthur,2011,L,25.487,72,192,,37.0,71.0,81,82,,12.7842,11.6622,12.2471,14.1726,,1.0148,0.8695,0.6048,0.7744,-0.055300000000000016,,0.6151,0.6984,0.6795,0.7253
Clarke MacArthur 2012,Clarke MacArthur,2012,L,26.487,72,192,37.0,71.0,81.0,82,73,12.7842,11.6622,12.2471,14.1726,13.8361,1.0148,0.8695,0.6048,0.7744,1.0099,0.194025,0.6151,0.6984,0.6795,0.7253,0.8388
Clarke MacArthur 2013,Clarke MacArthur,2013,L,27.489,72,192,71.0,81.0,82.0,73,68,11.6622,12.2471,14.1726,13.8361,13.1592,0.8695,0.6048,0.7744,1.0099,0.6839,-0.13075000000000003,0.6984,0.6795,0.7253,0.8388,0.8223
Clarke MacArthur 2014,Clarke MacArthur,2014,L,28.488,72,192,81.0,82.0,73.0,68,79,12.2471,14.1726,13.8361,13.1592,13.5707,0.6048,0.7744,1.0099,0.6839,0.8395,0.07125000000000004,0.6795,0.7253,0.8388,0.8223,0.8704
Clarke MacArthur 2015,Clarke MacArthur,2015,L,29.487,72,192,82.0,73.0,68.0,79,62,14.1726,13.8361,13.1592,13.5707,13.6788,0.7744,1.0099,0.6839,0.8395,0.7075,-0.119425,0.7253,0.8388,0.8223,0.8704,0.7655
