,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Stephane Robidas 2013,Stephane Robidas,2013,D,35.582,71,190,72.0,82.0,81.0,75,82,2.5475,3.0917,3.2957,2.9558,3.1146,0.14192500000000008
Chris Phillips 2010,Chris Phillips,2010,D,31.566,75,219,,,81.0,82,82,,,4.5381,3.7033,3.8933,-0.22740000000000027
Chris Phillips 2011,Chris Phillips,2011,D,32.565,75,219,,81.0,82.0,82,82,,4.5381,3.7033,3.8933,3.5411,-0.5038
Chris Phillips 2012,Chris Phillips,2012,D,33.564,75,219,81.0,82.0,82.0,82,80,4.5381,3.7033,3.8933,3.5411,3.0669,-0.8520500000000002
Chris Phillips 2013,Chris Phillips,2013,D,34.566,75,219,82.0,82.0,82.0,80,82,3.7033,3.8933,3.5411,3.0669,3.134,-0.4171499999999999
Chris Phillips 2014,Chris Phillips,2014,D,35.566,75,219,82.0,82.0,80.0,82,70,3.8933,3.5411,3.0669,3.134,3.0936,-0.3152250000000003
Eric Brewer 2012,Eric Brewer,2012,D,32.458,76,216,77.0,28.0,59.0,76,82,3.6872,4.0589,3.1718,3.1384,3.2368,-0.27727499999999994
Eric Brewer 2013,Eric Brewer,2013,D,33.46,76,216,28.0,59.0,76.0,82,82,4.0589,3.1718,3.1384,3.2368,2.0104,-1.3910749999999998
Eric Brewer 2014,Eric Brewer,2014,D,34.46,76,216,59.0,76.0,82.0,82,77,3.1718,3.1384,3.2368,2.0104,2.3134,-0.5759500000000002
Eric Brewer 2015,Eric Brewer,2015,D,35.459,76,216,76.0,82.0,82.0,77,44,3.1384,3.2368,2.0104,2.3134,2.158,-0.51675
Scott Hannan 2010,Scott Hannan,2010,D,30.689,73,215,,,82.0,81,81,,,3.0683,3.7543,3.2895,-0.12179999999999991
Scott Hannan 2011,Scott Hannan,2011,D,31.689,73,215,,82.0,81.0,81,78,,3.0683,3.7543,3.2895,2.6474,-0.7232999999999996
Scott Hannan 2012,Scott Hannan,2012,D,32.688,73,215,82.0,81.0,81.0,78,78,3.0683,3.7543,3.2895,2.6474,2.8703,-0.31957499999999994
Scott Hannan 2013,Scott Hannan,2013,D,33.69,73,215,81.0,81.0,78.0,78,56,3.7543,3.2895,2.6474,2.8703,2.454,-0.686375
Scott Hannan 2014,Scott Hannan,2014,D,34.69,73,215,81.0,78.0,78.0,56,56,3.2895,2.6474,2.8703,2.454,1.8729,-0.9424000000000001
Scott Hannan 2015,Scott Hannan,2015,D,35.689,73,215,78.0,78.0,56.0,56,58,2.6474,2.8703,2.454,1.8729,1.7256,-0.7355499999999999
Bryan Allen 2012,Bryan Allen,2012,D,31.111,77,223,73.0,2.0,74.0,72,82,3.5249,4.2417,2.2917,2.2391,2.5215,-0.5528499999999998
Bryan Allen 2013,Bryan Allen,2013,D,32.113,77,223,2.0,74.0,72.0,82,70,4.2417,2.2917,2.2391,2.5215,1.9069,-0.9166000000000001
Bryan Allen 2014,Bryan Allen,2014,D,33.112,77,223,74.0,72.0,82.0,70,68,2.2917,2.2391,2.5215,1.9069,2.2922,0.05239999999999956
Robyn Regehr 2010,Robyn Regehr,2010,D,29.452,75,222,,,82.0,75,81,,,3.7955,3.6907,3.3938,-0.34929999999999994
Robyn Regehr 2011,Robyn Regehr,2011,D,30.451,75,222,,82.0,75.0,81,79,,3.7955,3.6907,3.3938,3.2122,-0.41446666666666676
Robyn Regehr 2012,Robyn Regehr,2012,D,31.451,75,222,82.0,75.0,81.0,79,76,3.7955,3.6907,3.3938,3.2122,2.6708,-0.8522500000000002
Robyn Regehr 2013,Robyn Regehr,2013,D,32.453,75,222,75.0,81.0,79.0,76,70,3.6907,3.3938,3.2122,2.6708,2.9402,-0.30167500000000036
Robyn Regehr 2014,Robyn Regehr,2014,D,33.452,75,222,81.0,79.0,76.0,70,79,3.3938,3.2122,2.6708,2.9402,2.8262,-0.22805000000000009
Robyn Regehr 2015,Robyn Regehr,2015,D,34.451,75,222,79.0,76.0,70.0,79,67,3.2122,2.6708,2.9402,2.8262,2.5915,-0.3208500000000001
Jordan Leopold 2010,Jordan Leopold,2010,D,29.162,73,206,,,43.0,83,81,,,0.6915,1.3532,2.9311,1.90875
Jordan Leopold 2011,Jordan Leopold,2011,D,30.161,73,206,,43.0,83.0,81,71,,0.6915,1.3532,2.9311,2.589,0.9304000000000001
Jordan Leopold 2012,Jordan Leopold,2012,D,31.16,73,206,43.0,83.0,81.0,71,79,0.6915,1.3532,2.9311,2.589,2.3224,0.4312
Jordan Leopold 2013,Jordan Leopold,2013,D,32.162,73,206,83.0,81.0,71.0,79,66,1.3532,2.9311,2.589,2.3224,1.4415,-0.8574250000000001
Mike Weaver 2010,Mike Weaver,2010,D,31.418,70,186,,,55.0,58,77,,,1.3973,2.8894,4.0307,1.8873500000000005
Mike Weaver 2011,Mike Weaver,2011,D,32.417,70,186,,55.0,58.0,77,82,,1.3973,2.8894,4.0307,3.2522,0.47973333333333334
Mike Weaver 2012,Mike Weaver,2012,D,33.416,70,186,55.0,58.0,77.0,82,82,1.3973,2.8894,4.0307,3.2522,2.9451,0.05269999999999975
Mike Weaver 2013,Mike Weaver,2013,D,34.418,70,186,58.0,77.0,82.0,82,46,2.8894,4.0307,3.2522,2.9451,3.3241,0.04475000000000007
Mike Weaver 2014,Mike Weaver,2014,D,35.418,70,186,77.0,82.0,82.0,46,72,4.0307,3.2522,2.9451,3.3241,2.9396,-0.4484250000000003
Anton Volchenkov 2010,Anton Volchenkov,2010,D,27.598,73,220,,,67.0,68,64,,,4.2699,3.4983,3.5721,-0.3120000000000003
Anton Volchenkov 2011,Anton Volchenkov,2011,D,28.598,73,220,,67.0,68.0,64,57,,4.2699,3.4983,3.5721,2.1336,-1.6465
Anton Volchenkov 2012,Anton Volchenkov,2012,D,29.597,73,220,67.0,68.0,64.0,57,72,4.2699,3.4983,3.5721,2.1336,3.0873,-0.2811750000000002
Anton Volchenkov 2013,Anton Volchenkov,2013,D,30.599,73,220,68.0,64.0,57.0,72,63,3.4983,3.5721,2.1336,3.0873,2.9369,-0.13592499999999985
Anton Volchenkov 2014,Anton Volchenkov,2014,D,31.598,73,220,64.0,57.0,72.0,63,56,3.5721,2.1336,3.0873,2.9369,3.7315,0.7990249999999999
Anton Volchenkov 2015,Anton Volchenkov,2015,D,32.598,73,220,57.0,72.0,63.0,56,46,2.1336,3.0873,2.9369,3.7315,1.0986,-1.873725
Lubomir Visnovsky 2010,Lubomir Visnovsky,2010,D,33.14,70,192,,,82.0,50,73,,,1.4118,0.5113,0.2532,-0.7083499999999999
Lubomir Visnovsky 2011,Lubomir Visnovsky,2011,D,34.139,70,192,,82.0,50.0,73,81,,1.4118,0.5113,0.2532,0.4444,-0.28103333333333325
Lubomir Visnovsky 2012,Lubomir Visnovsky,2012,D,35.139,70,192,82.0,50.0,73.0,81,68,1.4118,0.5113,0.2532,0.4444,0.1025,-0.5526749999999999
Lubomir Visnovsky 2013,Lubomir Visnovsky,2013,D,36.141,70,192,50.0,73.0,81.0,68,59,0.5113,0.2532,0.4444,0.1025,0.9643,0.6364500000000001
Tim Gleason 2010,Tim Gleason,2010,D,26.673,72,217,,,80.0,70,61,,,2.9979,2.7952,3.1811,0.28454999999999986
Tim Gleason 2011,Tim Gleason,2011,D,27.672,72,217,,80.0,70.0,61,82,,2.9979,2.7952,3.1811,2.701,-0.2904
Tim Gleason 2012,Tim Gleason,2012,D,28.672,72,217,80.0,70.0,61.0,82,82,2.9979,2.7952,3.1811,2.701,2.6112,-0.3075999999999999
Tim Gleason 2013,Tim Gleason,2013,D,29.674,72,217,70.0,61.0,82.0,82,71,2.7952,3.1811,2.701,2.6112,2.8417,0.01957500000000012
Tim Gleason 2014,Tim Gleason,2014,D,30.673,72,217,61.0,82.0,82.0,71,56,3.1811,2.701,2.6112,2.8417,1.8443,-0.9894500000000002
Tim Gleason 2015,Tim Gleason,2015,D,31.672,72,217,82.0,82.0,71.0,56,72,2.701,2.6112,2.8417,1.8443,1.7845,-0.7150500000000002
Jay Harrison 2013,Jay Harrison,2013,D,29.912,76,188,7.0,38.0,72.0,72,80,1.1429,1.5877,2.0715,1.665,2.1862,0.5694249999999998
Jay Harrison 2014,Jay Harrison,2014,D,30.911,76,188,38.0,72.0,72.0,80,68,1.5877,2.0715,1.665,2.1862,0.7154,-1.1622
Jay Harrison 2015,Jay Harrison,2015,D,31.911,76,188,72.0,72.0,80.0,68,55,2.0715,1.665,2.1862,0.7154,1.6106,-0.048924999999999885
Keith Ballard 2010,Keith Ballard,2010,D,26.848,71,204,,,82.0,82,82,,,3.4783,2.4065,2.7252,-0.21720000000000006
Keith Ballard 2011,Keith Ballard,2011,D,27.847,71,204,,82.0,82.0,82,65,,3.4783,2.4065,2.7252,1.6744,-1.1956
Keith Ballard 2012,Keith Ballard,2012,D,28.847,71,204,82.0,82.0,82.0,65,47,3.4783,2.4065,2.7252,1.6744,1.0103,-1.5608
Keith Ballard 2013,Keith Ballard,2013,D,29.849,71,204,82.0,82.0,65.0,47,61,2.4065,2.7252,1.6744,1.0103,1.0653,-0.8888
Keith Ballard 2014,Keith Ballard,2014,D,30.848,71,204,82.0,65.0,47.0,61,45,2.7252,1.6744,1.0103,1.0653,0.6056,-1.0131999999999999
Jan Hejda 2010,Jan Hejda,2010,D,31.289,76,230,,,81.0,82,62,,,3.9019,3.9573,3.4804,-0.4491999999999998
Jan Hejda 2011,Jan Hejda,2011,D,32.288,76,230,,81.0,82.0,62,77,,3.9019,3.9573,3.4804,2.8677,-0.9121666666666663
Jan Hejda 2012,Jan Hejda,2012,D,33.288,76,230,81.0,82.0,62.0,77,81,3.9019,3.9573,3.4804,2.8677,3.0895,-0.4623249999999999
Jan Hejda 2013,Jan Hejda,2013,D,34.29,76,230,82.0,62.0,77.0,81,78,3.9573,3.4804,2.8677,3.0895,2.9025,-0.4462250000000001
Jan Hejda 2014,Jan Hejda,2014,D,35.289,76,230,62.0,77.0,81.0,78,78,3.4804,2.8677,3.0895,2.9025,2.9233,-0.16172500000000012
Jan Hejda 2015,Jan Hejda,2015,D,36.288,76,230,77.0,81.0,78.0,78,81,2.8677,3.0895,2.9025,2.9233,2.2644,-0.6813499999999997
Shane O'Brien 2010,Shane O'Brien,2010,D,26.147,75,230,,,77.0,77,65,,,1.9816,1.1695,1.6105,0.03495000000000004
Shane O'Brien 2011,Shane O'Brien,2011,D,27.147,75,230,,77.0,77.0,65,80,,1.9816,1.1695,1.6105,2.8369,1.2497
Shane O'Brien 2012,Shane O'Brien,2012,D,28.146,75,230,77.0,77.0,65.0,80,76,1.9816,1.1695,1.6105,2.8369,1.7241,-0.17552499999999993
Shane O'Brien 2013,Shane O'Brien,2013,D,29.148,75,230,77.0,65.0,80.0,76,47,1.1695,1.6105,2.8369,1.7241,0.1851,-1.65015
Shane O'Brien 2014,Shane O'Brien,2014,D,30.147,75,230,65.0,80.0,76.0,47,45,1.6105,2.8369,1.7241,0.1851,0.0933,-1.4958500000000001
Andrej Meszaros 2010,Andrej Meszaros,2010,D,23.968,74,223,,,82.0,52,81,,,2.1224,3.7994,1.9753,-0.9855999999999996
Andrej Meszaros 2011,Andrej Meszaros,2011,D,24.967,74,223,,82.0,52.0,81,81,,2.1224,3.7994,1.9753,2.0486,-0.5837666666666665
Andrej Meszaros 2012,Andrej Meszaros,2012,D,25.966,74,223,82.0,52.0,81.0,81,62,2.1224,3.7994,1.9753,2.0486,2.4304,-0.05602499999999999
Mark Fistric 2012,Mark Fistric,2012,D,25.334,74,225,37.0,36.0,67.0,57,60,1.1194,2.6204,0.7649,1.3819,2.2219,0.7502500000000003
Mark Fistric 2013,Mark Fistric,2013,D,26.336,74,225,36.0,67.0,57.0,60,42,2.6204,0.7649,1.3819,2.2219,2.09,0.3427249999999997
Ryan Wilson 2012,Ryan Wilson,2012,D,24.658,73,210,,,61.0,67,59,,,1.1713,2.4276,1.3407,-0.45875
Keaton Ellerby 2013,Keaton Ellerby,2013,D,23.905,77,220,,22.0,54.0,40,75,,0.0091,0.5617,0.9037,1.6076,1.1160999999999999
Keaton Ellerby 2014,Keaton Ellerby,2014,D,24.904,77,220,22.0,54.0,40.0,75,51,0.0091,0.5617,0.9037,1.6076,0.1742,-0.596325
Jack Hillen 2011,Jack Hillen,2011,D,24.685,70,190,,2.0,40.0,69,64,,0.2167,0.3867,2.2449,1.926,0.9765666666666666
Jack Hillen 2012,Jack Hillen,2012,D,25.684,70,190,2.0,40.0,69.0,64,55,0.2167,0.3867,2.2449,1.926,0.8752,-0.3183750000000001
Slava Voynov 2014,Slava Voynov,2014,D,23.71,72,194,,,54.0,82,82,,,0.0932,1.6694,2.0559,1.1745999999999999
Hal Gill 2010,Hal Gill,2010,D,34.49,79,243,,,81.0,62,68,,,4.4058,3.1817,3.1502,-0.6435500000000003
Hal Gill 2011,Hal Gill,2011,D,35.489,79,243,,81.0,62.0,68,75,,4.4058,3.1817,3.1502,3.7836,0.20436666666666659
Hal Gill 2012,Hal Gill,2012,D,36.488,79,243,81.0,62.0,68.0,75,76,4.4058,3.1817,3.1502,3.7836,3.4708,-0.15952499999999992
Hal Gill 2013,Hal Gill,2013,D,37.49,79,243,62.0,68.0,75.0,76,54,3.1817,3.1502,3.7836,3.4708,2.5797,-0.816875
Ed Jovanovski 2010,Ed Jovanovski,2010,D,33.266,75,220,,,80.0,82,66,,,0.5917,0.7659,2.9442,2.2653999999999996
Ed Jovanovski 2011,Ed Jovanovski,2011,D,34.265,75,220,,80.0,82.0,66,50,,0.5917,0.7659,2.9442,2.8247,1.3907666666666667
Ed Jovanovski 2012,Ed Jovanovski,2012,D,35.264,75,220,80.0,82.0,66.0,50,66,0.5917,0.7659,2.9442,2.8247,1.5621,-0.21952499999999997
Derek Morris 2010,Derek Morris,2010,D,31.106,72,210,,,82.0,75,76,,,3.2183,2.0289,2.3607,-0.26290000000000013
Derek Morris 2011,Derek Morris,2011,D,32.105,72,210,,82.0,75.0,76,77,,3.2183,2.0289,2.3607,2.5392,0.0032333333333331993
Derek Morris 2012,Derek Morris,2012,D,33.104,72,210,82.0,75.0,76.0,77,59,3.2183,2.0289,2.3607,2.5392,2.6412,0.10442499999999999
Derek Morris 2013,Derek Morris,2013,D,34.106,72,210,75.0,76.0,77.0,59,66,2.0289,2.3607,2.5392,2.6412,2.3543,-0.038200000000000234
Derek Morris 2014,Derek Morris,2014,D,35.106,72,210,76.0,77.0,59.0,66,63,2.3607,2.5392,2.6412,2.3543,1.7548,-0.7190500000000002
Cory Sarich 2010,Cory Sarich,2010,D,31.127,76,207,,,80.0,76,57,,,3.264,2.7623,1.8918,-1.12135
Cory Sarich 2011,Cory Sarich,2011,D,32.127,76,207,,80.0,76.0,57,76,,3.264,2.7623,1.8918,1.875,-0.7643666666666666
Cory Sarich 2012,Cory Sarich,2012,D,33.126,76,207,80.0,76.0,57.0,76,62,3.264,2.7623,1.8918,1.875,0.9038,-1.5444749999999998
Cory Sarich 2013,Cory Sarich,2013,D,34.128,76,207,76.0,57.0,76.0,62,47,2.7623,1.8918,1.875,0.9038,1.0595,-0.7987249999999999
Cory Sarich 2014,Cory Sarich,2014,D,35.128,76,207,57.0,76.0,62.0,47,54,1.8918,1.875,0.9038,1.0595,1.7284,0.2958749999999999
Sami Salo 2010,Sami Salo,2010,D,35.081,75,215,,,63.0,60,68,,,3.1497,2.8672,2.8885,-0.11994999999999978
Sami Salo 2014,Sami Salo,2014,D,39.081,75,215,68.0,27.0,69.0,78,71,2.8885,2.8204,2.3425,2.4804,2.0552,-0.57775
Francis Bouillon 2010,Francis Bouillon,2010,D,33.958,68,194,,,74.0,54,81,,,2.6905,2.0361,1.3796,-0.9836999999999998
Francis Bouillon 2011,Francis Bouillon,2011,D,34.958,68,194,,74.0,54.0,81,44,,2.6905,2.0361,1.3796,1.3996,-0.6358000000000001
Francis Bouillon 2012,Francis Bouillon,2012,D,35.957,68,194,74.0,54.0,81.0,44,66,2.6905,2.0361,1.3796,1.3996,0.7982,-1.07825
Francis Bouillon 2013,Francis Bouillon,2013,D,36.959,68,194,54.0,81.0,44.0,66,82,2.0361,1.3796,1.3996,0.7982,1.0566,-0.34677500000000006
Francis Bouillon 2014,Francis Bouillon,2014,D,37.959,68,194,81.0,44.0,66.0,82,52,1.3796,1.3996,0.7982,1.0566,0.5022,-0.6563000000000001
Henrik Tallinder 2010,Henrik Tallinder,2010,D,30.725,76,209,,,71.0,66,82,,,3.7878,2.7399,3.0579,-0.20594999999999963
Henrik Tallinder 2011,Henrik Tallinder,2011,D,31.724,76,209,,71.0,66.0,82,82,,3.7878,2.7399,3.0579,2.3734,-0.8217999999999996
Joe Corvo 2010,Joe Corvo,2010,D,32.283,72,204,,,74.0,81,52,,,0.1072,2.0323,2.5413,1.47155
Joe Corvo 2011,Joe Corvo,2011,D,33.282,72,204,,74.0,81.0,52,82,,0.1072,2.0323,2.5413,2.6909,1.1306333333333334
Joe Corvo 2012,Joe Corvo,2012,D,34.282,72,204,74.0,81.0,52.0,82,75,0.1072,2.0323,2.5413,2.6909,0.3296,-1.513325
Joe Corvo 2013,Joe Corvo,2013,D,35.284,72,204,81.0,52.0,82.0,75,68,2.0323,2.5413,2.6909,0.3296,0.7329,-1.165625
Mike Mottau 2010,Mike Mottau,2010,D,31.538,72,195,,,76.0,80,79,,,2.3373,0.5152,2.3167,0.89045
John Erskine 2010,John Erskine,2010,D,29.266,76,220,,,51.0,52,50,,,2.2307,1.6234,1.16,-0.76705
John Erskine 2011,John Erskine,2011,D,30.265,76,220,,51.0,52.0,50,73,,2.2307,1.6234,1.16,1.2717,-0.3996666666666666
Douglas Murray 2010,Douglas Murray,2010,D,29.556,75,240,,,66.0,75,79,,,2.2018,1.9002,2.5895,0.5385
Douglas Murray 2011,Douglas Murray,2011,D,30.555,75,240,,66.0,75.0,79,73,,2.2018,1.9002,2.5895,2.0678,-0.16270000000000007
Douglas Murray 2012,Douglas Murray,2012,D,31.555,75,240,66.0,75.0,79.0,73,60,2.2018,1.9002,2.5895,2.0678,1.8025,-0.3873249999999999
Douglas Murray 2013,Douglas Murray,2013,D,32.557,75,240,75.0,79.0,73.0,60,73,1.9002,2.5895,2.0678,1.8025,2.8167,0.7267000000000001
Douglas Murray 2014,Douglas Murray,2014,D,33.556,75,240,79.0,73.0,60.0,73,53,2.5895,2.0678,1.8025,2.8167,2.8607,0.5415749999999999
Rostislav Klesla 2013,Rostislav Klesla,2013,D,30.533,75,215,34.0,26.0,61.0,65,64,3.1426,3.5923,3.1344,2.7569,2.3794,-0.7771499999999998
Andrew Alberts 2011,Andrew Alberts,2011,D,29.255,77,218,,35.0,79.0,76,42,,2.4524,2.5105,1.7884,1.5925,-0.6579333333333335
Andrew Alberts 2012,Andrew Alberts,2012,D,30.254,77,218,35.0,79.0,76.0,42,44,2.4524,2.5105,1.7884,1.5925,1.1595,-0.92645
Andrew Alberts 2013,Andrew Alberts,2013,D,31.256,77,218,79.0,76.0,42.0,44,41,2.5105,1.7884,1.5925,1.1595,1.3465,-0.41622500000000007
Sheldon Brookbank 2010,Sheldon Brookbank,2010,D,28.995,73,202,,,44.0,44,66,,,0.9818,0.5792,0.9351,0.15460000000000007
Sheldon Brookbank 2011,Sheldon Brookbank,2011,D,29.994,73,202,,44.0,44.0,66,40,,0.9818,0.5792,0.9351,2.1204,1.2883666666666667
Sheldon Brookbank 2012,Sheldon Brookbank,2012,D,30.993,73,202,44.0,44.0,66.0,40,80,0.9818,0.5792,0.9351,2.1204,1.8123,0.658175
Sheldon Brookbank 2013,Sheldon Brookbank,2013,D,31.995,73,202,44.0,66.0,40.0,80,44,0.5792,0.9351,2.1204,1.8123,0.6256,-0.73615
Sheldon Brookbank 2014,Sheldon Brookbank,2014,D,32.995,73,202,66.0,40.0,80.0,44,48,0.9351,2.1204,1.8123,0.6256,0.4962,-0.8771500000000001
Denis Grebeshkov 2010,Denis Grebeshkov,2010,D,25.975,72,206,,,71.0,72,51,,,1.1523,2.0993,1.9082,0.2824
Ryan Whitney 2010,Ryan Whitney,2010,D,26.615,76,209,,,76.0,48,81,,,2.2011,1.7365,2.5128,0.544
Aaron Rome 2012,Aaron Rome,2012,D,28.012,73,220,17.0,8.0,49.0,56,43,1.6461,0.4479,0.8901,1.7702,0.7326,-0.4559749999999999
Aaron Rome 2013,Aaron Rome,2013,D,29.014,73,220,8.0,49.0,56.0,43,46,0.4479,0.8901,1.7702,0.7326,1.5704,0.6102
Matt Gilroy 2012,Matt Gilroy,2012,D,27.199,73,199,,,69.0,58,67,,,0.9155,0.3345,1.094,0.4690000000000001
Roman Hamrlik 2010,Roman Hamrlik,2010,D,35.473,74,206,,,77.0,81,75,,,3.0898,2.8395,2.3922,-0.5724499999999999
Roman Hamrlik 2011,Roman Hamrlik,2011,D,36.472,74,206,,77.0,81.0,75,79,,3.0898,2.8395,2.3922,1.9574,-0.8164333333333331
Roman Hamrlik 2012,Roman Hamrlik,2012,D,37.471,74,206,77.0,81.0,75.0,79,68,3.0898,2.8395,2.3922,1.9574,1.7292,-0.840525
Adrian Aucoin 2010,Adrian Aucoin,2010,D,36.247,74,215,,,76.0,81,82,,,1.7292,2.9549,2.7069,0.3648500000000001
Adrian Aucoin 2011,Adrian Aucoin,2011,D,37.247,74,215,,76.0,81.0,82,75,,1.7292,2.9549,2.7069,3.0027,0.5390333333333333
Adrian Aucoin 2012,Adrian Aucoin,2012,D,38.246,74,215,76.0,81.0,82.0,75,64,1.7292,2.9549,2.7069,3.0027,2.1089,-0.48952499999999954
Adrian Aucoin 2013,Adrian Aucoin,2013,D,39.248,74,215,81.0,82.0,75.0,64,61,2.9549,2.7069,3.0027,2.1089,1.5056,-1.18775
Wade Redden 2010,Wade Redden,2010,D,32.305,74,205,,,80.0,81,75,,,1.734,2.1788,2.1307,0.17430000000000012
Filip Kuba 2010,Filip Kuba,2010,D,32.757,76,225,,,75.0,71,53,,,3.1856,2.5138,2.5478,-0.30189999999999984
Filip Kuba 2011,Filip Kuba,2011,D,33.756,76,225,,75.0,71.0,53,64,,3.1856,2.5138,2.5478,2.4833,-0.26576666666666693
Filip Kuba 2012,Filip Kuba,2012,D,34.755,76,225,75.0,71.0,53.0,64,73,3.1856,2.5138,2.5478,2.4833,3.4018,0.7191750000000003
Filip Kuba 2013,Filip Kuba,2013,D,35.757,76,225,71.0,53.0,64.0,73,75,2.5138,2.5478,2.4833,3.4018,2.5417,-0.1949749999999999
Tom Poti 2010,Tom Poti,2010,D,32.529,75,190,,,71.0,52,70,,,3.8221,4.3628,3.6233,-0.4691499999999995
Toni Lydman 2010,Toni Lydman,2010,D,32.017,74,213,,,82.0,80,67,,,3.6077,3.2742,1.7823,-1.65865
Toni Lydman 2011,Toni Lydman,2011,D,33.017,74,213,,82.0,80.0,67,78,,3.6077,3.2742,1.7823,3.7346,0.8465333333333334
Toni Lydman 2012,Toni Lydman,2012,D,34.016,74,213,82.0,80.0,67.0,78,74,3.6077,3.2742,1.7823,3.7346,3.1302,0.03049999999999997
Toni Lydman 2013,Toni Lydman,2013,D,35.018,74,213,80.0,67.0,78.0,74,59,3.2742,1.7823,3.7346,3.1302,2.1805,-0.7998250000000002
Brett Clark 2010,Brett Clark,2010,D,32.773,72,194,,,57.0,76,64,,,3.1827,3.0976,1.963,-1.1771500000000001
Brett Clark 2011,Brett Clark,2011,D,33.772,72,194,,57.0,76.0,64,82,,3.1827,3.0976,1.963,1.4102,-1.3375666666666668
Brett Clark 2012,Brett Clark,2012,D,34.772,72,194,57.0,76.0,64.0,82,82,3.1827,3.0976,1.963,1.4102,2.0685,-0.34487500000000004
Tomas Kaberle 2010,Tomas Kaberle,2010,D,31.585,73,212,,,82.0,57,82,,,1.372,1.1357,0.1071,-1.14675
Tomas Kaberle 2011,Tomas Kaberle,2011,D,32.584,73,212,,82.0,57.0,82,82,,1.372,1.1357,0.1071,0.2874,-0.5842
Tomas Kaberle 2012,Tomas Kaberle,2012,D,33.583,73,212,82.0,57.0,82.0,82,72,1.372,1.1357,0.1071,0.2874,0.1252,-0.60035
Kurtis Foster 2012,Kurtis Foster,2012,D,29.852,77,225,56.0,10.0,71.0,74,51,0.719,0.8667,0.2185,0.1572,0.1752,-0.31515000000000004
Greg Zanon 2010,Greg Zanon,2010,D,29.323,71,201,,,78.0,82,81,,,4.1893,3.9325,3.2181,-0.8428
Greg Zanon 2011,Greg Zanon,2011,D,30.323,71,201,,78.0,82.0,81,82,,4.1893,3.9325,3.2181,3.0421,-0.7378666666666667
Greg Zanon 2012,Greg Zanon,2012,D,31.322,71,201,78.0,82.0,81.0,82,56,4.1893,3.9325,3.2181,3.0421,1.7807,-1.8148000000000004
Greg Zanon 2013,Greg Zanon,2013,D,32.324,71,201,82.0,81.0,82.0,56,75,3.9325,3.2181,3.0421,1.7807,2.6822,-0.31115000000000004
Marc-Andre Bergeron 2010,Marc-Andre Bergeron,2010,D,28.967,69,190,,,55.0,72,60,,,0.3858,0.2176,0.1783,-0.12339999999999998
Joni Pitkanen 2010,Joni Pitkanen,2010,D,26.035,75,220,,,63.0,71,71,,,2.127,1.8528,2.012,0.02210000000000001
Joni Pitkanen 2011,Joni Pitkanen,2011,D,27.034,75,220,,63.0,71.0,71,72,,2.127,1.8528,2.012,1.1463,-0.8509666666666664
Steve Eminger 2011,Steve Eminger,2011,D,26.919,74,207,,20.0,71.0,63,65,,0.335,2.4913,1.986,1.3379,-0.26619999999999977
Steve Eminger 2012,Steve Eminger,2012,D,27.919,74,207,20.0,71.0,63.0,65,42,0.335,2.4913,1.986,1.3379,1.2123,-0.32525000000000004
Steve Eminger 2013,Steve Eminger,2013,D,28.921,74,207,71.0,63.0,65.0,42,59,2.4913,1.986,1.3379,1.2123,0.5219,-1.234975
Ian White 2010,Ian White,2010,D,25.326,70,191,,,81.0,71,83,,,1.2872,2.404,1.4526,-0.393
Ian White 2011,Ian White,2011,D,26.325,70,191,,81.0,71.0,83,78,,1.2872,2.404,1.4526,1.1139,-0.6007
Ian White 2012,Ian White,2012,D,27.324,70,191,81.0,71.0,83.0,78,77,1.2872,2.404,1.4526,1.1139,1.0818,-0.48262499999999986
Ian White 2013,Ian White,2013,D,28.327,70,191,71.0,83.0,78.0,77,42,2.404,1.4526,1.1139,1.0818,0.0287,-1.484375
Ryan O'Byrne 2012,Ryan O'Byrne,2012,D,27.201,77,234,33.0,37.0,55.0,67,74,0.5303,1.418,1.2197,2.6557,2.9014,1.4454750000000003
Ryan O'Byrne 2013,Ryan O'Byrne,2013,D,28.203,77,234,37.0,55.0,67.0,74,71,1.418,1.2197,2.6557,2.9014,2.604,0.5552999999999999
Bruno Gervais 2010,Bruno Gervais,2010,D,24.995,73,200,,,60.0,69,71,,,2.8594,2.9601,2.4099,-0.4998499999999999
Bruno Gervais 2011,Bruno Gervais,2011,D,25.994,73,200,,60.0,69.0,71,53,,2.8594,2.9601,2.4099,1.4321,-1.3110333333333333
Bruno Gervais 2012,Bruno Gervais,2012,D,26.993,73,200,60.0,69.0,71.0,53,50,2.8594,2.9601,2.4099,1.4321,0.7937,-1.6216750000000002
Bruno Gervais 2013,Bruno Gervais,2013,D,27.995,73,200,69.0,71.0,53.0,50,63,2.9601,2.4099,1.4321,0.7937,0.955,-0.94395
Cam Barker 2010,Cam Barker,2010,D,23.494,75,223,,,45.0,68,70,,,0.9052,1.2478,0.5731,-0.5034
Cam Barker 2011,Cam Barker,2011,D,24.493,75,223,,45.0,68.0,70,52,,0.9052,1.2478,0.5731,0.8436,-0.06510000000000005
