,Player,Position,Age,Height,Weight,Projected Goals,StDev,5th Percentile,95th Percentile,60G Probability,50G Probability,40G Probability,30G Probability,20G Probability
377,Joel Armia,R,30.3,75,216,8.08328351687233,1.667667428917950,5.998501287025090,11.408507276437100,0.0,0.0,0.0,0.0,0.0
378,Sammy Blais,L,27.3,74,206,8.05552644462785,1.0919656646486300,6.18629417974231,9.777910442063040,0.0,0.0,0.0,0.0,0.0
379,Filip Hronek,D,25.9,72,190,8.005691839592000,1.3089581115699500,5.222719820952100,8.90849503163873,0.0,0.0,0.0,0.0,0.0
380,Ivan Provorov,D,26.7,73,201,7.98653468033442,0.4874169352794580,6.989703042034550,8.583691367491480,0.0,0.0,0.0,0.0,0.0
381,Zach Aston-Reese,C,29.1,73,205,7.957495851404000,1.0698119344518500,6.119777979017590,9.555864551789180,0.0,0.0,0.0,0.0,0.0
382,Wade Allison,R,26.0,74,205,7.952574837697430,1.8406476494617600,5.137591134467630,11.11604942717880,0.0,0.0,0.0,0.0,0.0
383,Adam Erne,L,28.4,73,212,7.951751149461310,2.528573926106520,6.098045619507020,11.663858656521800,0.0,0.001,0.001,0.002,0.005
384,Sam Steel,C,25.7,71,184,7.944956433638050,1.7523613251124700,5.941629790986870,11.174857888348600,0.0,0.0,0.0,0.0,0.001
385,Jordan Greenway,L,26.6,78,231,7.936235432766350,1.440695035161750,6.010749333202860,10.645924874952900,0.0,0.0,0.0,0.0,0.0
386,Liam Foudy,C,23.7,74,188,7.9147029710169600,1.6634869092693500,4.973250762196240,10.143586898686100,0.0,0.0,0.0,0.0,0.001
387,Neal Pionk,D,28.2,72,185,7.923662324969380,0.5750774573488990,6.085599448273420,7.834174111982480,0.0,0.0,0.0,0.0,0.0
388,Sean Durzi,D,24.9,72,195,7.924872954195520,0.7253442930665830,5.795349525282070,8.159170934405430,0.0,0.0,0.0,0.0,0.0
389,Mattias Janmark,C,30.8,73,205,7.927083682054150,1.2241466801900700,5.6999186620090000,9.551524265218820,0.0,0.0,0.0,0.0,0.0
390,Emil Bemstrom,R,24.3,72,195,7.9338280506260800,1.432584905801670,5.306501242671910,9.923169605125310,0.0,0.0,0.0,0.0,0.0
391,Morgan Geekie,C,25.2,75,200,7.924416844599480,3.7337458420247900,6.758590007203560,17.948116756731800,0.0,0.0,0.0,0.004,0.032
392,Luke Evangelista,R,21.6,72,183,7.929637784557940,2.5006855684701000,3.939316060973010,12.013057934249900,0.0,0.0,0.0,0.0,0.001
393,Colin Blackwell,C,30.5,69,190,7.9284403112477700,1.0879815956579600,5.793396544103710,9.272367767827530,0.0,0.0,0.0,0.0,0.0
394,Nicolas Aube-Kubel,R,27.4,72,207,7.933938234305570,1.0887654603040800,6.161023820564180,9.764402915237370,0.0,0.0,0.0,0.0,0.0
395,Fabian Zetterlund,L,24.1,71,220,7.930837721530550,1.191320832562030,5.8863847562034400,9.751914361022470,0.0,0.0,0.0,0.0,0.0
396,Max Jones,L,25.6,75,216,7.9191668742320300,1.590066861332930,5.32222684159084,10.591393337103600,0.0,0.0,0.0,0.0,0.0
397,Derek Grant,C,33.4,75,210,7.920223921501870,1.1896361426077300,5.32063600135973,9.085929280090050,0.0,0.0,0.0,0.0,0.0
398,Justin Danforth,R,30.5,69,190,7.864670440737760,2.2605515058813600,4.461572058080310,11.738610048085000,0.0,0.0,0.0,0.0,0.0
399,Alex Chiasson,R,33.0,76,208,7.845306770904470,2.885171876155530,6.337234620646910,14.264948316928700,0.001,0.001,0.001,0.001,0.003
400,Peyton Krebs,C,22.7,72,187,7.832807391837960,1.3353689716487300,5.5342223874053300,9.816905535052690,0.0,0.0,0.0,0.0,0.0
401,Tyler Angle,C,23.0,70,171,7.827081655172850,2.7784829584281800,3.8653936703907200,12.906279688987000,0.0,0.0,0.0,0.0,0.0
402,Klim Kostin,C,24.4,75,215,7.798170448474440,1.7221987101085600,5.289306194421250,10.468186622327400,0.0,0.0,0.0,0.0,0.001
403,Lucas Condotta,C,26.3,73,223,7.788257081898350,3.4310732645681900,3.0964451139167200,14.185024397151900,0.0,0.0,0.0,0.0,0.003
404,Owen Power,D,20.9,78,218,7.772868759079250,1.653014801418060,4.854529968838660,9.427477497758560,0.0,0.0,0.0,0.0,0.0
405,Derek Ryan,C,36.8,70,185,7.756364032081470,2.8471457865414400,5.5675743034231000,9.656848349956350,0.0,0.002,0.002,0.003,0.005
406,Rudolfs Balcers,L,26.5,71,182,7.75372260333857,1.8923106541855300,4.937271163804860,11.030761426238900,0.0,0.0,0.0,0.0,0.0
407,Mark Kastelic,C,24.6,75,233,7.729909670630840,1.3849603541624300,5.571018460722630,10.090474339870000,0.0,0.0,0.0,0.0,0.0
408,Tyson Foerster,R,21.7,74,194,7.687607283282210,2.0216127663275900,4.315177227737580,11.031232845955700,0.0,0.0,0.0,0.0,0.0
409,Rasmus Sandin,D,23.6,71,182,7.665743621802020,0.9926947263103280,5.712145343264410,8.822499159131140,0.0,0.0,0.0,0.0,0.0
410,Evgeny Svechnikov,L,26.9,75,208,7.62354075100004,1.2602831273490500,5.610381560401960,9.725939081729860,0.0,0.0,0.0,0.0,0.0
411,Moritz Seider,D,22.5,76,204,7.599959211790270,0.7016996614788960,4.836022279809900,6.889074599397680,0.0,0.0,0.0,0.0,0.0
412,Adam Boqvist,D,23.1,72,182,7.572818348333880,1.4247939730856400,4.179490947489490,8.714263507457360,0.0,0.0,0.0,0.0,0.0
413,Sam Lafferty,C,28.6,73,195,7.546760462677690,1.3718799426049300,5.0704009100812,9.162546808118590,0.0,0.0,0.0,0.0,0.0
414,Filip Zadina,R,23.8,72,190,7.43404965704858,1.7289990541277400,5.129315606707950,10.260914590746000,0.0,0.0,0.0,0.0,0.001
415,Elmer Soderblom,L,22.2,80,246,7.41180995899486,1.9430569797094100,4.38768542206584,10.60909048413720,0.0,0.0,0.0,0.0,0.0
416,Sheldon Dries,C,29.4,69,180,7.344106641560430,1.5059591381132400,4.870947500109230,9.776757120277200,0.0,0.0,0.0,0.0,0.0
417,Jake Evans,C,27.3,72,186,7.314359310966720,20.035022935833600,2.58064305417109,59.562370605794500,0.05,0.073,0.103,0.131,0.159
418,Austin Watson,L,31.7,76,204,7.303760324013080,6.612360903982240,4.7121183773421500,18.57113978059680,0.002,0.006,0.008,0.02,0.041
419,Travis Sanheim,D,27.5,75,181,7.237291829077100,0.5291106066293160,6.483290895563010,8.179951211273650,0.0,0.0,0.0,0.0,0.0
420,Jordan Martinook,L,31.2,72,196,7.230102284055740,1.382688550203690,4.918443704008780,9.367926157226390,0.0,0.0,0.0,0.0,0.0
421,Julien Gauthier,R,26.0,76,224,7.220357291488950,1.4193823177115200,4.973935052642920,9.566751495799020,0.0,0.0,0.0,0.0,0.0
422,Cole Smith,L,27.9,75,195,7.222742386883640,1.4957901840236200,4.323066521763780,9.375786326429350,0.0,0.0,0.0,0.0,0.0
423,John Klingberg,D,31.1,75,190,7.207453289980380,1.069343507028900,4.680129470807510,7.5778446682401400,0.0,0.0,0.0,0.0,0.0
424,Erik Gustafsson,D,31.5,72,197,7.186924050060160,4.051814667841600,5.1397771789420900,11.993135901137900,0.001,0.002,0.003,0.006,0.015
425,Quinn Hughes,D,24.0,70,180,7.173761824313960,0.646540356189979,5.161695848589570,7.20173997425298,0.0,0.0,0.0,0.0,0.0
426,Luke Hughes,D,20.1,74,184,7.163693012437080,3.4492839384206600,2.553484917881230,13.507192221492800,0.0,0.0,0.0,0.0,0.004
427,Corey Perry,R,38.4,75,208,7.169723393186060,6.531496583652840,6.684115358643820,22.06163505835850,0.001,0.003,0.011,0.029,0.062
428,Tyler Motte,"C, L",28.6,70,192,7.170083627269730,1.2173057021643900,4.900451129733720,8.953965630264890,0.0,0.0,0.0,0.0,0.0
429,Alexey Toropchenko,R,24.3,78,222,7.127061961392180,1.4272540327992400,4.523848443908360,9.265141915752110,0.0,0.0,0.0,0.0,0.0
430,Damon Severson,D,29.2,74,205,7.146869441403650,0.4282369717686430,6.174652670347650,7.5001838517744800,0.0,0.0,0.0,0.0,0.0
431,Jake Neighbours,L,21.5,72,201,7.154892251872770,1.5410783493586500,4.680453608977870,9.623116757362,0.0,0.0,0.0,0.0,0.0
432,Samuel Girard,D,25.4,70,170,7.120471897123770,0.731287110038725,5.651515017428920,7.768804608007880,0.0,0.0,0.0,0.0,0.0
433,Jake Walman,D,27.6,74,215,7.1152525829489600,1.3185338497466600,4.814473771969230,9.178380425266590,0.0,0.0,0.0,0.0,0.0
434,Jonathan Drouin,L,28.5,71,198,7.079618651546460,1.1448351324156200,4.624932864961900,8.366074022494330,0.0,0.0,0.0,0.0,0.0
435,J.J. Moser,D,23.3,73,173,7.074637122451630,0.7819622199352940,5.064686235301170,7.499533162657300,0.0,0.0,0.0,0.0,0.0
436,Hudson Fasching,R,28.2,75,204,7.0675251378686800,1.8461835007980800,4.437445132672230,10.22068209823270,0.0,0.0,0.0,0.0,0.0
437,Teddy Blueger,C,29.1,72,185,7.044588694833300,0.8960945735895070,4.832043096069630,7.750246299967890,0.0,0.0,0.0,0.0,0.0
438,Vasily Podkolzin,R,22.3,73,190,7.028070151717020,1.5483209910408600,4.549964350810800,9.700092375792310,0.0,0.0,0.0,0.0,0.0
439,Lars Eller,C,34.4,74,205,6.98425032846735,1.6687194246760000,4.782981238613910,9.919904432836450,0.0,0.0,0.0,0.0,0.0
440,Ridly Greig,C,21.1,72,183,6.952590452031820,1.993457697969040,3.7507568558571000,10.149642574896400,0.0,0.0,0.0,0.0,0.0
441,Nick Cousins,C,30.2,71,192,6.928948261935310,1.224336709370990,5.583282209108640,9.553740796124910,0.0,0.0,0.0,0.0,0.0
442,MacKenzie Entwistle,R,24.2,75,184,6.875217605060720,2.1054163607464200,4.020384095102920,10.228205493987300,0.0,0.0,0.0,0.0,0.0
443,Milan Lucic,L,35.3,75,240,6.71277374970481,3.2911623948295300,6.082362483520900,10.456890811832300,0.001,0.001,0.001,0.003,0.005
444,Jaccob Slavin,D,29.4,75,207,6.691858821254510,0.5196643068481290,5.949314771356300,7.348758245371930,0.0,0.0,0.0,0.0,0.0
445,Juraj Slafkovsky,L,19.5,75,238,6.65470232619768,1.9237718491169000,3.504534263744330,9.777240323071710,0.0,0.0,0.0,0.0,0.0
446,William Eklund,L,21.0,71,181,6.616881845951120,1.6171559121137700,3.939518027432790,9.277229609529580,0.0,0.0,0.0,0.0,0.0
447,Curtis Lazar,C,28.7,72,203,6.597784122961880,1.1186891845329400,4.704364923663360,8.391515316457250,0.0,0.0,0.0,0.0,0.0
448,Matt Dumba,D,29.2,72,181,6.585790105314250,0.8631935732220860,5.621428479497240,8.090229241244600,0.0,0.0,0.0,0.0,0.0
449,Boris Katchouk,L,25.3,74,206,6.532105396097930,1.2442934695966300,4.451173317017820,8.436116180772910,0.0,0.0,0.0,0.0,0.0
450,Shane Wright,C,19.7,72,192,6.529600641333180,2.393541355332180,3.4229611683126600,11.38663784735120,0.0,0.0,0.0,0.0,0.0
451,Cole Guttman,C,24.5,69,167,6.523072995478110,2.301487183199180,3.285739909967640,10.648707679700000,0.0,0.0,0.0,0.0,0.0
452,Bowen Byram,D,22.3,73,190,6.503798805206990,1.3835565485373400,4.026110466217840,8.620698995807930,0.0,0.0,0.0,0.0,0.0
453,Michael Eyssimont,C,27.1,72,180,6.477487944846000,1.7434963047671600,3.657145050093760,9.362672111955570,0.0,0.0,0.0,0.0,0.0
454,MacKenzie Weegar,D,29.7,72,206,6.467037795812420,0.6935834032296560,5.270374034940130,7.551073017559980,0.0,0.0,0.0,0.0,0.0
455,Jacob Trouba,D,29.6,75,203,6.452025306828500,0.6142823974597980,4.955312245000450,6.986735797872900,0.0,0.0,0.0,0.0,0.0
456,Andreas Johnsson,L,28.9,70,195,6.366084654513580,1.4900730583092700,4.154335678234030,8.909477737719590,0.0,0.0,0.0,0.0,0.0
457,Jeff Petry,D,35.8,75,209,6.347672128078760,0.9504591987085540,4.283328466882160,7.301746002912630,0.0,0.0,0.0,0.0,0.0
458,Josh Archibald,R,31.0,70,176,6.257222007658520,1.4403282515443600,3.526691171501490,8.189758219762640,0.0,0.0,0.0,0.0,0.0
459,Vladislav Gavrikov,D,27.9,75,221,6.235739301123090,0.42703771488764300,5.357241639015700,6.736022323225340,0.0,0.0,0.0,0.0,0.0
460,Mark Jankowski,C,29.0,76,212,6.2240004541208900,0.9987420241922940,4.430059786091300,7.673163394932270,0.0,0.0,0.0,0.0,0.0
461,Brett Ritchie,R,30.3,76,215,6.209407287768200,1.3092394445275700,4.0788004898520900,8.491830707306500,0.0,0.0,0.0,0.0,0.0
462,Juuso Parssinen,C,22.7,75,212,6.195407029633360,1.3446775855840400,3.7543732917927600,8.162467846776710,0.0,0.0,0.0,0.0,0.0
463,Martin Fehervary,D,24.0,74,199,6.13099026698952,0.744841372600271,4.822577811349490,7.338770770443510,0.0,0.0,0.0,0.0,0.0
464,Yegor Chinakhov,R,22.7,73,204,6.1096823302326600,1.3928194064750300,3.8109766941065000,8.336615434328330,0.0,0.0,0.0,0.0,0.0
465,Jamie Oleksiak,D,30.8,79,257,6.091678751441100,1.6355440050711700,4.280627657413140,9.35500140055616,0.0,0.0,0.0,0.0,0.0
466,Matt Roy,D,28.6,73,205,5.994211324632070,0.6122710250462540,4.884600669414240,6.857260341504790,0.0,0.0,0.0,0.0,0.0
467,Morgan Rielly,D,29.6,73,222,5.9991329619714000,0.6327952966944620,3.9803443166963100,6.029669262615710,0.0,0.0,0.0,0.0,0.0
468,Rasmus Asplund,C,25.8,71,185,6.000829763313110,1.4924865623927400,3.848004499404830,8.502816765441740,0.0,0.0,0.0,0.0,0.0
469,Sean Farrell,C,21.9,69,175,5.980297150446000,1.4697210949455100,3.671753793745480,8.53501921952247,0.0,0.0,0.0,0.0,0.0
470,Nicolas Deslauriers,L,32.6,73,220,5.983607206811570,0.8330029665696930,4.458107458301520,7.289207240796830,0.0,0.0,0.0,0.0,0.0
471,Michael Pezzetta,L,25.6,73,210,5.990593074040320,1.1219472445527800,4.143169476650800,7.851780792167040,0.0,0.0,0.0,0.0,0.0
472,Colin White,C,26.7,73,194,6.011528347158090,2.728841607394780,4.755984631288280,13.108263210960600,0.0,0.0,0.0,0.0,0.005
473,Aliaksei Protas,C,22.7,78,225,6.038501966314310,1.2712017110476000,4.077345994399290,8.16142887952387,0.0,0.0,0.0,0.0,0.0
474,Juuso Valimaki,D,25.0,74,205,6.058213145796320,5.2939361965830400,3.6895428659011900,17.19484830642740,0.0,0.0,0.003,0.01,0.034
475,Joel Kiviranta,L,27.5,71,185,6.073163033543200,1.3684861122760000,3.7564008567858000,8.122979547637230,0.0,0.0,0.0,0.0,0.0
476,Nicklas Backstrom,C,35.9,73,202,6.070209359220520,2.0471383343518400,2.367421125539170,8.756162940995550,0.0,0.0,0.0,0.0,0.001
477,Esa Lindell,D,29.4,75,220,6.094538160481360,0.46326694242256400,5.2584485224381200,6.731342386359160,0.0,0.0,0.0,0.0,0.0
478,Jacob Peterson,C,24.2,73,180,6.117876117587330,1.6796967413563600,3.3554871444114300,8.916474041347340,0.0,0.0,0.0,0.0,0.0
479,Ryan Pulock,D,29.0,74,216,6.120018698069510,0.6090512968691080,5.166454002029910,6.872965928731060,0.0,0.0,0.0,0.0,0.0
480,Mathieu Olivier,R,26.6,73,217,6.144934062907000,1.250791182134560,4.16026985141577,8.25752742780036,0.0,0.0,0.0,0.0,0.0
481,Andrew Cogliano,C,36.3,70,179,6.12903457411823,9.139542501539780,3.635542959726140,9.663407587176480,0.005,0.005,0.007,0.011,0.021
482,Rasmus Kupari,C,23.5,74,200,6.131207597802220,1.2577688374471700,4.0984138931126,8.187430304746760,0.0,0.0,0.0,0.0,0.0
483,Karson Kuhlman,C,28.0,70,184,6.116458759895840,1.7668038860988200,3.5530093159572800,9.071872887093690,0.0,0.0,0.0,0.0,0.0
484,Nikita Alexandrov,C,23.0,73,177,6.0822314338938500,1.7663618042544200,3.375596526325050,9.2139291791062,0.0,0.0,0.0,0.0,0.0
485,Brett Pesce,D,28.9,75,206,6.063415842299660,1.6758165145201900,4.9295835144572300,7.959625321088230,0.0,0.0,0.0,0.0,0.002
486,Jujhar Khaira,L,29.1,76,212,6.024349687839120,1.084945733144040,4.102533033898520,7.5951776929326000,0.0,0.0,0.0,0.0,0.0
487,Ben Chiarot,D,32.4,75,232,5.978178051016430,0.7488462221486430,4.879364140598300,7.22957692447827,0.0,0.0,0.0,0.0,0.0
488,Torey Krug,D,32.5,69,194,5.945361525839980,2.0580088492790300,3.2703477877085100,6.374107678382240,0.0,0.0,0.001,0.001,0.002
489,Parker Kelly,L,24.4,72,190,5.921433450584790,1.527088428820070,3.3604192188016500,7.973260079997510,0.0,0.0,0.0,0.0,0.001
490,Anders Bjork,L,27.2,72,190,5.888654556662870,1.6454096018653200,3.566104856971290,8.549223508087150,0.0,0.0,0.0,0.0,0.001
491,Colton Parayko,D,30.4,78,228,5.8233693838974200,0.4816772987426640,4.977025124872970,6.453332341068690,0.0,0.0,0.0,0.0,0.0
492,Nicholas Robertson,L,22.1,69,183,5.759502636011640,1.6422696167106200,3.175365623442820,8.508702545185130,0.0,0.0,0.0,0.0,0.0
493,Zach Whitecloud,D,26.8,74,207,5.71460530957281,0.9123314091596840,4.305054390822530,6.981840319081560,0.0,0.0,0.0,0.0,0.0
494,Adam Pelech,D,29.1,75,210,5.630612704484210,0.5232631826012970,4.600209423188780,6.3012364499518500,0.0,0.0,0.0,0.0,0.0
495,Drew O'Connor,L,25.3,75,200,5.5503307901712600,1.174252994844290,3.632583674617480,7.530162240255060,0.0,0.0,0.0,0.0,0.0
496,Chris Tierney,C,29.3,73,191,5.499623979410320,2.2160873825623500,3.3204867490696300,9.492594641820630,0.0,0.0,0.0,0.001,0.003
497,Jansen Harkins,C,26.4,73,182,5.441156233703240,1.3652783027191200,3.331434462262050,7.819709043857520,0.0,0.0,0.0,0.0,0.0
498,Matt Martin,L,34.4,75,220,5.365596767295940,2.608036632214560,4.093800773575030,8.724321427928090,0.001,0.001,0.001,0.001,0.002
499,Nolan Foote,L,22.8,75,196,5.298550864557760,1.7067907077188900,2.732225122056520,8.08238457258448,0.0,0.0,0.0,0.0,0.0
500,Matt Grzelcyk,D,29.7,70,176,5.2774576037252600,0.5830450091786310,4.262604145858530,6.093289676973400,0.0,0.0,0.0,0.0,0.0
501,Oskar Steen,C,25.6,70,193,5.259041966531590,1.9303699634970900,2.472547390904940,8.850712961337660,0.0,0.0,0.0,0.0,0.0
502,Travis Hamonic,D,33.1,73,200,5.222075393237300,0.740395722526681,3.9307821640353300,6.370683253133480,0.0,0.0,0.0,0.0,0.0
503,Danil Gushchin,L,21.6,68,165,5.201587775080710,1.5021087943753600,2.813028553464290,7.758716843495020,0.0,0.0,0.0,0.0,0.0
504,Zack MacEwen,C,27.2,75,205,5.201371929471950,0.8259127015819930,3.903451254097140,6.570519678531780,0.0,0.0,0.0,0.0,0.0
505,Mason Shaw,C,24.9,70,184,5.16185822354403,1.2304251749584900,3.074429344872410,7.126800174487320,0.0,0.0,0.0,0.0,0.0
506,Jani Hakanpaa,D,31.5,78,225,5.1470906973226900,0.7066656121064090,3.943633050501720,6.229679907489230,0.0,0.0,0.0,0.0,0.0
507,Patric Hornqvist,R,36.7,71,189,5.127008779230780,1.8456467166966400,2.8828125767673700,7.452057415068780,0.0,0.0,0.0,0.001,0.001
508,Michael Carcone,L,27.4,69,170,5.111489796356000,1.529328915170830,2.746405642114070,7.816966363577720,0.0,0.0,0.0,0.0,0.0
509,Egor Sokolov,L,23.3,75,222,5.112440722157940,1.833518488512850,2.551607951459860,8.22842384483602,0.0,0.0,0.0,0.0,0.0
510,Jaret Anderson-Dolan,C,24.1,71,200,5.103278250795620,1.2493517243389000,3.1263723897328300,7.2433547054218600,0.0,0.0,0.0,0.0,0.0
511,Samuel Fagemo,L,23.5,72,200,5.103655828431750,2.005263028366840,2.3950224228989700,8.473614578881400,0.0,0.0,0.0,0.0,0.001
512,Joey Anderson,R,25.3,72,207,5.122357183117570,1.372424078920320,2.9885669290129700,7.323928921566170,0.0,0.0,0.0,0.0,0.0
513,Scott Mayfield,D,31.0,77,220,5.121463486118540,0.5122612555068970,4.22121959874438,5.85614909057308,0.0,0.0,0.0,0.0,0.0
514,Vinnie Hinostroza,C,29.5,70,183,5.1374362020808600,1.0950495162514000,3.343105270279330,6.961031561161860,0.0,0.0,0.0,0.0,0.0
515,Walker Duehr,R,25.9,74,210,5.136922820316780,1.5700615936561900,2.780412895989190,7.962287921999630,0.0,0.0,0.0,0.0,0.0
516,Jalen Chatfield,D,27.4,73,188,5.146701495299880,0.7128740185718610,3.9368897919075500,6.254806171411630,0.0,0.0,0.0,0.0,0.0
517,Adam Larsson,D,30.9,75,209,5.1694141525734000,0.5697493041823160,4.081563023146150,5.967889791968830,0.0,0.0,0.0,0.0,0.0
518,Adam Ruzicka,C,24.4,76,215,5.19162030429856,1.2006096433947600,3.1542373059911300,7.004753533375110,0.0,0.0,0.0,0.0,0.0
519,Cal Clutterbuck,R,35.9,72,212,5.19796811846429,1.73864901517228,3.188145382543390,8.54800726800431,0.0,0.0,0.0,0.0,0.0
520,Brendan Lemieux,L,27.5,73,215,5.199103273294760,0.9897549275355060,3.5819633380661500,6.838419362623740,0.0,0.0,0.0,0.0,0.0
521,Dylan Guenther,R,20.5,74,175,5.229716173408670,1.5542592992653600,2.6254559528085400,7.7214081544313600,0.0,0.0,0.0,0.0,0.0
522,John Hayden,C,28.6,75,223,5.233952418863670,1.9321101996265800,2.4164180620364800,8.595468791489230,0.0,0.0,0.0,0.0,0.0
523,Jesse Ylonen,R,24.0,73,188,5.253656681602280,1.3632499036096600,3.088465813071790,7.7107276334094000,0.0,0.0,0.0,0.0,0.0
524,Brett Leason,R,24.4,77,218,5.266845426625590,1.233960842494170,3.4147247249363700,7.2986591841828200,0.0,0.0,0.0,0.0,0.0
525,Thomas Bordeleau,C,21.7,70,175,5.241957125059560,1.2525825963431500,3.0749885750863700,7.226133511496750,0.0,0.0,0.0,0.0,0.0
526,Pat Maroon,L,35.4,75,234,5.200086152666990,2.571620212695990,4.447714424280400,9.625413132390170,0.001,0.001,0.001,0.001,0.001
527,Ethan Bear,D,26.3,71,197,5.21479119033225,0.6495826760068240,4.024029477310720,6.1843288461286000,0.0,0.0,0.0,0.0,0.0
528,Tomas Nosek,L,31.1,75,205,5.214826218965750,1.0303393760914000,3.248485926427670,6.555583471560600,0.0,0.0,0.0,0.0,0.0
529,Jake Middleton,D,27.7,75,219,5.1992668913678700,0.6058316613573020,4.055868398470070,5.990741960985590,0.0,0.0,0.0,0.0,0.0
530,Derek Stepan,C,33.3,71,196,5.128988587464770,1.1271787197595000,3.2996146165622900,6.9941394885965800,0.0,0.0,0.0,0.0,0.0
531,Josh Leivo,L,30.4,74,192,5.12303277443888,1.295854852079060,3.1307800523652800,7.307294532712790,0.0,0.0,0.0,0.0,0.0
532,Connor McMichael,C,22.7,72,180,5.109724372191790,1.8105575976906400,2.3602853127372700,8.430325798062950,0.0,0.0,0.0,0.0,0.0
533,Simon Holmstrom,R,22.4,74,205,5.062338875897830,1.537026709183810,2.9604511684636600,7.869978105992810,0.0,0.0,0.0,0.0,0.0
534,Jakub Lauko,C,23.5,72,196,5.033490204113500,1.9866856759575300,2.3330525274013300,8.964575463404470,0.0,0.0,0.0,0.0,0.0
535,Kyle Criscuolo,C,31.4,69,175,4.99395262199378,3.8848499019486600,1.1803635695261300,11.838779020781400,0.0,0.0,0.001,0.002,0.007
536,Jack Drury,C,23.7,71,174,4.942557804169160,1.5335448390567600,2.5920608450183900,7.578619921231210,0.0,0.0,0.0,0.0,0.0
537,Nikita Nesterenko,C,22.1,74,183,4.901767319530710,1.536142115027610,2.525370849623490,7.668823599366200,0.0,0.0,0.0,0.0,0.0
538,Axel Jonsson-Fjallby,L,25.6,73,189,4.86610458062028,1.179000928071270,3.0141138255430600,6.903681696072840,0.0,0.0,0.0,0.0,0.0
539,Lukas Rousek,R,24.4,71,171,4.832464644188490,2.0996112407931800,1.943573681281210,8.694109384686840,0.0,0.0,0.0,0.0,0.0
540,Trevor Lewis,C,36.7,73,201,4.78210352251241,1.3731689143690200,3.0071703114715000,7.459481772547550,0.0,0.0,0.0,0.0,0.0
541,Phillip Di Giuseppe,L,30.0,72,193,4.74851512140849,1.8000170358404000,2.3246682542146000,7.971371662110000,0.0,0.0,0.0,0.0,0.0
542,Jonas Brodin,D,30.2,74,196,4.7180495506088600,0.6847829179189980,3.7027538902394400,5.714715090408830,0.0,0.0,0.0,0.0,0.0
543,Tyler Pitlick,C,31.9,74,200,4.694481898082390,1.45099184571085,3.2096059204380600,7.462981398115910,0.0,0.0,0.0,0.0,0.0
544,Kiefer Sherwood,L,28.5,72,194,4.661607236601280,1.278040817770320,2.6604504053982600,6.7524267682790600,0.0,0.0,0.0,0.0,0.0
545,Brad Hunt,D,35.1,69,177,4.647607914954960,1.8002644565360600,2.9774297281513400,6.724542021645220,0.0,0.0,0.001,0.001,0.001
546,Kevin Stenlund,C,27.0,77,215,4.601286895188070,1.211365637491160,2.490368704288400,6.492588564361300,0.0,0.0,0.0,0.0,0.0
547,Nick Foligno,L,35.9,72,210,4.582959377403460,1.3790227740058800,2.5708046130504700,6.85193178809236,0.0,0.0,0.0,0.0,0.0
548,Dryden Hunt,L,27.9,72,193,4.554086865807400,1.1115488814774400,2.846737893178370,6.496421210163980,0.0,0.0,0.0,0.0,0.0
549,Saku Maenalanen,R,29.3,76,214,4.5347937862039700,0.8323965472256780,3.0827030606988600,5.724605551391190,0.0,0.0,0.0,0.0,0.0
550,Vitali Kravtsov,R,23.8,75,186,4.535396296178850,1.1428564228280800,2.780945415253160,6.388714288866610,0.0,0.0,0.0,0.0,0.0
551,Kieffer Bellows,L,25.3,73,195,4.543874244070920,1.146507126285800,2.649202253440320,6.522875982333910,0.0,0.0,0.0,0.0,0.0
552,Lane Pederson,C,26.2,72,192,4.540660098704930,1.6858514058040100,2.3595305049915300,7.849829981588590,0.0,0.0,0.0,0.0,0.0
553,Johnathan Kovacevic,D,26.2,76,208,4.535250484363190,0.5592376494015550,3.4681677928683100,5.303177885340640,0.0,0.0,0.0,0.0,0.0
554,Jakob Pelletier,L,22.6,69,170,4.5278846692236300,1.4073133594922900,2.468876566323120,6.941520250196680,0.0,0.0,0.0,0.0,0.0
555,Sam Carrick,C,31.7,72,200,4.501139898348800,4.611373078713860,2.9400750082466100,12.172640166490500,0.001,0.001,0.004,0.007,0.022
556,Dylan Holloway,L,22.0,73,203,4.476142497463490,0.9783242019567110,2.8482073776209400,6.042843826513830,0.0,0.0,0.0,0.0,0.0
557,Nils Lundkvist,D,23.2,71,190,4.4570069215768100,0.7389692137076010,2.924038011914990,5.414191241448030,0.0,0.0,0.0,0.0,0.0
558,Nate Schmidt,D,32.2,72,195,4.454248556298620,0.5696000328074980,3.3463255917615500,5.174621605165240,0.0,0.0,0.0,0.0,0.0
559,Jack Studnicka,C,24.6,73,187,4.44455284661273,1.1037523994753700,2.696492005239760,6.257180744955630,0.0,0.0,0.0,0.0,0.0
560,Pierre-Edouard Bellemare,L,38.6,71,198,4.44096834334592,1.4992147677963100,2.589831741340770,7.123803891408520,0.0,0.0,0.0,0.0,0.0
561,Andrew Peeke,D,25.5,75,210,4.411144934711040,0.4853986776743410,3.5165835332434600,5.039841992096720,0.0,0.0,0.0,0.0,0.0
562,Aleksi Heponiemi,C,24.7,70,155,4.402961006463970,1.3757740801510200,2.24343266522671,6.771176074641560,0.0,0.0,0.0,0.0,0.0
563,Colin Miller,D,30.9,73,200,4.402627763191640,0.593467219872895,3.706887928659880,5.607597192481240,0.0,0.0,0.0,0.0,0.0
