,Player,Projected Goals,Projected A1,Projected A2,Projected Assists,Projected Points,StDev,5th Percentile,95th Percentile,150P Probability,140P Probability,130P Probability,120P Probability,110P Probability,100P Probability,90P Probability,80P Probability,70P Probability,60P Probability,50P Probability,40P Probability,30P Probability
721,Cole McWard,2.6232663863253200,1.3565098590455900,2.092157850690200,3.4486677097357900,6.071934096061110,1.9631744668312000,3.2882182220975500,9.436687621240630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Chris Wagner,2.6248844617502500,1.352914615579320,1.1616974703251000,2.5146120859044200,5.13949654765467,2.0206576121269100,2.264957392934100,8.524890925680310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Kristian Reichel,2.6256045839938500,1.6994732421984900,3.8644814236214800,5.5639546658199700,8.18955924981382,3.4086555408026400,3.382037666981600,14.485321626429000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Luke Schenn,2.610064726345280,5.15859427577763,4.99942868103108,10.158022956808700,12.768087683154000,3.001622473997890,7.758611579990760,17.99756033868130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Kyle Capobianco,2.6143223221474200,1.5384135445866000,1.8015242199835300,3.339937764570130,5.954260086717550,1.5971267125272900,3.4042548020123400,8.59782977785279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Carson Meyer,2.6163735437529400,2.8358769816745100,1.2087102686095900,4.044587250284090,6.660960794037030,2.1890515990191700,3.3579120810890400,10.536827452630200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Niko Mikkola,2.6215147099325900,3.071279481991160,4.827633934036050,7.898913416027210,10.520428125959800,1.6467820980236300,7.506012089413740,12.99172539086260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Connor Mackey,2.622628757894320,2.624678544067150,3.4761175817889100,6.100796125856050,8.72342488375037,2.366223815776330,5.235208663755680,12.834344011527500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Jake Muzzin,2.62830737693833,6.031843406819130,3.7959908223944000,9.827834229213530,12.456141606151900,3.909766313926680,6.356449336293630,18.55910681966810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Alex Goligoski,2.6217025935573800,6.012367550590500,6.415803382436310,12.428170933026800,15.04987352658420,3.1274056851997600,12.18241683324240,22.07190168780910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
731,Marc McLaughlin,2.6268669496159400,1.539496423696710,1.1108803370444800,2.6503767607411900,5.277243710357130,1.9666553078658900,2.2469681924749000,8.767695352243520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Jake Leschyshyn,2.632504787807520,1.6116333884087000,1.128146724408470,2.7397801128171700,5.37228490062469,1.9170436847276700,2.839720159122350,9.046312498879680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Arnaud Durandeau,2.63196239187351,1.630027428297090,1.2060866575063300,2.8361140858034200,5.468076477676930,12.37229591161740,2.5032338185520900,27.301274972025900,0.0,0.001,0.002,0.002,0.003,0.003,0.003,0.005,0.01,0.015,0.018,0.031,0.047
734,Ian Cole,2.624734793459780,7.79522021286804,8.072646337606960,15.867866550475000,18.49260134393480,5.266494748583380,14.371677363401400,28.688638406499100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.012,0.039
735,Joona Koppanen,2.6258618255101800,1.7598175392301900,2.628921812645360,4.388739351875560,7.014601177385740,2.4138763731107500,3.7158239034172200,11.403842043983600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,Wayne Simmonds,2.6247802164483500,2.822257516349870,2.3955333273597300,5.217790843709600,7.842571060157950,5.251627357759110,5.273114854926020,19.911311015062500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.013
737,Radim Zohorna,2.6190682863900600,1.2925285627858900,0.9100627430598330,2.2025913058457200,4.821659592235780,1.8859094375514300,2.0256540403833500,8.172910299679870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Rasmus Ristolainen,2.6117346297274700,7.08235538187357,7.346721840506920,14.429077222380500,17.040811852108000,2.116745611713180,15.136270641956200,22.069286724012900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Justin Richards,2.611366538171480,2.267149816190840,5.108832656493800,7.375982472684630,9.987349010856120,4.129658616130960,4.569769343304440,17.739305693319300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
740,Alexander Edler,2.6083985075702900,7.982131800224910,7.997258893730320,15.979390693955200,18.58778920152550,30.32670376492250,13.243549752416700,89.89370383449850,0.02,0.029,0.036,0.046,0.048,0.05,0.05,0.057,0.061,0.066,0.067,0.071,0.088
741,Filip Hallander,2.6042347038226900,1.6778919171463300,1.2122464475408800,2.8901383646872100,5.4943730685099000,2.5127140873595500,2.641426289135950,10.605013047017100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Dmitry Kulikov,2.5976004835876800,6.16830690967553,6.189103281794450,12.357410191470000,14.955010675057700,2.0005407987457700,11.544439134442400,18.149930272907700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,Nathan Smith,2.5822732080617500,1.6748174408143100,1.1404387011653200,2.81525614197963,5.397529350041380,1.7689700828976400,2.5505712001533800,8.29594516009076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Ryan Carpenter,2.5802795870491900,1.9841218756452200,1.5881630981179100,3.5722849737631300,6.152564560812320,1.7293841255673100,3.4887557629482500,9.340018243007510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Matthew Highmore,2.5760503405068200,1.6872337738696700,1.3739480249891700,3.0611817988588400,5.637232139365660,1.9873902763042500,2.643558569699210,8.912576296432970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Samuel Bolduc,2.5847820176693600,2.3218682957012000,2.7480769578555500,5.069945253556750,7.654727271226110,1.885419112161230,4.298934833657610,10.572771582638700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,David Gust,2.5870712334514900,1.0749087344320900,0.7302434317692120,1.8051521662013000,4.392223399652800,2.0113514220545900,1.5699424907764200,7.801022808844690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,Brendan Smith,2.5841165002128500,3.3658320052517700,5.210844682992870,8.576676688244640,11.160793188457500,1.903505792316760,8.172196070849650,14.598492518658200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Jordan Gross,2.570905338093910,2.020233149266410,2.775954901421370,4.796188050687780,7.367093388781690,2.1321462783799700,3.675588072337270,10.609885136547800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Will Cuylle,2.5619187132257500,1.6287625056646200,1.1867197458143300,2.8154822514789400,5.377400964704690,1.8504716730501000,2.656098349585170,8.720875176617720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Gabriel Fortier,2.549384045229940,1.6110163529161800,1.0911369988148200,2.7021533517310000,5.251537396960940,2.0556079593124700,2.4365077463677800,8.983647164852770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,James Hamblin,2.510200942487270,1.64652387129921,1.0707092152355800,2.7172330865347900,5.227434029022060,1.7027719055036800,2.497247367084870,8.21012437004698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Jonny Brodzinski,2.482007322428870,1.2342897904607900,1.2025874817026400,2.4368772721634300,4.918884594592300,1.791698021438060,2.3605961397388100,8.134951300780490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Jacob Lucchini,2.4617438109986400,1.5702676070856100,1.1318635584330500,2.7021311655186600,5.163874976517300,1.6445818546831900,2.5936384313840200,7.898533557077200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Radko Gudas,2.435977215875140,6.66566973024766,7.884707360506550,14.550377090754200,16.98635430662940,1.5282502582485800,14.168264573650000,19.28806331784920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Jeremy Lauzon,2.4034570319123800,2.9690438140269100,4.547383593776090,7.516427407803000,9.919884439715370,2.0060717541467400,6.659004850850210,13.191281510977100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Jonathan Gruden,2.3815752459558600,1.5700292619108900,1.0827152919870400,2.6527445538979300,5.034319799853780,1.8316520289270200,2.233916928485200,8.270327091476640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,Brayden McNabb,2.355907211401130,6.849629916432460,8.843499407437600,15.693129323870100,18.049036535271200,1.8048249800955200,14.770683847479100,20.724676378841400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,Matthew Benning,2.3317003963119000,8.543681361666010,8.041448891874180,16.585130253540200,18.916830649852100,1.9879579965431900,14.878054790170400,21.44134417255420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Nick Abruzzese,2.2754229449538500,5.82631817148914,1.1892560979635500,7.015574269452690,9.290997214406540,3.7089186572544500,3.969770912551350,15.82988642376800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Tyce Thompson,2.2549549481376200,1.7872414069844600,1.1640906466429700,2.9513320536274300,5.206287001765060,1.929903445990200,2.267481896385020,8.609752195449960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Alex Steeves,2.2341697420329700,1.6702188152746700,1.12235385742916,2.792572672703830,5.026742414736800,1.970171514599080,2.2034084925812000,8.483225773675880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Jordan Oesterle,2.216365258492140,4.451755248441490,5.107870929963560,9.559626178405040,11.775991436897200,3.887028343052720,9.260160881810250,20.697826760127600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008
764,Radim Simek,2.2010013087385200,2.9888116839490000,2.7226334513679400,5.711445135316940,7.91244644405546,1.3595426707082700,5.687073112031960,10.087032471884200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Shane Bowers,2.182073967116490,1.5778044999951200,1.1958907829815100,2.773695282976640,4.955769250093120,1.7219101448718800,2.4479493213927400,8.015645134036800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,Marc Staal,2.173111728780530,4.543622699400190,6.148903165783180,10.692525865183400,12.865637593963900,1.7450674422238200,10.19978789222290,15.894686032202600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Matthew Phillips,2.176965399124540,1.5826677299344100,0.9637430209175890,2.5464107508520000,4.723376149976540,1.7096160870845000,1.8185166912514200,7.298809606652190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Jan Rutta,2.1744959309664500,2.218329427672640,4.598379895823490,6.816709323496130,8.991205254462590,4.122941358515540,5.747087017054000,11.401397264405200,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002
769,Nick Holden,2.174058502968900,6.040159322029750,6.212275463497570,12.252434785527300,14.426493288496200,2.195956119421440,10.644350685044300,17.82919886158860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Arber Xhekaj,2.1748948390678100,3.6189908448548700,3.3392080404837500,6.958198885338620,9.133093724406430,1.9052746735297300,6.005201505384090,12.165427788564800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,Nic Petan,2.1685402127691400,1.8029879460071300,1.369631578189180,3.1726195241963200,5.341159736965460,2.1344282785594400,2.2930281135095100,9.288004991480390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Brenden Dillon,2.1356382641353000,8.521237202693090,10.027396477958200,18.54863368065130,20.68427194478660,1.394502881771870,18.00491262374940,22.506660848872100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,Robert Bortuzzo,2.116609222937840,2.805365714601280,3.4474084520900600,6.25277416669134,8.36938338962918,1.8181001313415800,5.267705188360400,11.273047936594200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Kevin Bahl,2.105236269693700,3.7949312253751800,4.699901606249580,8.494832831624750,10.60006910131850,2.8105108158755400,6.736434377733570,15.870008628336700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Henrik Borgstrom,2.090953125527960,1.413736665112720,1.1033292319030600,2.5170658970157800,4.60801902254374,1.74577509178457,2.0685922885353800,7.62179820650927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Robert Hagg,2.071137661811620,3.015114307983930,3.0302444253937300,6.0453587333776600,8.11649639518928,1.4340986153788700,5.701436821964610,10.364532170691100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Dominic Toninato,2.0553202863704600,1.4274097503505800,2.7556145606748100,4.183024311025390,6.238344597395850,2.369410235456300,3.132709073733800,10.767994415803400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,Calvin de Haan,2.0305065876920800,3.2202445868131900,4.431064779842940,7.651309366656130,9.681815954348200,1.8623232141354300,6.694764046004520,12.715860708450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,Jack Rathbone,2.011308980755630,1.3506283969360300,2.7573291165195200,4.107957513455550,6.119266494211180,1.72346555132141,3.1658300225428500,8.7121063230674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Riley Tufte,1.9918260518569000,1.3241015228682400,1.0207963670882100,2.3448978899564500,4.336723941813350,1.8145438214850300,1.9615423448844800,7.722080601816520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,Jesper Froden,1.9576056848111600,2.794368168764230,2.0240414274533100,4.818409596217540,6.776015281028700,2.539497288963830,3.026446194104310,11.187530888311000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,Fredrik Karlstrom,1.94059104923909,1.5720394604133200,1.2035061997155100,2.775545660128830,4.716136709367920,1.7431382222751300,2.266830104529950,7.8531495108446500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Scott Harrington,1.9274781073562100,2.56316988468695,3.386047811204340,5.949217695891290,7.8766958032475000,1.7130281322974900,5.424009834263480,10.902330377398800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Justin Barron,1.909771252052860,3.6163298313983900,4.260235206820630,7.8765650382190200,9.786336290271880,2.2402469642019600,6.03949166172727,13.178194915182300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Dylan Samberg,1.8851077725384900,3.3195679739450700,4.386537657930250,7.706105631875320,9.591213404413810,32.17099515424630,7.225844521997490,74.85556431761150,0.012,0.015,0.018,0.022,0.023,0.031,0.038,0.047,0.059,0.073,0.088,0.117,0.155
786,Chris Tanev,1.8743706875458200,6.037206001991250,6.113923746336760,12.15112974832800,14.02550043587380,2.229962768484110,10.514044031189400,17.621436470944800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Hugh McGing,1.8550232201015100,1.4461969994762900,1.021084361147710,2.4672813606240000,4.322304580725500,1.7519309247268700,1.8650047263592000,7.422527959178470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Jordie Benn,1.8143953297587600,3.033391604879660,2.7643329070464300,5.79772451192609,7.612119841684850,3.8585208652054400,4.4530548583773300,12.032233090546600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.003
789,Kyle Burroughs,1.806086645093570,3.4082864457833100,3.3798969706706100,6.7881834164539100,8.594270061547490,1.7867398263200200,5.4957592204681000,11.411148180277000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Sheldon Rempal,1.8093813272470200,1.4477111193077600,0.9594631617035850,2.4071742810113400,4.216555608258360,1.7871877611210900,1.5518909398865600,7.4910664623330600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Marc-Edouard Vlasic,1.8161308617594200,5.189398768922700,7.735871250553130,12.925270019475800,14.741400881235200,1.6327605082504100,12.51125521296450,17.79016891539010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Nikita Okhotiuk,1.809340534775180,1.4311817116168200,2.107417650363750,3.5385993619805600,5.347939896755740,1.6033620832551100,3.0792863206873200,8.35117264580475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Nick Swaney,1.801247892174830,1.3999072775766300,0.9864984640615640,2.3864057416381900,4.187653633813030,1.7452636161408300,1.6393782909992900,7.289386348924640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Jon Merrill,1.799818454975110,5.131903975803090,5.949161406331880,11.08106538213500,12.880883837110100,1.7406627160665600,9.933701249712440,15.7626446721157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,Otto Koivula,1.799360657069990,1.6918673255476800,3.7522896364526400,5.4441569620003200,7.243517619070310,2.79952040063589,3.382573948030590,12.218156204620000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Logan Stanley,1.7885880565871900,2.9456512974329600,3.3453728717496600,6.291024169182620,8.07961222576981,2.1208493310183700,4.492534213555360,11.282519744465100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Zach Bogosian,1.7763340338993600,3.031358975125910,3.5071824104777800,6.53854138560369,8.314875419503050,1.6837845666045700,5.762233321710500,11.159076705521300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Tim Berni,1.7740176831101400,2.75072719133854,3.472219602171170,6.222946793509710,7.996964476619860,1.6261987152790200,5.741826344023730,10.931484402063600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Joel Teasdale,1.7728920200943100,1.4280965427140300,3.626564417284080,5.0546609599981000,6.82755298009241,3.4039304175706600,2.7709529210600300,13.04236548047500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
800,Anton Stralman,1.7723388915289700,2.8056772914031000,3.3678458180141200,6.173523109417220,7.945862000946190,2.0263630313049500,4.428547128221370,11.012352093996500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,Andrew Agozzino,1.7669680967099100,3.345038276641530,2.720567772199550,6.065606048841080,7.83257414555099,3.025640314408730,3.6602552631688300,12.946895351776400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Vinni Lettieri,1.766015688382400,1.3122566426920400,1.0066895153733600,2.3189461580654000,4.084961846447800,1.5276768371084800,1.6154465416658600,6.562041091516950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,Josh Brown,1.7499273059673000,2.2363084612048600,2.692865987375600,4.92917444858046,6.6791017545477600,1.158304808289690,4.830708656860050,8.588932189758270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Jaycob Megna,1.7415869999868700,6.450194696940420,6.244393686866220,12.69458838380660,14.436175383793500,2.2969497050251200,10.05842935432070,17.690175663092300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Dysin Mayo,1.7415462613668400,3.059008644000600,3.4804016632572400,6.53941030725784,8.28095656862468,1.8561838729528600,5.10709355579649,11.23215326707340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Bokondji Imama,1.7388364430913700,1.142407503644420,0.7972774931467440,1.9396849967911600,3.67852143988253,1.5480673895732600,1.5179302101256700,6.531316217814890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Max Willman,1.7316411160880300,1.1501621574291000,0.882480065900416,2.0326422233295200,3.764283339417550,1.4844799551983100,1.6145969401594300,6.426283128111090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,Jordan Spence,1.7284662869519600,5.203096815887330,3.3812481331611400,8.584344949048470,10.312811236000400,2.6091947635000400,5.654747886584840,14.10989477610770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Drake Caggiula,1.7225476588310800,1.5479391330646600,1.075451912812560,2.623391045877230,4.34593870470831,1.567154633858250,1.9591570321291900,7.057422449634880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Rourke Chartier,1.708138871755350,1.2910097685962600,0.9219952387168470,2.213005007313100,3.921143879068460,1.6408220432967900,1.7125310021709700,6.918865560835640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Charles Hudon,1.7052546759652200,1.2999925891603000,0.8747385113054600,2.1747311004657600,3.8799857764309800,1.3365014830570700,1.753670984022470,6.247568077956000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,Gavin Bayreuther,1.7051553066781300,4.558437452648860,6.217916108586620,10.77635356123550,12.481508867913600,2.2828009680784400,8.76776048223247,16.393930139882800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Marcus Bjork,1.703164472135890,2.819929467823860,3.267915972257340,6.087845440081210,7.791009912217090,1.4626998332263100,4.729824996527780,9.443061957807680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Conor Timmins,1.6752841802160000,4.437776409205370,4.4454550421824000,8.883231451387770,10.558515631603800,2.624653819051200,6.224612431604700,14.699263419786100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Steven Fogarty,1.6725652580832900,1.4017193898059800,1.1278431637271000,2.529562553533080,4.202127811616370,1.773402161834890,1.6015421318745600,7.5365455728582500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Jeffrey Viel,1.6604013862936700,0.9892329438721010,0.8078065414880980,1.7970394853602000,3.4574408716538700,1.423291638736660,1.3619320573972700,5.962627122244860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Josh Dunne,1.6433324706132400,1.1432532555153600,0.9364187239963290,2.0796719795116900,3.7230044501249300,1.489107049020070,1.559279747655120,6.4499010831029100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Matt Kiersted,1.6259732876219700,2.9949982458448000,2.734156202872290,5.729154448717090,7.355127736339060,2.201563049037420,4.126906988310070,11.186907606397900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,Mike Reilly,1.6208941421896000,3.459910983009740,5.0857477885635100,8.545658771573260,10.166552913762900,2.509566379049480,6.662257244366630,14.729142352836900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Riley Stillman,1.6197248734771700,4.408924344297720,5.083138086430160,9.492062430727880,11.111787304205000,2.1859834688603400,7.369196054620060,14.587697422060400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,Brad Malone,1.606152132310130,1.2899827254721200,0.9093706228645300,2.1993533483366500,3.8055054806467800,1.5733448562995000,1.7676265175328100,6.436843343983600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Haydn Fleury,1.563793982712320,1.9011152008313500,2.959182907245140,4.860298108076490,6.424092090788800,1.2637276450411500,4.205298997895170,8.470989137944400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Byron Froese,1.5626141507845700,1.283737687908890,0.674273474046771,1.958011161955660,3.5206253127402300,2.1663678756381000,1.0983847608650400,6.895085949038490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
824,Glenn Gawdin,1.5562619902685400,1.402789304085320,1.0193920402853000,2.422181344370610,3.9784433346391500,1.6966331167451100,1.6450501581325700,7.009826760986360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Philippe Myers,1.5463392317503600,1.4304183657619100,2.673803238647580,4.104221604409490,5.65056083615985,1.9358556689039800,2.7050706926722700,8.965061278507790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Zac Jones,1.5302292143047800,2.1026725392063200,2.6172200065690500,4.719892545775380,6.250121760080150,1.5930096249161500,3.5339622735866300,8.62072776344831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
