,Player,Projected Goals,Projected A1,Projected A2,Projected Assists,Projected Points,StDev,5th Percentile,95th Percentile,150P Probability,140P Probability,130P Probability,120P Probability,110P Probability,100P Probability,90P Probability,80P Probability,70P Probability,60P Probability,50P Probability,40P Probability,30P Probability
594,Connor Clifton,3.861499039778360,6.094210034817930,8.062568213715270,14.156778248533200,18.01827728831160,2.1614098766893200,14.400314735555500,21.413624595511500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Jordan Harris,3.80931394279892,5.900556721845850,6.618814610753660,12.519371332599500,16.32868527539840,2.461476942454590,12.467948612252800,20.680462537689500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Jamie Drysdale,3.790808893792680,7.22080451165616,6.882875300974400,14.103679812630600,17.89448870642320,4.534632245620570,10.336769098517800,24.162006332313800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.011
597,Drew Helleson,3.748443162870380,1.3978274806687200,2.052601548461340,3.45042902913006,7.198872192000440,2.744707352146710,3.4893045429066300,12.206844938616900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Jake Bean,3.7311993465065000,5.982536980258870,7.897043061865110,13.879580042124000,17.61077938863050,5.661781319815350,10.267826864700700,28.534713334413900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.035
599,Braden Schneider,3.710524523419940,6.042002303425710,6.069892528295680,12.11189483172140,15.822419355141300,1.743993971105870,12.875275623401300,18.574813701549500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Logan Brown,3.688667869457870,3.2831430747042300,2.7093911837943600,5.992534258498590,9.681202127956460,2.425261776573570,5.5932531783334900,13.545343652243300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Aidan McDonough,3.664668977908320,1.7362464127063700,1.2031949132800000,2.939441325986370,6.604110303894690,2.0592645435103100,3.424781789533080,10.338323960772500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Troy Stecher,3.6480780426974400,6.849011211758730,6.22328034203194,13.072291553790700,16.720369596488100,4.024417872595410,12.163474560822300,23.403813675570500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.021
603,Brandon Carlo,3.622397203144180,6.945565045686710,6.490991848090870,13.436556893777600,17.058954096921800,1.4012450190601300,14.288866420088000,18.949457487878300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,Matt Luff,3.614386697989410,2.8167134397570100,1.3209316605679300,4.137645100324930,7.752031798314350,2.453304405714940,3.9111340699378400,12.168142059375500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Henri Jokiharju,3.595627590109630,7.03638594756114,7.697092341158190,14.733478288719300,18.32910587882900,2.1093925844165200,14.467545768796400,21.51352128640080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,John Leonard,3.5885112095942900,2.421901949245580,1.5141233133852000,3.9360252626307700,7.524536472225060,2.5222118875956500,3.6853964196383900,11.664552326933000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Nick Jensen,3.5931777918225600,10.683847567661600,9.691099170161370,20.37494673782290,23.96812452964550,1.6730536729118700,21.05703160805390,26.459770403984300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Alexandre Carrier,3.6049999469530200,7.142411062904640,7.6865168633917600,14.828927926296400,18.433927873249400,3.0251975826041300,14.09964161146940,23.760722209871900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
609,Elliot Desnoyers,3.596878013675020,2.976964934952500,1.878258551819210,4.855223486771710,8.452101500446720,2.2700475386106600,5.0258604895162100,12.46173789993470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Will Borgen,3.5914174581496000,7.902616023249180,7.902811973869210,15.805427997118400,19.396845455268000,1.7467395280500600,16.060276681741600,21.708331947547600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Kaiden Guhle,3.598601349849170,6.774242162466180,5.262584291935190,12.036826454401400,15.635427804250500,2.8339680616169800,10.630645594421300,19.739263070120600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Brian Dumoulin,3.564314944149720,8.101364410452610,9.594421804552470,17.69578621500510,21.2601011591548,1.8234886726298600,17.75726738121720,23.800135064326900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Timothy Liljegren,3.556811076153470,5.990455604204450,5.832494086306460,11.822949690510900,15.379760766664400,2.927427927022100,10.224892762192300,19.81392156133210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Oliver Ekman-Larsson,3.545039987434670,12.356529459100700,9.414311263388350,21.770840722489000,25.315880709923700,3.7103589542193700,22.42346576222320,33.802746150723000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.284
615,Simon Edvinsson,3.5291986663706900,1.811302390832880,2.930295379230850,4.7415977700637200,8.270796436434420,2.624257396500600,4.305268019067970,12.69642813122730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Liam O'Brien,3.5270534980646500,3.5690646401713300,2.753392672358670,6.322457312530000,9.849510810594650,2.3556189637344600,6.451091609086860,14.126105186370000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Trevor van Riemsdyk,3.5118213668897800,5.2392406115970900,6.315645584936220,11.554886196533300,15.06670756342310,1.9447607144376300,11.164946725406300,17.647842963454200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Alex Belzile,3.487606724054070,3.060071224152450,2.781133284552860,5.841204508705310,9.32881123275938,7.586089121289940,5.48739851084148,21.589233863474600,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.003,0.003,0.006,0.01,0.024
619,Egor Afanasyev,3.480949965475970,2.3124286008484300,1.5039371603304000,3.8163657611788300,7.297315726654810,2.105498695939710,4.260396973196910,11.192816673759200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Erik Brannstrom,3.4655387498273600,7.8438505338723600,9.62588351323297,17.46973404710530,20.93527279693270,3.6192172863283200,16.197496844503800,28.177158020886100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.018
621,Jake McCabe,3.473496355363530,8.672672216738300,9.668330420834090,18.341002637572400,21.814498992935900,1.9525338293725600,18.350169277813900,24.788832454659200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Calen Addison,3.463735293993020,8.380742560056620,8.250669945950020,16.63141250600660,20.095147799999700,2.8933722880686300,11.199949008922400,20.560100175596100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Owen Beck,3.4727746444867400,2.804209826965030,1.8301401795572200,4.6343500065222500,8.10712465100899,2.7297577311941600,3.923549697946990,12.613342242516900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Pierre-Olivier Joseph,3.467037629890400,6.106848239395170,6.185314413201620,12.29216265259680,15.759200282487200,2.2352884324857700,11.916817950095800,19.267802274008600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Mikey Anderson,3.462251253094440,4.444319590399200,7.541517298581920,11.985836888981100,15.448088142075600,2.227467281200950,11.056861480994100,18.265840846654300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Kevin Rooney,3.4679482905704800,2.9711010490297600,1.6288894630298700,4.599990512059630,8.067938802630110,2.2853583661374200,4.229475639152220,11.686564339705600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Nathan Walker,3.461242979094750,3.5589873769026900,2.647834084531970,6.206821461434660,9.668064440529410,2.4802800830312700,6.546012707249180,13.665152780178100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
628,Mark Giordano,3.4645818281765900,6.903085890174470,7.984589592167510,14.887675482342000,18.352257310518600,4.713648838030080,15.190319224489200,29.27873058588240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.005,0.041
629,Nick Perbix,3.468266592857910,5.504476781982530,5.175604971232880,10.680081753215400,14.148348346073300,2.3566212496886900,10.509869967413200,18.32105709934320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Calle Rosen,3.480289773773600,3.702173266459300,4.42984834553549,8.13202161199479,11.612311385768400,2.8306939213704100,7.327728999928970,16.41422458039070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Pavol Regenda,3.478889068171040,2.8041956634011100,1.8524912657676500,4.656686929168760,8.135575997339800,2.5387928799509700,4.292123537888350,12.930726715398500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Matthew Knies,3.4565311532926200,5.115543524947550,1.7010934610628700,6.816636986010430,10.27316813930310,3.2435279454840800,5.170998909466060,15.834582971598000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Ryan Reaves,3.46441653986132,2.9938477362019100,2.9640601344487000,5.957907870650610,9.422324410511930,2.436016268300660,6.238225067199790,13.980364005907200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
634,Jonah Gadjovich,3.4688430587135100,1.7473191059291400,1.5989801702553800,3.346299276184520,6.815142334898030,2.186882026757480,3.685632504459430,10.750942332527400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Alex Nylander,3.465448914416960,2.8108601953368200,2.542807314340480,5.353667509677300,8.81911642409426,2.754961227119630,4.032755470262000,13.34046213858080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Samuel Walker,3.462583153456950,2.810433674084470,1.2005888349044200,4.011022508988890,7.473605662445840,2.392077095883980,3.8894298330936100,11.711470328883700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,Derek Forbort,3.469342091493670,5.124139058896430,6.213864199890970,11.3380032587874,14.807345350281100,1.826739419362680,11.780549038393900,17.51570302733700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Pontus Holmberg,3.4743683689330700,3.776175978349000,2.0736259220740900,5.849801900423080,9.324170269356160,3.043943503623020,4.84749703229845,14.929112948205800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Erik Cernak,3.473473161489710,7.712597998858860,8.418398833641010,16.130996832499900,19.604469993989600,2.1170621828214700,15.88757746029650,22.6165517259699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Austin Wagner,3.4663960823726800,2.8784544276861200,1.193907084559890,4.072361512246000,7.538757594618690,2.789621247458130,3.6806944826883600,12.608185440419300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Olli Maatta,3.4675351229808700,6.578451130196520,8.052375617958170,14.630826748154700,18.09836187113560,1.9795585569911500,15.070705463844300,21.12144218820590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Jan Jenik,3.4500786324435800,2.342663326214310,1.574937099788750,3.917600426003070,7.367679058446650,2.4079258524296700,3.726414673661460,11.419832451190400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Dylan DeMelo,3.4438487631200700,8.482755598986460,8.548465249650010,17.031220848636500,20.47506961175650,1.4295009017480200,16.769722726702300,21.386749953447600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Luke Glendening,3.422018839962640,1.5859481093849200,2.2388263621004100,3.824774471485330,7.246793311447960,14.789356045587000,4.227446810911870,12.185488605118100,0.003,0.003,0.003,0.003,0.004,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.008
645,Matt Coronato,3.416697774496150,2.8471397386098700,1.5490757608034800,4.396215499413350,7.812913273909490,2.6989407125855300,3.730601357196290,12.446419275890300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Devin Shore,3.4100068768401800,4.9510738681113600,3.0048767699614900,7.955950638072860,11.365957514913000,2.4949485992458100,7.7092533247465500,15.867377307737400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Alec Martinez,3.3775237931022100,4.510723742024440,6.00323203828943,10.513955780313900,13.891479573416100,2.529322989153060,10.606088204910900,18.896731181311500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Jean-Luc Foudy,3.3733292182999900,2.326342656457550,1.4822859502560900,3.8086286067136300,7.181957825013630,2.2273059396712000,3.565969878461460,10.875771826006300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Kevin Shattenkirk,3.3663868990737500,8.91303799122422,9.042181880428480,17.9552198716527,21.321606770726500,1.9193597955355900,18.375759211822600,24.618095877782600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
650,Ryan Suter,3.3594920286600800,7.758781000458380,9.571623565552170,17.330404566010500,20.68989659467060,2.42750992132645,18.05469846465060,24.26551456726510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.004
651,Carson Soucy,3.3643321339691900,4.6398905510145700,6.139899662268570,10.779790213283100,14.144122347252300,2.069693081506640,10.598289203772900,17.098576208475000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Mattias Samuelsson,3.356479149245290,6.396669092888040,6.365797550588280,12.76246664347630,16.11894579272160,2.7133751384764400,11.60643296996490,20.303149275916400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Adam Beckman,3.3565823559743400,2.967920582409780,1.6605099841550300,4.6284305665648100,7.985012922539160,2.5227290668490400,3.9013890281800600,12.154735475705900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Adam Raska,3.3520960397945800,2.7947159179779900,1.5239689294769900,4.3186848474549900,7.670780887249570,2.4227248010453900,4.146312728822190,12.225209978192300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Alex Turcotte,3.334591516988010,2.8386546082700500,1.4992748870092000,4.337929495279250,7.672521012267260,2.2322906735726200,4.305900879006050,11.663992195252400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Dante Fabbro,3.316052953655590,5.980642423590670,6.960019207512050,12.940661631102700,16.256714584758300,2.057879837191970,12.490071694159600,19.15415730208820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Laurent Dauphin,3.3014142143941500,2.3032720981138300,1.4382704563876200,3.74154255450145,7.042956768895600,2.1377922727472400,3.852707376367380,10.833471930496200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Milos Kelemen,3.279708927620600,1.5551645236332400,1.1282301873295800,2.6833947109628200,5.9631036385834300,1.8315427872355600,3.1645620595807000,9.08562928427991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,Joel Edmundson,3.255012981387510,4.5385794180740700,6.177201716676880,10.71578113475090,13.970794116138500,1.6575001861643600,10.98564086921230,16.40159235966890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Cal Foote,3.22239969679717,2.833755043188070,4.432771261374040,7.266526304562100,10.488926001359300,2.2182016380553100,7.351775245443760,14.169454323963000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,Hunter McKown,3.1780168373578000,3.4577965639739400,2.7515720685501900,6.209368632524130,9.387385469881930,2.8063911076883600,4.8116390215576900,13.79722248117180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Tristen Robins,3.135102317866440,2.4938742858429000,1.484314845491910,3.9781891313348200,7.113291449201250,2.3009028008259600,3.672256792308350,11.098395596493000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Oskar Olausson,3.1105715347007400,2.4417593785863400,1.5996528391672600,4.0414122177536,7.151983752454340,2.495067811881680,3.179421421083980,11.517714402288200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Sam Poulin,3.0736867128092600,2.2177056515370100,1.4365587784329800,3.654264429969990,6.727951142779240,2.0033477253615500,3.721830370581170,10.080231309049700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Jonas Rondbjerg,3.049351191818880,3.0825625660099000,1.459278861358340,4.541841427368240,7.591192619187120,2.1689655582018100,4.343252683873030,11.436669072792400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,Zack Kassian,3.0215240750649400,2.9631044299857300,2.2750745097895700,5.238178939775300,8.259703014840240,2.8464396611675500,5.832258726957670,11.547285353471500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
